N	2gram	Bakhtin_Pr_1	KulturaY
1	и т	14	54
2	т п	13	41
3	и в	38	23
4	точки зрения	8	23
5	в том	8	22
6	не только	9	17
7	было бы	8	16
8	в этом	15	16
9	с точки	6	16
10	в области	11	14
11	может быть	26	14
12	самом деле	6	14
13	что в	7	13
14	в самом	7	13
15	не менее	4	12
16	для того	2	12
17	том что	3	11
18	а не	5	11
19	того что	2	11
20	в его	43	11
21	того чтобы	2	11
22	можно было	4	11
23	у нас	2	10
24	и не	42	10
25	можно говорить	2	10
26	прежде всего	13	9
27	тем не	3	9
28	еще не	7	9
29	хотя бы	4	9
30	таким образом	10	9
31	если бы	3	8
32	лишь в	2	8
33	в виду	4	8
34	в нашем	4	7
35	с другой	7	7
36	или иной	2	7
37	слова и	3	7
38	на фоне	3	7
39	и что	2	7
40	должно быть	5	7
41	в данном	4	7
42	сказать что	4	7
43	все эти	5	7
44	как это	2	7
45	языка в	3	6
46	что и	2	6
47	что он	2	6
48	при этом	5	6
49	и тем	3	6
50	так и	5	6
51	в их	10	6
52	не может	27	6
53	то же	5	6
54	с помощью	7	6
55	могут быть	5	6
56	говорить о	3	6
57	связи с	2	6
58	только в	13	6
59	о том	4	6
60	ничего не	6	6
61	я не	2	5
62	не могут	2	5
63	независимо от	13	5
64	и есть	2	5
65	вовсе не	2	5
66	как и	7	5
67	не в	7	5
68	совершенно не	7	5
69	хотя и	3	5
70	как бы	22	5
71	все же	6	5
72	не будем	3	5
73	в связи	2	5
74	как мы	7	5
75	а в	6	5
76	но это	3	5
77	также и	3	5
78	тем что	2	5
79	той или	2	5
80	в поэзии	9	5
81	далеко не	5	5
82	в чем	2	5
83	и должно	3	5
84	слова в	7	4
85	ясно что	3	4
86	языка как	2	4
87	в целом	3	4
88	одной стороны	3	4
89	только как	6	4
90	столь же	2	4
91	в своей	7	4
92	и о	5	4
93	в ее	4	4
94	точка зрения	3	4
95	то что	8	4
96	данном случае	4	4
97	как в	4	4
98	в нашей	2	4
99	в своем	5	4
100	не было	2	4
101	с одной	3	4
102	тем самым	4	4
103	что не	4	4
104	в таком	3	4
105	в слове	3	4
106	между тем	7	4
107	а лишь	2	3
108	и более	2	3
109	что это	2	3
110	отнюдь не	19	3
111	вопроса о	3	3
112	это не	5	3
113	формы и	5	3
114	на самом	4	3
115	должна быть	4	3
116	или иного	2	3
117	есть не	2	3
118	и к	3	3
119	ни в	11	3
120	но как	2	3
121	по существу	2	3
122	но не	12	3
123	по поводу	2	3
124	в какой	2	3
125	он не	3	3
126	не есть	6	3
127	отношение к	10	3
128	и именно	2	3
129	но и	9	3
130	на него	3	3
131	по отношению	21	3
132	и содержание	3	3
133	другой стороны	4	3
134	они не	3	3
135	в ней	4	3
136	и пр	2	3
137	не имеет	9	3
138	и с	17	3
139	языка но	2	3
140	может иметь	5	3
141	слово в	2	3
142	в то	4	3
143	и только	4	3
144	она не	2	3
145	мы должны	2	3
146	того или	2	3
147	бы не	2	3
148	говорить и	2	3
149	там где	6	3
150	отметить что	7	3
151	или иное	2	2
152	все это	3	2
153	в частности	2	2
154	именно поэтому	2	2
155	дано в	3	2
156	все они	5	2
157	содержания в	4	2
158	раз и	2	2
159	и иной	3	2
160	на материале	3	2
161	что все	2	2
162	и содержания	3	2
163	не более	2	2
164	не дает	2	2
165	в тех	3	2
166	можно сказать	2	2
167	как таковой	2	2
168	к его	2	2
169	и здесь	2	2
170	и как	8	2
171	в дальнейшем	3	2
172	и при	2	2
173	чем в	2	2
174	лишь что	2	2
175	смысле слова	2	2
176	кроме того	3	2
177	связи и	3	2
178	конечно не	5	2
179	за пределы	12	2
180	в таких	2	2
181	в котором	2	2
182	дает нам	2	2
183	его в	9	2
184	не все	2	2
185	не с	4	2
186	отношению к	19	2
187	в пределах	6	2
188	в область	3	2
189	в некоторых	2	2
190	конечно можно	2	2
191	отличается от	2	2
192	в отличие	5	2
193	как к	2	2
194	в особенности	2	2
195	о значении	4	2
196	в двух	2	2
197	какой мере	2	2
198	то или	2	2
199	в корне	2	2
200	с другими	3	2
201	не знает	3	2
202	на этом	2	2
203	в этих	2	2
204	в россии	2	2
205	здесь не	4	2
206	относится к	4	2
207	она может	3	2
208	подхода к	2	2
209	отличие от	5	2
210	мы имеем	2	2
211	но в	4	2
