N	2gram	Tiupa_Narr_1	Marksizm
1	точки зрения	10	34
2	может быть	25	26
3	и не	20	26
4	не может	10	24
5	с точки	2	20
6	и в	19	19
7	и его	5	19
8	в этом	17	16
9	как бы	4	15
10	прежде всего	4	13
11	языка и	2	13
12	как мы	3	13
13	как и	7	12
14	так и	9	11
15	и для	2	11
16	связи с	4	11
17	в нем	4	10
18	ни было	3	10
19	и т.п	8	10
20	самом деле	2	10
21	для него	2	9
22	в результате	2	9
23	только в	4	9
24	при этом	9	8
25	бы то	3	8
26	но и	23	8
27	то ни	3	8
28	не только	32	8
29	все же	7	8
30	то что	11	8
31	без исключения	2	8
32	точка зрения	6	7
33	в связи	2	7
34	все эти	2	7
35	так же	2	7
36	но в	6	7
37	в ее	3	7
38	бытия в	3	7
39	то же	4	7
40	а не	12	7
41	в том	18	6
42	в пределах	2	6
43	другой стороны	4	6
44	отнюдь не	5	6
45	в его	9	6
46	ничего не	2	6
47	с другой	8	5
48	именно в	6	5
49	не в	14	5
50	те же	4	5
51	и потому	2	5
52	и все	2	5
53	в отличие	5	5
54	хотя бы	4	5
55	отличие от	5	5
56	что в	3	4
57	не менее	3	4
58	в ней	3	4
59	не является	8	4
60	не столько	4	4
61	а в	11	4
62	и на	3	4
63	сказать что	4	4
64	жизни в	3	4
65	по себе	5	4
66	еще не	7	4
67	было бы	4	4
68	и тот	2	4
69	нет и	2	4
70	не будет	3	4
71	как в	7	4
72	между ними	2	4
73	оно может	2	4
74	переход от	4	4
75	в данном	5	4
76	далеко не	5	4
77	этом отношении	3	3
78	в какой	2	3
79	одного из	4	3
80	или иной	5	3
81	можно сказать	5	3
82	и как	5	3
83	же время	4	3
84	из них	3	3
85	по отношению	7	3
86	не было	2	3
87	к другой	2	3
88	не имеет	2	3
89	от одного	2	3
90	между тем	3	3
91	нуждается в	5	3
92	в то	3	3
93	его в	2	3
94	не существует	3	3
95	первом случае	2	3
96	к другому	2	3
97	различие между	2	3
98	она может	2	3
99	том что	14	3
100	одной из	4	3
101	совершенно не	2	3
102	в сущности	3	3
103	он не	3	3
104	не есть	3	3
105	в первом	3	3
106	это и	3	3
107	сводится к	3	3
108	но все	4	3
109	между двумя	5	3
110	и ее	2	3
111	в области	2	3
112	том числе	6	2
113	зависит от	2	2
114	же как	3	2
115	независимо от	2	2
116	должна быть	2	2
117	в общей	2	2
118	в частности	14	2
119	никогда не	3	2
120	в своем	2	2
121	точку зрения	4	2
122	они все	2	2
123	тем не	3	2
124	ни в	3	2
125	свою очередь	3	2
126	числе и	4	2
127	в свою	3	2
128	мог бы	3	2
129	одним из	2	2
130	и др	2	2
131	с ее	3	2
132	точкой зрения	2	2
133	зрения и	2	2
134	жизни и	3	2
135	как к	2	2
136	и только	2	2
137	имеет место	4	2
138	во втором	4	2
139	и даже	3	2
140	можно было	2	2
141	одну из	2	2
142	из этих	3	2
143	о том	6	2
144	речевых жанров	4	2
145	и с	4	2
146	в основе	5	2
147	между собой	2	2
148	нового времени	2	2
149	не как	2	2
150	в литературе	2	2
151	что он	6	2
152	в себе	8	2
153	то в	6	2
154	одна из	3	2
155	в качестве	21	2
156	во внешнем	2	2
157	она не	2	2
158	к тому	7	2
159	на первый	2	2
160	этого слова	2	2
161	не могло	2	2
162	не все	5	2
163	отношению к	6	2
164	как раз	2	2
165	речевой акт	2	2
166	в двух	2	2
167	человека в	2	2
168	что не	4	2
169	из которых	4	2
170	мира и	2	2
171	и он	3	2
172	в таком	2	2
173	или в	2	2
174	или иначе	3	2
175	тем что	3	2
176	могут быть	3	2
177	и т.д	7	2
178	жизни но	2	2
179	таком случае	2	2
180	другом и	2	2
