N	2gram	Tiupa_Narr_1	Stilisti
1	и в	11	42
2	как бы	6	27
3	не только	31	27
4	и т.п	8	24
5	прежде всего	4	22
6	и т.д	6	20
7	хотя бы	2	17
8	но и	27	15
9	то же	8	15
10	и не	23	14
11	может быть	15	12
12	не может	8	12
13	точки зрения	5	11
14	как и	13	11
15	и как	3	10
16	ситуации и	2	10
17	что мы	2	10
18	отнюдь не	2	10
19	как мы	2	10
20	в этом	12	10
21	при этом	19	9
22	в то	4	9
23	то что	9	9
24	для того	3	9
25	мы не	3	9
26	все же	4	8
27	в ней	4	8
28	тем самым	5	8
29	в себе	6	8
30	никогда не	4	7
31	зависимости от	2	7
32	и от	2	7
33	же время	4	7
34	и тем	4	7
35	и на	5	7
36	потому что	5	7
37	с его	4	7
38	в зависимости	2	7
39	а не	13	7
40	того чтобы	4	7
41	и его	10	7
42	мы можем	2	7
43	только в	12	7
44	ничего не	2	7
45	или иной	4	6
46	не в	6	6
47	в этой	6	6
48	в свою	2	6
49	в форме	2	6
50	в конце	2	6
51	в нем	4	6
52	так и	5	6
53	в области	2	6
54	слова в	4	5
55	в нашем	3	5
56	и является	2	5
57	не является	3	5
58	а в	13	5
59	и с	3	5
60	же самое	2	5
61	как это	3	5
62	в сознании	4	5
63	точек зрения	2	5
64	одно и	2	5
65	в его	6	5
66	вместе с	2	5
67	в той	2	5
68	можно сказать	5	4
69	к тому	6	4
70	свою очередь	2	4
71	о своей	2	4
72	в качестве	14	4
73	в самом	6	4
74	той или	5	4
75	точка зрения	5	4
76	один из	6	4
77	того что	4	4
78	о том	4	4
79	но в	7	4
80	не существует	3	4
81	если бы	7	4
82	у нас	3	4
83	с появлением	2	4
84	себя в	2	4
85	уже не	8	4
86	самом деле	3	4
87	тем же	2	4
88	в слове	3	4
89	и то	3	4
90	то есть	9	4
91	так сказать	2	4
92	его и	2	3
93	что у	4	3
94	перед нами	5	3
95	это не	3	3
96	не мог	6	3
97	но для	3	3
98	хотя и	4	3
99	в целом	3	3
100	из них	4	3
101	жизни и	6	3
102	заключает в	2	3
103	и вот	2	3
104	лишь в	3	3
105	и даже	2	3
106	их в	3	3
107	сказать что	2	3
108	в начале	3	3
109	та же	2	3
110	т.п и	2	3
111	и все	3	3
112	в одном	4	3
113	но при	3	3
114	об этом	6	3
115	зрения как	2	3
116	том что	7	3
117	еще не	4	3
118	не будет	2	3
119	да и	2	3
120	только на	2	3
121	если не	2	3
122	между ними	2	3
123	и для	2	3
124	роль в	2	3
125	слов в	2	3
126	связи с	2	3
127	художественного высказывания	2	2
128	зависит от	2	2
129	в частности	14	2
130	всех его	2	2
131	человека в	2	2
132	не всегда	3	2
133	в мире	4	2
134	в том	8	2
135	тому же	6	2
136	времени и	9	2
137	для него	4	2
138	до конца	2	2
139	в пределах	2	2
140	за ними	3	2
141	в этих	2	2
142	в первой	2	2
143	о них	3	2
144	в связи	2	2
145	не было	3	2
146	этом отношении	3	2
147	высказывания в	2	2
148	каждый из	2	2
149	также и	3	2
150	мы имеем	3	2
151	в жизни	3	2
152	первобытного человека	2	2
153	для них	2	2
154	однако в	3	2
155	между собой	2	2
156	что он	3	2
157	слово это	2	2
158	представляет собой	8	2
159	но не	4	2
160	по своему	2	2
161	а на	2	2
162	в своей	5	2
163	сих пор	2	2
164	как в	4	2
165	у себя	2	2
166	здесь не	2	2
167	ли не	2	2
168	к чему	3	2
169	и он	6	2
170	к нему	4	2
171	с ним	2	2
172	или в	6	2
173	между двумя	5	2
