N	2gram	Tiupa_Lite_2	Psycholo
1	то что	7	37
2	и в	19	30
3	в том	10	27
4	что в	4	24
5	и что	2	23
6	потому что	2	23
7	том что	7	21
8	для того	2	20
9	как бы	2	19
10	что он	3	17
11	не только	8	16
12	в этом	9	14
13	как раз	2	13
14	то есть	5	13
15	одной стороны	6	12
16	в сущности	3	12
17	вместе с	5	12
18	с одной	7	12
19	может быть	17	11
20	как на	3	11
21	о том	2	10
22	никогда не	3	9
23	с другой	8	9
24	для этого	2	9
25	не может	9	9
26	и то	3	9
27	так как	3	9
28	с тем	2	8
29	не в	4	8
30	а не	20	8
31	при этом	6	8
32	того что	5	8
33	могут быть	2	8
34	в нем	3	7
35	и как	3	7
36	но не	5	7
37	все же	2	7
38	и т	2	7
39	то же	12	7
40	точки зрения	4	7
41	как это	2	7
42	в основе	2	7
43	уже в	2	6
44	как и	10	6
45	в искусстве	4	6
46	и для	3	6
47	но и	10	6
48	и не	11	6
49	жизни и	4	6
50	и его	3	6
51	тем что	4	6
52	на этом	2	6
53	в целом	2	5
54	в этой	3	5
55	еще не	2	5
56	было бы	2	5
57	был бы	2	5
58	один из	4	5
59	другой стороны	4	5
60	в своих	2	5
61	в себе	6	5
62	но в	2	5
63	в результате	2	4
64	в частности	4	4
65	прежде всего	4	4
66	у нас	5	4
67	и к	2	4
68	в ней	4	4
69	в его	4	4
70	в него	2	4
71	в них	2	4
72	а в	3	4
73	из которых	2	4
74	в конце	2	4
75	в виду	2	4
76	у него	2	3
77	хотя бы	2	3
78	состоит в	9	3
79	вовсе не	2	3
80	одно и	2	3
81	для нас	2	3
82	так что	4	3
83	одна из	5	3
84	для него	4	3
85	мы с	3	3
86	тот же	2	3
87	он не	5	3
88	в ее	2	3
89	что и	2	3
90	данном случае	3	3
91	так и	7	3
92	со стороны	3	3
93	в их	3	3
94	так в	5	3
95	и только	2	3
96	этом отношении	3	3
97	из того	2	3
98	но только	2	3
99	героя в	2	3
100	и наконец	2	3
101	тем же	3	3
102	той же	2	3
103	мы не	4	3
104	человека в	4	3
105	и на	6	3
106	в данном	3	3
107	т п	2	3
108	в другом	3	3
109	что нам	2	3
110	в каждой	2	3
111	с этой	2	2
112	же как	2	2
113	себя и	2	2
114	не является	2	2
115	в противоположность	2	2
116	в одном	2	2
117	в каждом	2	2
118	же в	2	2
119	этом случае	2	2
120	до конца	2	2
121	а затем	2	2
122	ли не	4	2
123	по существу	3	2
124	очевидно что	2	2
125	того же	4	2
126	над ним	2	2
127	в образах	2	2
128	нет в	2	2
129	по преимуществу	2	2
130	том чтобы	3	2
131	в качестве	5	2
132	еще в	4	2
133	себе не	2	2
134	себе и	3	2
135	не с	3	2
136	речь в	2	2
137	из них	2	2
138	во всех	3	2
139	и до	2	2
140	по отношению	4	2
141	все равно	2	2
142	в себя	3	2
143	с точки	3	2
144	и даже	8	2
145	и он	3	2
146	в глазах	3	2
147	ничего не	3	2
148	и с	3	2
149	в нашем	2	2
150	даже и	2	2
151	в то	9	2
152	ту же	2	2
153	не знает	2	2
154	произведения искусства	2	2
155	как он	2	2
156	едва ли	4	2
