N	2gram	Propp_Russ_2	Istorich
1	и в	29	25
2	вместе с	6	22
3	и т	5	20
4	т д	5	18
5	представление о	5	17
6	может быть	13	17
7	т е	24	16
8	мы имеем	6	14
9	не только	10	13
10	но и	8	13
11	уже не	4	11
12	так как	13	11
13	все же	2	10
14	в этом	11	10
15	тем что	3	10
16	с другой	2	9
17	его в	8	9
18	таким образом	6	9
19	в виде	4	9
20	с тем	6	8
21	связи с	2	8
22	что в	22	8
23	в воду	9	8
24	этих случаях	4	8
25	том что	22	8
26	еще не	6	8
27	связь с	3	8
28	все эти	3	8
29	и что	5	8
30	и на	6	8
31	в качестве	3	7
32	во время	12	7
33	мы видели	7	7
34	а затем	4	7
35	как и	11	7
36	то что	5	7
37	этом случае	6	7
38	одной стороны	2	7
39	с одной	2	7
40	представлений о	2	7
41	потому что	5	7
42	представляет собой	2	7
43	о том	9	7
44	в этих	3	6
45	это не	5	6
46	прежде всего	2	6
47	что и	2	6
48	как в	7	6
49	не может	5	6
50	не в	4	6
51	не совсем	2	6
52	или в	7	6
53	могут быть	2	6
54	в том	22	6
55	там где	2	6
56	этот обряд	6	6
57	что это	3	5
58	с этим	2	5
59	в образе	2	5
60	показывает что	8	5
61	как мы	3	5
62	для нас	6	5
63	живет в	3	5
64	здесь мы	2	5
65	но не	5	5
66	связано с	2	5
67	в него	2	5
68	в обряде	6	5
69	не будем	3	5
70	так же	4	5
71	мы не	6	5
72	не менее	2	4
73	не всегда	3	4
74	с другими	3	4
75	тем не	2	4
76	в ее	3	4
77	этот обычай	4	4
78	же как	4	4
79	в некоторых	9	4
80	а именно	3	4
81	все это	10	4
82	то же	4	4
83	мы здесь	2	4
84	за ним	3	4
85	в которой	2	4
86	того как	2	4
87	никогда не	2	3
88	и как	2	3
89	представления о	2	3
90	и все	4	3
91	ее и	2	3
92	обряд и	2	3
93	в целях	2	3
94	после того	2	3
95	очень распространен	2	3
96	этого обряда	2	3
97	в этой	3	3
98	в то	2	3
99	также что	2	3
100	того чтобы	6	3
101	и пр	2	3
102	не ясно	2	3
103	на себя	2	3
104	говорится что	4	3
105	представляют собой	7	3
106	в форме	2	3
107	что при	2	3
108	в свете	3	3
109	сюда же	2	3
110	на этом	3	3
111	воду и	2	3
112	для того	6	3
113	к нему	4	3
114	друг друга	3	3
115	а в	9	3
116	в которых	4	3
117	в данном	6	3
118	их в	4	3
119	и с	10	3
120	в европе	2	3
121	что здесь	3	3
122	в таких	3	3
123	но вместе	2	3
124	или же	5	3
125	е в	10	3
126	бросают в	3	3
127	что от	3	2
128	на берег	2	2
129	в дом	8	2
130	видели что	4	2
131	в лесу	10	2
132	связанные с	2	2
133	из нее	2	2
134	на них	4	2
135	тем это	2	2
136	только тогда	3	2
137	тогда когда	4	2
138	к этому	5	2
139	вопрос о	4	2
140	это показывает	3	2
141	здесь имеем	2	2
142	так что	4	2
143	об этом	2	2
144	же в	6	2
145	с этой	2	2
146	царство мертвых	2	2
147	по существу	4	2
148	и при	2	2
149	одна из	11	2
150	очевидно что	2	2
151	а на	9	2
152	на деревьях	2	2
153	в землю	13	2
154	после этого	2	2
155	бросается в	2	2
156	она не	3	2
157	из которых	2	2
158	или на	8	2
159	выше мы	3	2
160	когда они	2	2
161	одним из	2	2
162	мы приведем	2	2
163	должно было	3	2
164	как бы	18	2
165	это время	2	2
166	еще в	2	2
167	это представление	4	2
168	один из	2	2
169	должен быть	2	2
170	как можно	2	2
171	в своей	2	2
172	такие представления	2	2
173	во всех	3	2
174	том чтобы	2	2
175	с ней	5	2
176	ее в	8	2
177	данном случае	7	2
178	говорит о	2	2
179	силу и	2	2
180	совершенно не	2	2
181	будем здесь	2	2
182	и для	2	2
183	не объясняет	3	2
184	в течение	2	2
185	и других	3	2
186	эта связь	2	2
187	а не	4	2
188	того что	3	2
189	и по	3	2
190	этого дерева	2	2
191	в других	15	2
192	так в	2	2
193	образом в	2	2
194	но он	3	2
195	во всем	2	2
196	из них	4	2
197	из воды	5	2
198	на нее	6	2
199	о чем	4	2
