N	2gram	Trubetskoy_1	Tvorches
1	и в	26	20
2	не только	10	13
3	никогда не	5	11
4	как бы	12	11
5	в его	5	10
6	таким образом	22	10
7	в то	4	10
8	и не	8	9
9	прежде всего	2	8
10	в том	11	8
11	при этом	3	8
12	но и	9	8
13	может быть	10	8
14	в этом	15	8
15	и с	10	8
16	представление о	6	7
17	же время	2	7
18	что в	9	7
19	не может	4	7
20	то же	4	7
21	потому что	7	7
22	в конце	6	6
23	что он	4	6
24	так и	6	6
25	все это	6	6
26	именно в	2	6
27	а не	5	6
28	в мире	5	5
29	еще не	2	5
30	но не	8	5
31	все же	6	5
32	и даже	3	5
33	так же	5	5
34	и на	2	5
35	в этой	4	5
36	о том	6	5
37	то есть	4	5
38	за собой	3	4
39	и от	4	4
40	том что	7	4
41	когда он	3	4
42	если не	2	4
43	все эти	6	4
44	не в	2	4
45	а в	4	4
46	и потому	6	4
47	если бы	3	4
48	но в	7	4
49	а с	7	3
50	же как	3	3
51	превращается в	2	3
52	с этой	3	3
53	в образе	2	3
54	к этому	3	3
55	в пользу	2	3
56	отношению к	3	3
57	на западе	3	3
58	так например	2	3
59	для него	3	3
60	одной из	5	3
61	в самом	4	3
62	он не	4	3
63	в котором	4	3
64	один из	2	3
65	в нем	4	3
66	то что	7	3
67	и это	2	3
68	вместе с	15	3
69	сих пор	5	3
70	так как	9	3
71	уже не	3	3
72	одним из	2	3
73	в таком	3	3
74	в которых	4	3
75	в себе	6	3
76	в начале	2	3
77	между тем	2	3
78	до сих	5	3
79	уже в	2	2
80	не менее	3	2
81	с другой	8	2
82	влечет за	2	2
83	по крайней	5	2
84	в одном	3	2
85	во всяком	6	2
86	крайней мере	5	2
87	тому же	5	2
88	так что	3	2
89	этой задачи	2	2
90	как о	3	2
91	и если	3	2
92	но если	2	2
93	всяком случае	6	2
94	к жизни	5	2
95	только для	2	2
96	в процессе	2	2
97	приводит к	2	2
98	и тогда	4	2
99	начиная с	2	2
100	не было	2	2
101	и что	4	2
102	связь с	2	2
103	и у	8	2
104	и наконец	2	2
105	на этот	4	2
106	и по	4	2
107	не должны	2	2
108	особенно в	2	2
109	из этой	2	2
110	с другими	4	2
111	из них	7	2
112	в виде	4	2
113	в которой	3	2
114	и только	4	2
115	только в	4	2
116	этот факт	2	2
117	в россии	2	2
118	из этого	2	2
119	к которому	2	2
