N	2gram	Propp_Isto_3	Vladivir
1	и в	22	30
2	то что	7	20
3	в этом	17	20
4	у него	3	19
5	в том	9	18
6	и не	12	18
7	и с	4	14
8	что он	9	13
9	том что	8	12
10	что в	15	12
11	там же	2	12
12	не только	14	12
13	в его	3	11
14	а в	6	11
15	как мы	8	11
16	сказать что	3	11
17	а также	2	10
18	и даже	2	10
19	не было	2	10
20	не в	4	9
21	было бы	3	9
22	все же	5	9
23	потому что	3	9
24	не может	4	9
25	в то	2	9
26	связи с	6	8
27	в своем	2	8
28	вместе с	9	8
29	но и	12	8
30	в связи	3	8
31	не мог	2	8
32	но в	10	8
33	не менее	5	7
34	никогда не	3	7
35	точки зрения	2	7
36	и все	3	7
37	ни в	2	7
38	может быть	11	7
39	между прочим	3	7
40	для нас	4	7
41	а не	6	7
42	как это	4	7
43	хотя и	2	6
44	к этому	7	6
45	прежде всего	3	6
46	и к	3	6
47	тем не	5	6
48	у нас	4	6
49	то время	2	6
50	только в	4	6
51	всяком случае	2	6
52	во всяком	2	6
53	жизни и	2	6
54	а именно	4	6
55	и его	4	6
56	и то	2	5
57	как и	3	5
58	так что	5	5
59	в дальнейшем	4	5
60	при этом	2	5
61	в котором	2	5
62	так и	2	5
63	с этим	8	5
64	в течение	6	5
65	и что	2	5
66	того что	5	5
67	все эти	4	5
68	так как	7	5
69	после смерти	2	4
70	я не	3	4
71	вовсе не	2	4
72	его в	3	4
73	можно сказать	2	4
74	мы знаем	2	4
75	в этой	5	4
76	в целом	3	4
77	на его	3	4
78	и о	2	4
79	в ней	2	4
80	он не	5	4
81	в нем	9	4
82	то это	2	4
83	в этих	11	4
84	со стороны	3	4
85	то же	6	4
86	и он	2	4
87	так же	3	4
88	той же	2	4
89	и на	4	4
90	но это	3	4
91	мы должны	7	4
92	о том	3	4
93	здесь не	3	4
94	отношение к	4	4
95	всех этих	2	3
96	должен был	3	3
97	в них	6	3
98	из этих	3	3
99	точно так	2	3
100	в свою	4	3
101	что и	9	3
102	да и	2	3
103	и как	3	3
104	но не	7	3
105	он и	3	3
106	в данном	4	3
107	и для	2	3
108	еще более	2	3
109	как в	2	3
110	таким образом	10	3
111	и вот	2	3
112	здесь мы	5	3
113	уже не	7	3
114	в виде	2	3
115	к ней	4	3
116	но он	4	3
117	его на	2	3
118	и это	2	3
119	нет ничего	2	3
120	мы сейчас	2	3
121	а он	5	2
122	в русском	2	2
123	к нему	5	2
124	в самых	2	2
125	здесь можно	6	2
126	с тем	2	2
127	и есть	2	2
128	но по	3	2
129	очень много	2	2
130	он на	2	2
131	него и	2	2
132	это не	6	2
133	и от	3	2
134	себе в	2	2
135	если не	2	2
136	на все	2	2
137	мы видели	13	2
138	к тому	3	2
139	уже давно	2	2
140	он все	3	2
141	увидим ниже	3	2
142	же в	2	2
143	друг друга	6	2
144	на этом	4	2
145	возможно что	6	2
146	а то	2	2
147	есть и	5	2
148	но тем	2	2
149	после того	2	2
150	она не	4	2
151	мы уже	6	2
152	себе и	2	2
153	не могла	2	2
154	с очень	2	2
155	в частности	5	2
156	и потому	2	2
157	не вполне	6	2
158	время как	2	2
159	даже в	2	2
160	не имеет	2	2
161	с ней	6	2
162	его и	4	2
163	данном случае	3	2
164	который был	2	2
165	но все	2	2
166	и она	3	2
167	а мы	3	2
168	что не	2	2
169	в чем	3	2
170	его не	3	2
171	во многих	2	2
172	нет никаких	2	2
173	в работе	2	2
174	их в	3	2
175	как будто	2	2
176	или по	5	2
177	ничего не	6	2
