N	2gram	Vygotskiy__1	RusskieA
1	и в	31	36
2	не только	13	22
3	что в	23	19
4	том что	16	19
5	в том	30	17
6	т е	3	17
7	но и	2	16
8	так как	18	15
9	и другие	4	13
10	в этом	12	12
11	как мы	2	10
12	как и	16	10
13	и т	26	10
14	вместе с	8	10
15	потому что	10	10
16	т д	8	9
17	а в	6	9
18	с тем	3	8
19	состоит в	3	8
20	у нас	4	8
21	мы увидим	4	8
22	из них	2	8
23	может быть	22	8
24	один из	4	8
25	и по	3	8
26	о том	7	8
27	как это	4	8
28	что они	2	7
29	что и	13	7
30	так и	3	7
31	и других	3	7
32	между тем	4	7
33	и не	16	6
34	для нас	5	6
35	при этом	19	6
36	в них	2	6
37	уже не	2	6
38	таким образом	20	6
39	мы не	12	6
40	все это	8	6
41	то что	32	6
42	будто бы	2	6
43	показывает что	5	5
44	все же	5	5
45	как будто	5	5
46	как бы	5	5
47	и у	4	5
48	в которых	3	5
49	одно из	2	5
50	как в	9	5
51	там же	2	5
52	тому что	4	4
53	из этих	6	4
54	к этому	4	4
55	к тому	4	4
56	что на	3	4
57	по существу	4	4
58	представляет собой	2	4
59	одна из	4	4
60	и их	2	4
61	с в	3	4
62	не может	17	4
63	в связи	2	4
64	мы имеем	4	4
65	и что	8	4
66	того что	10	4
67	но это	3	4
68	только в	14	4
69	в русском	2	4
70	что по	3	4
71	слова в	3	3
72	не менее	2	3
73	к жизни	2	3
74	о чем	2	3
75	что это	6	3
76	по этому	2	3
77	в этих	4	3
78	в качестве	2	3
79	в своем	3	3
80	он же	2	3
81	в одном	2	3
82	представление о	3	3
83	и к	3	3
84	тем не	2	3
85	совпадают с	2	3
86	не можем	3	3
87	и другой	3	3
88	несмотря на	5	3
89	только на	3	3
90	к ним	2	3
91	в настоящее	2	3
92	приводит к	2	3
93	то же	5	3
94	она в	2	3
95	с точки	2	3
96	так же	12	3
97	ничего не	2	3
98	их в	2	3
99	точки зрения	15	3
100	как например	2	3
101	настоящее время	2	3
102	то есть	26	3
103	далеко не	2	3
104	этого слова	4	3
105	то на	2	3
106	в области	11	3
107	не было	3	2
108	в изучении	2	2
109	независимо от	2	2
110	в частности	3	2
111	могут быть	11	2
112	в разные	2	2
113	но даже	2	2
114	его и	3	2
115	что у	3	2
116	не означает	2	2
117	та же	3	2
118	с этим	3	2
119	и потому	2	2
120	в каждом	3	2
121	главным образом	2	2
122	в нем	2	2
123	у него	4	2
124	в жизни	2	2
125	так что	5	2
126	и как	2	2
127	мы видим	5	2
128	в силу	3	2
129	такой же	2	2
130	но не	3	2
131	но что	2	2
132	до конца	6	2
133	это имеет	2	2
134	она не	5	2
135	означает что	2	2
136	отнюдь не	6	2
137	когда он	2	2
138	например в	3	2
139	имеет место	2	2
140	том же	2	2
141	как они	2	2
142	в его	6	2
143	подойти к	2	2
144	и с	2	2
145	в целом	5	2
146	что она	6	2
147	разница между	3	2
148	этому поводу	2	2
149	в какой	5	2
150	на самом	2	2
151	а не	13	2
152	и для	5	2
153	и другими	3	2
154	с ним	2	2
155	в своих	4	2
156	мы можем	4	2
157	хотя и	3	2
158	должна была	2	2
159	себя и	2	2
160	и здесь	2	2
161	но в	3	2
162	как он	2	2
163	там где	4	2
164	и поэтому	2	2
165	сходство с	2	2
