N	2gram	Losev_Vlad_3	Tvorches
1	и в	40	21
2	как бы	3	17
3	в то	7	15
4	в его	14	13
5	то же	4	13
6	что в	17	12
7	как и	7	12
8	же время	2	12
9	то есть	24	12
10	с его	2	11
11	том что	18	11
12	он не	8	8
13	то что	28	8
14	во многом	2	7
15	у него	24	7
16	в том	18	7
17	тем самым	2	7
18	при этом	3	7
19	не только	25	7
20	и не	25	7
21	в году	10	7
22	и на	6	7
23	но в	4	7
24	он сам	2	6
25	что он	5	6
26	и все	4	6
27	не менее	9	6
28	для него	8	6
29	в котором	4	6
30	а в	7	6
31	и его	10	6
32	в этом	16	6
33	xix века	6	6
34	о том	11	6
35	отнюдь не	5	5
36	м с	2	5
37	вовсе не	13	5
38	а не	8	5
39	но это	6	5
40	может быть	8	5
41	в этой	8	5
42	все же	4	5
43	таким образом	11	5
44	хотя бы	6	5
45	в своих	7	5
46	потому что	11	5
47	только в	13	5
48	в своем	8	4
49	человека и	3	4
50	прежде всего	10	4
51	в мире	2	4
52	и как	7	4
53	в целом	2	4
54	одной из	2	4
55	не имеют	2	4
56	в своей	9	4
57	не может	14	4
58	это не	3	4
59	и от	6	4
60	в основном	4	4
61	не существует	2	3
62	уже в	3	3
63	в книге	2	3
64	никогда не	11	3
65	с другой	5	3
66	что все	7	3
67	я не	3	3
68	не был	8	3
69	говорит о	4	3
70	в дальнейшем	4	3
71	но не	4	3
72	в самом	4	3
73	он ни	2	3
74	но если	5	3
75	даже в	4	3
76	в нем	3	3
77	но и	18	3
78	ее в	3	3
79	в их	2	3
80	который в	2	3
81	уже не	9	3
82	по мнению	4	3
83	на самом	3	3
84	там же	7	3
85	того что	7	3
86	и даже	6	3
87	не так	3	3
88	и по	2	3
89	так же	8	3
90	в которой	2	3
91	и с	9	3
92	хотя и	7	3
93	в виде	13	3
94	в россии	3	3
95	о свободе	2	3
96	далеко не	3	3
97	дело в	5	3
98	так как	7	3
99	ни на	2	3
100	такой же	4	2
101	перед нами	3	2
102	на эти	2	2
103	и красота	2	2
104	в этих	2	2
105	в качестве	3	2
106	в настоящем	2	2
107	спб с	2	2
108	т ii	2	2
109	к добру	2	2
110	не столько	3	2
111	точно так	4	2
112	в жизни	2	2
113	так вот	2	2
114	к этому	2	2
115	в с	2	2
116	согласии с	2	2
117	есть не	2	2
118	вот в	2	2
119	что и	7	2
120	свободе воли	2	2
121	в в	2	2
122	что его	2	2
123	об этом	6	2
124	так что	14	2
125	не в	3	2
126	то в	6	2
127	в глаза	4	2
128	того же	2	2
129	не нужно	2	2
130	году в	3	2
131	до конца	4	2
132	в нашей	2	2
133	из них	2	2
134	к тому	7	2
135	только на	5	2
136	по преимуществу	2	2
137	в ней	5	2
138	же и	2	2
139	живой жизни	2	2
140	был бы	3	2
141	здесь нет	2	2
142	и тем	3	2
143	тем не	10	2
144	в духе	3	2
145	не будет	6	2
146	еще в	5	2
147	и против	3	2
148	вместе с	7	2
149	данном случае	2	2
150	так и	6	2
151	в отличие	3	2
152	именно в	3	2
153	мы находим	2	2
154	что она	2	2
155	вопросы философии	2	2
156	но только	2	2
157	на первом	3	2
158	в одно	2	2
159	не мог	6	2
160	№ с	6	2
161	и у	3	2
162	и наконец	2	2
163	и притом	3	2
164	только что	2	2
165	отличие от	3	2
166	же с	7	2
167	свидетельствует о	2	2
168	сказать что	12	2
169	больше чем	2	2
170	это время	2	2
171	в данном	5	2
172	в себе	9	2
173	первом плане	3	2
174	при помощи	4	2
175	можно не	2	2
176	настоящее время	3	2
177	в чем	3	2
178	с каким	3	2
179	нет ни	2	2
180	значит что	6	2
181	в виду	3	2
