N	2gram	Propp_Isto_1	FransuaR
1	и в	28	49
2	прежде всего	10	19
3	в его	5	18
4	не только	12	17
5	и его	3	17
6	и на	4	17
7	и не	9	15
8	в этом	8	15
9	только в	11	13
10	но и	10	13
11	в эпоху	2	13
12	во время	3	12
13	как и	4	11
14	как бы	2	11
15	вовсе не	2	10
16	в этой	6	10
17	все это	4	9
18	для него	2	9
19	и др	7	9
20	в нем	2	9
21	все же	10	7
22	один из	4	7
23	не может	15	7
24	таким образом	8	7
25	то же	12	7
26	все эти	4	7
27	как мы	3	7
28	именно в	3	6
29	то что	9	6
30	здесь в	2	6
31	во всех	2	6
32	так и	9	6
33	сказать что	5	6
34	и с	4	6
35	в то	3	6
36	так как	6	6
37	никогда не	14	5
38	в своем	5	5
39	в начале	3	5
40	но не	5	5
41	при этом	3	5
42	тот же	2	5
43	может быть	25	5
44	в основном	2	5
45	и потому	2	5
46	относится к	2	5
47	в особенности	2	5
48	с другой	6	4
49	в себе	2	4
50	том что	7	4
51	но все	4	4
52	этот момент	2	4
53	одна из	2	4
54	в этих	7	4
55	сих пор	5	4
56	до сих	5	4
57	в форме	3	4
58	отношения к	2	4
59	а в	7	4
60	в области	2	4
61	тем что	3	4
62	там где	4	4
63	с ним	2	4
64	но в	8	4
65	но они	2	3
66	в книге	3	3
67	всех этих	2	3
68	с одной	4	3
69	превращается в	4	3
70	другими словами	4	3
71	в одном	5	3
72	что он	10	3
73	в ее	2	3
74	в том	9	3
75	а затем	2	3
76	во всем	3	3
77	большей или	2	3
78	не дает	2	3
79	одной стороны	4	3
80	было бы	7	3
81	из них	3	3
82	даже в	4	3
83	точка зрения	2	3
84	мы видели	2	3
85	образов и	2	3
86	связь с	4	3
87	другой стороны	5	3
88	и вот	2	3
89	только с	2	3
90	можно было	5	3
91	или меньшей	2	3
92	так в	4	3
93	также и	3	3
94	их в	5	3
95	о том	9	3
96	связи с	4	2
97	что в	12	2
98	могут быть	4	2
99	мы еще	3	2
100	в качестве	5	2
101	точку зрения	3	2
102	никто не	2	2
103	вследствие этого	2	2
104	на то	4	2
105	xix века	2	2
106	в тех	2	2
107	там же	2	2
108	в целях	3	2
109	и эти	3	2
110	по существу	5	2
111	в дальнейшем	5	2
112	но это	4	2
113	что они	5	2
114	здесь же	2	2
115	связанные с	2	2
116	так например	6	2
117	связано с	2	2
118	ничего не	2	2
119	мы здесь	3	2
120	в пределах	4	2
121	еще не	7	2
122	и другие	4	2
123	очень много	3	2
124	одним из	2	2
125	в ней	7	2
126	в обряде	3	2
127	еще в	2	2
128	эти формы	3	2
129	вместе с	6	2
130	ее в	5	2
131	в ту	2	2
132	в их	3	2
133	должен был	3	2
134	в связи	4	2
135	того как	3	2
136	ключ к	3	2
137	именно на	2	2
138	и даже	4	2
139	так же	7	2
140	на основе	5	2
141	одной из	2	2
142	в другом	3	2
143	мы должны	13	2
144	на эту	3	2
145	здесь не	4	2
