N	2gram	Tiupa_Lite_1	Problemy
1	и в	8	34
2	и не	12	29
3	как бы	7	27
4	что он	5	23
5	в его	7	22
6	может быть	13	19
7	в нем	2	19
8	не может	5	19
9	о себе	4	18
10	как и	6	18
11	к себе	3	17
12	но в	3	16
13	и его	4	16
14	в этом	12	16
15	прежде всего	11	15
16	что я	2	15
17	то же	5	14
18	самом деле	2	13
19	для него	2	13
20	у достоевского	2	13
21	но и	17	12
22	же время	5	12
23	потому что	3	12
24	в то	5	12
25	в сущности	2	11
26	то что	10	11
27	не только	24	10
28	не в	8	9
29	самим собою	2	9
30	а не	16	9
31	никогда не	4	8
32	в самом	3	8
33	точки зрения	6	8
34	в другом	2	8
35	я не	7	7
36	что в	3	7
37	и даже	3	7
38	все же	4	7
39	что не	2	7
40	как будто	2	7
41	в пределах	3	6
42	от себя	2	6
43	самим собой	2	6
44	с его	5	6
45	для себя	5	6
46	отношению к	2	6
47	так и	4	6
48	в себе	7	6
49	только в	8	6
50	это не	4	5
51	в конце	4	5
52	к тому	2	5
53	того что	6	5
54	и сам	6	5
55	всяком случае	2	5
56	в целом	8	5
57	из них	4	5
58	по отношению	3	5
59	таким образом	3	5
60	не мог	3	5
61	лишь в	4	5
62	а в	3	5
63	он и	3	5
64	даже в	2	5
65	хотя бы	2	5
66	в слове	2	5
67	во всяком	3	5
68	с другой	3	4
69	да и	3	4
70	из его	2	4
71	на этом	2	4
72	у него	3	4
73	при этом	19	4
74	все эти	2	4
75	его в	3	4
76	как раз	4	4
77	но не	4	4
78	еще не	4	4
79	как в	5	4
80	только на	2	4
81	и прежде	3	4
82	в мире	2	4
83	с точки	2	4
84	тем что	2	4
85	я в	5	4
86	не менее	7	3
87	уже в	5	3
88	для этого	4	3
89	в том	16	3
90	что его	3	3
91	в виду	3	3
92	жизни и	3	3
93	это как	2	3
94	нуждается в	3	3
95	как он	2	3
96	с миром	4	3
97	этого не	2	3
98	не как	4	3
99	раз и	2	3
100	чужого сознания	4	3
101	том что	14	3
102	между тем	2	3
103	еще в	4	3
104	в своей	4	3
105	сводится к	3	3
106	и то	2	3
107	далеко не	3	3
108	не было	3	2
109	в душе	3	2
110	обращаясь к	2	2
111	это уже	2	2
112	столь же	4	2
113	с этой	5	2
114	та же	2	2
115	или иной	2	2
116	тем не	2	2
117	например в	3	2
118	что такое	2	2
119	при всей	3	2
120	на другого	2	2
121	же и	3	2
122	не является	2	2
123	один из	3	2
124	друг друга	4	2
125	в своем	11	2
126	и только	2	2
127	для вас	2	2
128	самого себя	3	2
129	о том	2	2
130	я и	7	2
131	а как	2	2
132	обращается к	2	2
133	отнюдь не	2	2
134	однако в	2	2
135	своего героя	2	2
136	в жизни	6	2
137	и того	2	2
138	того же	2	2
139	было бы	2	2
140	за пределы	2	2
141	своего рода	11	2
142	в отличие	5	2
143	бы не	3	2
144	тому же	2	2
145	другого в	3	2
146	уже не	7	2
147	той же	3	2
148	тому как	2	2
149	а вы	2	2
150	подобно тому	2	2
151	отличие от	5	2
