N	2gram	Bakhtin_Pr_1	NovoeSre
1	а не	22	17
2	не может	12	16
3	и в	29	16
4	нового времени	3	12
5	и не	31	11
6	и есть	2	10
7	что в	8	9
8	жизни и	2	8
9	как не	8	8
10	он не	5	8
11	в том	8	8
12	как и	12	7
13	в этом	22	7
14	может быть	24	7
15	с его	9	6
16	никогда не	3	6
17	не знает	3	6
18	не в	7	6
19	но это	4	6
20	ни в	3	6
21	воля к	2	6
22	в нем	19	5
23	все это	6	5
24	в жизни	2	5
25	и к	2	5
26	в ней	2	5
27	не только	15	5
28	то что	15	4
29	перестает быть	4	4
30	в них	3	4
31	это не	9	4
32	не во	3	4
33	не было	4	4
34	и для	4	4
35	должно быть	4	4
36	потому что	8	4
37	прежде всего	7	4
38	и потому	6	4
39	жизни не	2	3
40	но и	14	3
41	не есть	2	3
42	должна быть	5	3
43	в своей	8	3
44	в истории	2	3
45	с другой	3	3
46	вопрос о	2	3
47	в духе	3	3
48	и пр	3	3
49	в мире	6	3
50	в основе	4	3
51	подобно тому	3	3
52	конечно не	2	3
53	как в	6	3
54	она не	7	3
55	еще не	5	3
56	тому как	3	3
57	в россии	2	3
58	за пределы	7	3
59	сказать что	3	3
60	не значит	4	3
61	я не	3	2
62	все время	2	2
63	у него	5	2
64	бытия в	3	2
65	так и	7	2
66	что она	6	2
67	мысли и	5	2
68	другой стороны	3	2
69	и от	2	2
70	мир и	5	2
71	а в	7	2
72	к более	2	2
73	этом смысле	10	2
74	все эти	9	2
75	этот мир	3	2
76	уже не	13	2
77	нового типа	2	2
78	и даже	2	2
79	хотя бы	2	2
80	но не	9	2
81	так же	6	2
82	по существу	3	2
83	это и	5	2
84	том что	7	2
85	в смысле	2	2
86	можно было	2	2
87	одна из	3	2
88	и с	4	2
89	и что	2	2
90	могут быть	6	2
91	с этим	2	2
92	и на	7	2
93	в себе	7	2
94	с их	5	2
95	в то	10	2
96	как будто	3	2
97	и это	5	2
98	мира и	7	2
99	мысли в	2	2
100	но в	7	2
