N	3gram	Vygotskiy__1	Myslijsy
1	более или менее	2	8
2	во всяком случае	6	7
3	в том что	9	7
4	тем не менее	2	5
5	не было бы	2	4
6	в то время	5	4
7	до сих пор	3	4
8	подобно тому как	5	4
9	не в состоянии	3	4
10	от того что	2	4
11	мы не можем	2	3
12	на то что	8	3
13	и т д	8	3
14	с одной стороны	5	3
15	то время как	5	3
16	по себе не	2	3
17	смысле этого слова	2	3
18	и т п	15	3
19	само по себе	5	2
20	с таким образом	8	2
21	не в том	5	2
22	так и в	2	2
23	в этом смысле	2	2
24	в таком случае	2	2
25	не может быть	8	2
26	сама по себе	2	2
27	с другой стороны	5	2
28	для того чтобы	5	2
29	только тогда когда	4	2
30	на самом деле	2	2
