N	2gram	Losev_Dial_4	Istorich
1	и в	15	24
2	что он	7	21
3	не только	8	21
4	и т	17	17
5	т е	46	16
6	т д	15	16
7	может быть	17	14
8	не может	11	14
9	что в	7	13
10	мы имеем	5	12
11	как в	3	12
12	в этом	11	12
13	но и	4	11
14	это не	12	10
15	том что	10	10
16	и что	9	10
17	мы видим	4	10
18	не в	8	9
19	все же	2	9
20	о том	5	9
21	потому что	10	9
22	показывает что	2	8
23	еще не	4	8
24	что и	6	8
25	все это	9	8
26	другой стороны	2	8
27	то же	9	8
28	а не	18	8
29	или в	7	8
30	так как	14	8
31	один из	4	7
32	в том	11	7
33	во всех	2	7
34	то что	16	7
35	вместе с	2	7
36	что здесь	3	7
37	таким образом	5	7
38	тем что	2	6
39	с этой	2	6
40	об этом	3	6
41	как и	7	6
42	так же	4	6
43	в нем	5	6
44	а именно	6	6
45	и все	11	6
46	того что	13	6
47	только в	7	6
48	что это	13	6
49	не менее	2	5
50	тот кто	2	5
51	так и	5	5
52	что она	5	5
53	в чем	8	5
54	с ним	3	5
55	ничего не	17	5
56	но в	3	5
57	никогда не	2	4
58	не всегда	3	4
59	вовсе не	6	4
60	тем не	2	4
61	но все	2	4
62	при этом	2	4
63	есть и	3	4
64	одной из	2	4
65	мы уже	3	4
66	как бы	14	4
67	в их	3	4
68	то и	2	4
69	и не	30	4
70	совершенно ясно	2	4
71	не имеет	14	4
72	мы не	9	4
73	точки зрения	14	4
74	в данном	3	4
75	мы должны	4	4
76	мы можем	3	4
77	с его	5	3
78	в качестве	2	3
79	в них	2	3
80	но они	2	3
81	тогда когда	5	3
82	представление о	2	3
83	вопрос о	2	3
84	на то	5	3
85	видим что	4	3
86	так что	6	3
87	что они	4	3
88	кроме того	2	3
89	и если	3	3
90	себе и	2	3
91	при помощи	3	3
92	когда он	3	3
93	ее в	2	3
94	в свете	5	3
95	этой точки	2	3
96	выше в	2	3
97	она в	3	3
98	должны быть	4	3
99	и наконец	3	3
100	и даже	6	3
101	и по	2	3
102	и его	7	3
103	но это	4	3
104	хотя и	6	3
105	из этих	2	3
106	от него	3	3
107	что мы	7	3
108	того как	2	3
109	тоже не	2	3
110	как только	5	2
111	перед нами	6	2
112	не будет	2	2
113	в мифе	6	2
114	для нее	2	2
115	думать что	2	2
116	та же	3	2
117	и так	2	2
118	же что	3	2
119	лежит в	3	2
120	только после	2	2
121	к этому	3	2
122	прежде всего	11	2
123	не могут	2	2
124	в одну	3	2
125	и ее	8	2
126	в целях	2	2
127	в то	6	2
128	ни в	8	2
129	в ее	2	2
130	без всякого	2	2
131	говорит о	3	2
132	это значит	8	2
133	в силу	4	2
134	только о	3	2
135	и нет	3	2
136	есть еще	2	2
137	она не	4	2
138	было бы	9	2
139	когда она	3	2
140	в самом	2	2
141	и о	8	2
142	ни с	4	2
143	но для	2	2
144	и когда	2	2
145	в котором	2	2
146	тем более	6	2
147	и тем	6	2
148	другими словами	5	2
149	со стороны	3	2
150	оказывается что	4	2
151	не по	2	2
152	точно так	2	2
153	уже не	9	2
154	в особенности	4	2
155	не просто	7	2
156	имеется в	3	2
157	это как	2	2
158	что не	3	2
159	что такое	5	2
160	в которой	2	2
161	как это	2	2
162	что по	2	2
163	что этот	2	2
164	очень много	2	2
165	сказать что	6	2
166	в основе	10	2
167	из них	2	2
168	с этим	3	2
169	известно что	3	2
170	и на	5	2
171	во всем	2	2
172	об этой	2	2
173	и другое	2	2
174	в один	3	2
175	все эти	3	2
176	и это	8	2
177	конечно не	2	2
178	а если	3	2
179	е в	2	2
