N	2gram	Vygotskiy__4	VerxiiNi
1	и в	20	26
2	таким образом	25	22
3	с тем	6	18
4	вместе с	8	15
5	в этом	24	15
6	точки зрения	24	13
7	как бы	7	12
8	в том	42	11
9	может быть	12	10
10	не только	15	10
11	и с	4	10
12	из этих	2	10
13	связи с	3	9
14	что в	19	9
15	но и	9	9
16	в области	4	9
17	так как	10	9
18	с другой	12	8
19	но не	3	8
20	и не	8	8
21	и у	2	8
22	том что	35	7
23	одной стороны	9	7
24	из них	4	7
25	к нему	2	7
26	то что	15	7
27	а с	2	7
28	с одной	9	7
29	потому что	12	7
30	но в	3	7
31	к тому	6	6
32	того же	9	6
33	всяком случае	3	6
34	что и	9	6
35	все же	5	6
36	так и	5	6
37	в отношении	10	6
38	все эти	5	6
39	с точки	11	6
40	во всяком	4	6
41	в себе	10	6
42	мы должны	11	6
43	и т.д	2	6
44	о том	5	6
45	том числе	2	5
46	и к	5	5
47	тому же	6	5
48	одной из	3	5
49	друг с	7	5
50	в его	11	5
51	никогда не	5	5
52	с другом	7	5
53	так же	11	5
54	а не	7	5
55	того чтобы	7	5
56	для того	5	5
57	не имеет	2	5
58	в силу	6	5
59	и для	4	5
60	в этих	3	4
61	и от	3	4
62	что все	3	4
63	что он	6	4
64	в нем	2	4
65	числе и	2	4
66	в смысле	4	4
67	в самом	6	4
68	целый ряд	5	4
69	не может	6	4
70	и только	4	4
71	а в	2	4
72	то же	16	4
73	что оно	4	4
74	и что	8	4
75	и тогда	2	4
76	на этот	3	4
77	в виде	3	4
78	только в	10	4
79	в этой	3	4
80	далеко не	2	4
81	не менее	3	3
82	же как	6	3
83	и другие	9	3
84	что это	2	3
85	если бы	5	3
86	точно так	3	3
87	к этому	4	3
88	ясно что	2	3
89	для него	2	3
90	так что	3	3
91	и как	9	3
92	и при	4	3
93	представляет собой	3	3
94	в своем	4	3
95	в качестве	21	3
96	случае не	2	3
97	когда он	3	3
98	в связи	3	3
99	при этом	12	3
100	того что	10	3
101	в которой	3	3
102	и те	4	3
103	в таком	2	3
104	с этой	4	3
105	в результате	8	3
106	что эти	2	3
107	уже в	6	2
108	не могут	3	2
109	только не	5	2
110	именно в	3	2
111	состоит в	4	2
112	к которым	2	2
113	связана с	2	2
114	сравнению с	3	2
115	те и	9	2
116	тогда когда	8	2
117	на все	3	2
118	прежде всего	2	2
119	в свою	2	2
120	на то	5	2
121	а также	2	2
122	и здесь	2	2
123	к одной	3	2
124	по существу	3	2
125	мы видели	6	2
126	в начале	2	2
127	по своему	4	2
128	том виде	2	2
129	и другой	3	2
130	что мы	7	2
131	тот же	9	2
132	еще не	2	2
133	со всеми	3	2
134	выступает в	5	2
135	вслед за	2	2
136	и является	3	2
137	но вместе	2	2
138	один из	3	2
139	и сами	2	2
140	в процессе	27	2
141	приводит к	3	2
142	только что	4	2
143	отличается от	2	2
144	если не	2	2
145	этом отношении	7	2
146	те же	6	2
147	мы имеем	2	2
148	этой точки	4	2
149	между этими	2	2
150	одним из	2	2
151	виде в	2	2
152	друг на	5	2
153	и на	6	2
154	сказать что	6	2
155	не в	4	2
156	мы можем	5	2
157	на друга	5	2
158	по своей	6	2
159	по сравнению	4	2
160	ничего общего	3	2
161	же самое	7	2
162	и это	2	2
163	которые в	4	2
164	этими двумя	2	2
165	к которому	3	2
166	между тем	9	2
167	в виду	3	2
168	из него	2	2
