N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	29
2	то есть	9	21
3	таким образом	2	20
4	и не	12	16
5	и все	3	13
6	в этой	9	13
7	как и	14	12
8	и т.п	8	12
9	но в	6	12
10	так и	15	11
11	и на	6	11
12	в этом	18	11
13	то же	4	10
14	как мы	3	10
15	в то	2	10
16	не только	16	10
17	вовсе не	2	9
18	в конце	4	9
19	но и	12	9
20	его в	2	9
21	же время	2	8
22	прежде всего	3	8
23	в его	2	8
24	и его	4	8
25	как бы	10	8
26	так же	2	7
27	в том	12	7
28	из них	3	6
29	здесь в	2	6
30	в сущности	4	6
31	своего рода	12	6
32	у него	4	5
33	того же	4	5
34	в своей	2	5
35	и до	2	5
36	сказать что	2	5
37	он и	2	5
38	в нашем	3	4
39	еще не	2	4
40	один из	2	4
41	то что	7	4
42	все это	4	4
43	и одновременно	3	4
44	с другой	6	4
45	в результате	3	4
46	тем что	3	4
47	точки зрения	4	4
48	тому как	3	3
49	в частности	16	3
50	в качестве	11	3
51	в своем	4	3
52	превращается в	2	3
53	с ее	2	3
54	а затем	2	3
55	том что	12	3
56	ведь это	2	3
57	и сам	3	3
58	того что	2	3
59	той же	2	3
60	и их	2	3
61	по преимуществу	4	3
62	он не	2	3
63	этой системе	2	3
64	другой стороны	2	3
65	при этом	10	3
66	и за	3	3
67	и даже	9	3
68	особенно в	7	3
69	роль в	2	3
70	с ними	3	3
71	однако ж	2	3
72	не случайно	8	3
73	подобно тому	3	3
74	в себе	7	3
75	в эту	3	3
76	место в	3	2
77	и второй	2	2
78	уже и	2	2
79	к этому	2	2
80	в этих	2	2
81	а как	2	2
82	к тому	7	2
83	и к	5	2
84	одной из	3	2
85	о его	4	2
86	он был	2	2
87	соответствии с	2	2
88	есть в	3	2
89	именно в	3	2
90	на этом	4	2
91	но не	4	2
92	перед лицом	2	2
93	о своей	2	2
94	в себя	4	2
95	одной стороны	4	2
96	не может	4	2
97	о чем	2	2
98	этой сцены	2	2
99	на его	3	2
100	может быть	6	2
101	хотя и	4	2
102	никогда не	3	2
103	уже не	4	2
104	а также	7	2
105	в котором	2	2
106	со стороны	3	2
107	на котором	2	2
108	и для	2	2
109	на этой	2	2
110	себя в	2	2
111	ни с	2	2
112	в словах	3	2
113	как в	4	2
114	в их	3	2
115	как раз	4	2
116	с одной	5	2
117	во второй	4	2
118	в игре	7	2
119	с точки	2	2
120	не столько	3	2
121	или в	3	2
122	не мог	3	2
123	и то	3	2
124	этого рода	2	2
125	в споре	2	2
126	как будто	3	2
127	только в	4	2
128	в один	4	2
129	о том	7	2
130	в эпизоде	10	2
131	с ним	2	2
132	же не	2	2
