N	2gram	Vygotskiy__1	Stilisti
1	и в	31	42
2	как бы	5	27
3	не только	13	27
4	прежде всего	4	22
5	но и	2	15
6	то же	5	15
7	и не	16	14
8	может быть	22	12
9	не может	17	12
10	точки зрения	15	11
11	как и	16	11
12	и как	2	10
13	что мы	8	10
14	отнюдь не	6	10
15	как мы	2	10
16	в этом	12	10
17	при этом	19	9
18	в то	5	9
19	то что	32	9
20	для того	6	9
21	мы не	12	9
22	все же	5	8
23	таким образом	20	8
24	с тем	3	8
25	что же	2	8
26	тем самым	2	8
27	в себе	4	8
28	и это	3	8
29	никогда не	8	7
30	зависимости от	6	7
31	и от	2	7
32	и тем	2	7
33	потому что	10	7
34	так как	18	7
35	в зависимости	5	7
36	было бы	6	7
37	а не	13	7
38	того чтобы	7	7
39	и его	7	7
40	мы можем	4	7
41	только в	14	7
42	в которой	4	7
43	ничего не	2	7
44	точку зрения	3	6
45	не в	11	6
46	в этой	3	6
47	в конце	3	6
48	когда мы	3	6
49	и так	4	6
50	в нем	2	6
51	в процессе	5	6
52	так и	3	6
53	или как	2	6
54	в области	11	6
55	слова в	3	5
56	уже в	3	5
57	независимо от	2	5
58	тому что	4	5
59	и той	3	5
60	и следовательно	2	5
61	не является	5	5
62	мы видели	2	5
63	и их	2	5
64	те же	4	5
65	а в	6	5
66	и с	2	5
67	же самое	2	5
68	как это	4	5
69	в сознании	2	5
70	точек зрения	3	5
71	мы никогда	4	5
72	в его	6	5
73	вместе с	8	5
74	с точки	2	5
75	той же	3	5
76	все время	4	4
77	что это	6	4
78	и без	2	4
79	в каждом	3	4
80	к тому	4	4
81	художественного творчества	6	4
82	в качестве	2	4
83	в самом	11	4
84	точка зрения	4	4
85	один из	4	4
86	все это	8	4
87	того что	10	4
88	речь и	2	4
89	так же	12	4
90	в обществе	3	4
91	о том	7	4
92	его в	2	4
93	бы в	2	4
94	но в	3	4
95	не существует	2	4
96	если бы	6	4
97	и к	3	4
98	у нас	4	4
99	мы видим	5	4
100	человека не	3	4
101	не знаем	2	4
102	ту или	2	4
103	мы увидим	4	4
104	если мы	12	4
105	уже не	2	4
106	самом деле	9	4
107	тем же	3	4
108	в слове	3	4
109	и то	2	4
110	то есть	26	4
111	на это	2	4
112	или иное	2	3
113	его и	3	3
114	что у	3	3
115	главным образом	2	3
116	для нас	5	3
117	которое может	2	3
118	но что	2	3
119	хотя и	3	3
120	что всякое	5	3
121	в котором	4	3
122	представить себе	3	3
123	в целом	5	3
124	из них	2	3
125	жизни и	3	3
126	от того	3	3
127	что оно	3	3
128	и вот	3	3
129	и даже	6	3
130	нуждается в	3	3
131	их в	2	3
132	сказать что	7	3
133	и здесь	2	3
134	та же	3	3
135	в виду	4	3
136	видели что	2	3
137	бы мы	2	3
138	и все	5	3
139	в одном	2	3
140	этого слова	4	3
141	в ее	5	3
142	том что	16	3
143	тех или	2	3
144	что и	13	3
145	не будет	3	3
146	только на	3	3
147	на самом	2	3
148	что такое	2	3
149	и для	5	3
150	то или	2	3
151	роль в	3	3
152	может показаться	2	3
153	конце концов	3	3
154	может стать	3	3
155	и поэтому	2	3
156	бы и	2	2
157	в частности	3	2
158	но даже	2	2
159	в какой	5	2
160	человека и	2	2
161	не всегда	2	2
162	вопрос о	3	2
163	нам придется	2	2
164	легче всего	3	2
165	в том	30	2
166	тому же	3	2
167	но это	3	2
168	очевидно что	6	2
169	до конца	6	2
170	несмотря на	5	2
171	в него	2	2
172	на эти	2	2
173	подойти к	2	2
174	но мы	3	2
175	в этих	4	2
176	отношение к	2	2
177	целый ряд	6	2
178	в нас	2	2
179	как например	2	2
180	в связи	2	2
181	не было	3	2
182	этом отношении	2	2
183	его не	2	2
184	в которых	3	2
185	в своих	4	2
186	же самая	2	2
187	все то	3	2
188	что эти	3	2
189	нуждаются в	3	2
190	мы имеем	4	2
191	в жизни	2	2
192	в основе	2	2
193	что то	2	2
194	нашего исследования	3	2
195	для всех	4	2
196	смысле этого	2	2
197	с этим	3	2
198	к этому	4	2
199	ясно что	19	2
200	или иных	2	2
201	что он	7	2
202	есть не	2	2
203	видим что	2	2
204	только тогда	7	2
205	должна была	2	2
206	представляет собой	2	2
207	но не	3	2
208	тот же	2	2
209	как таковое	2	2
210	и когда	3	2
211	и потому	2	2
212	гораздо более	2	2
213	не есть	3	2
214	зрения на	2	2
215	в своей	3	2
216	сих пор	3	2
217	как в	9	2
218	одной и	4	2
219	мы найдем	2	2
220	из которых	3	2
221	к чему	2	2
222	к нему	2	2
223	с ним	2	2
224	в каком	2	2
225	этих слов	2	2
