N	2gram	Berdyaev_N_1	Myshleni
1	в том	8	33
2	том что	2	27
3	то что	4	20
4	в этом	7	19
5	и в	16	15
6	не только	5	15
7	что в	9	14
8	того чтобы	2	12
9	но и	3	10
10	мы не	2	10
11	может быть	7	9
12	не может	16	9
13	о том	4	9
14	так и	2	8
15	никогда не	6	8
16	не в	6	8
17	и что	2	8
18	к тому	3	7
19	высшей степени	6	7
20	одной стороны	2	7
21	с одной	2	7
22	и не	11	7
23	в высшей	6	7
24	потому что	4	7
25	он не	8	7
26	и т.п	2	7
27	с другой	3	6
28	сказать что	3	6
29	в истории	3	6
30	как это	2	6
31	но в	2	6
32	и к	5	6
33	как и	7	6
34	вместе с	2	6
35	это не	4	5
36	вопрос о	3	5
37	смысле слова	3	5
38	и даже	2	5
39	по существу	2	5
40	можно было	2	5
41	связана с	2	4
42	прежде всего	4	4
43	что все	2	4
44	том чтобы	2	4
45	все это	5	4
46	который в	2	4
47	в них	4	4
48	не имеет	4	4
49	так же	2	4
50	а в	2	4
51	и с	2	4
52	с его	6	4
53	в своей	3	4
54	как в	3	4
55	хотя бы	2	4
56	все время	2	3
57	для этого	2	3
58	человека и	3	3
59	все эти	2	3
60	лишь в	6	3
61	в основе	3	3
62	и все	4	3
63	не существует	3	3
64	с этим	2	3
65	но не	2	3
66	вернуться к	2	3
67	что она	2	3
68	а не	17	3
69	вот почему	2	3
70	и это	2	3
71	быть может	4	2
72	же как	2	2
73	и есть	10	2
74	самый процесс	2	2
75	ни в	6	2
76	это есть	7	2
77	и мы	4	2
78	с ее	5	2
79	могут быть	2	2
80	должно быть	4	2
81	но для	2	2
82	в категориях	2	2
83	мира и	2	2
84	общественной жизни	6	2
85	у него	2	2
86	этом смысле	2	2
87	с их	2	2
88	наряду с	3	2
89	за пределы	3	2
90	нет и	2	2
91	должен быть	5	2
92	во всех	3	2
93	и для	4	2
94	тому как	3	2
95	подобно тому	3	2
96	в себе	2	2
97	на протяжении	2	2
98	не хотим	2	2
