N	2gram	Tiupa_Disk_1	Narrotol
1	не только	28	32
2	может быть	17	25
3	но и	14	23
4	в качестве	34	21
5	и не	11	20
6	и в	16	19
7	то есть	20	19
8	в том	23	18
9	в этом	15	17
10	в тексте	2	16
11	в частности	9	14
12	том что	19	14
13	не в	7	14
14	состоит в	9	13
15	в рамках	5	12
16	а не	22	12
17	своего рода	8	12
18	тогда как	19	12
19	коммуникативного события	14	12
20	представляет собой	17	12
21	то что	5	11
22	а в	5	11
23	не может	9	10
24	точки зрения	3	10
25	нарративного дискурса	3	9
26	при этом	13	9
27	со стороны	7	9
28	так и	8	9
29	в его	7	9
30	с другой	10	8
31	героя в	2	8
32	не является	4	8
33	и т.п	12	8
34	в себе	7	8
35	времени и	3	7
36	и т.д	4	7
37	как и	16	7
38	еще не	14	7
39	к тому	5	7
40	такого рода	4	7
41	а также	8	7
42	все же	3	7
43	как в	10	7
44	по отношению	9	7
45	с одной	9	7
46	одной стороны	9	7
47	том числе	2	6
48	с его	4	6
49	что он	4	6
50	отношению к	9	6
51	но не	11	6
52	точка зрения	2	6
53	именно в	3	6
54	в себя	5	6
55	высказывания в	6	6
56	нарративного высказывания	2	6
57	иначе говоря	2	6
58	на протяжении	2	6
59	о том	8	6
60	но в	8	6
61	и как	6	5
62	отнюдь не	8	5
63	по себе	3	5
64	или иной	5	5
65	можно сказать	5	5
66	картина мира	3	5
67	тому же	5	5
68	себя в	2	5
69	не предполагает	4	5
70	нарративный дискурс	3	5
71	в форме	2	5
72	события рассказывания	3	5
73	уже не	4	5
74	и его	2	5
75	в данном	5	5
76	в основе	7	5
77	в отличие	5	5
78	к себе	2	5
79	отличие от	5	5
80	в этой	2	5
81	далеко не	10	5
82	мира в	3	5
83	перед нами	3	4
84	во втором	4	4
85	прежде всего	11	4
86	одного из	2	4
87	в нем	9	4
88	что не	4	4
89	то же	7	4
90	сказания или	3	4
91	основе своей	2	4
92	в силу	5	4
93	при всей	3	4
94	же время	4	4
95	связи с	4	4
96	имеет место	3	4
97	одной из	4	4
98	той или	3	4
99	как бы	5	4
100	о нем	2	4
101	и тем	2	4
102	хотя бы	3	4
103	данном случае	2	4
104	другой стороны	3	4
105	отличается от	2	4
106	в особенности	4	4
107	н.д тамарченко	2	4
108	в принципе	2	4
109	числе и	2	4
110	в рассказе	2	4
111	сказать что	3	4
112	только в	7	4
113	как правило	4	4
114	героя и	2	4
115	речевых жанров	12	4
116	пока еще	6	4
117	не менее	2	3
118	по мысли	3	3
119	а с	5	3
120	жизни в	2	3
121	что в	4	3
122	могут быть	4	3
123	никогда не	2	3
124	вольно или	2	3
125	уже в	2	3
126	в свою	3	3
127	литературные жанры	6	3
128	различного рода	3	3
129	свою очередь	3	3
130	к содержанию	3	3
131	в сущности	2	3
132	на том	2	3
133	хотя и	2	3
134	и даже	3	3
135	из двух	2	3
136	один из	3	3
137	не с	3	3
138	не есть	2	3
139	с ее	2	3
140	в первом	3	3
141	из них	3	3
142	когда он	2	3
143	коммуникативное событие	5	3
144	в ее	3	3
145	в притче	4	3
146	не обязательно	4	3
147	или притчи	2	3
148	свидетель и	2	3
149	как мы	2	3
150	сводится к	5	3
151	значении этого	3	3
152	столь же	3	3
153	и он	2	3
154	высказывания и	2	3
155	и на	5	3
156	будто бы	2	3
157	между тем	4	3
158	тем что	3	3
159	на себя	2	3
160	по своей	11	3
161	в то	3	3
162	по бахтину	4	3
163	бы быть	3	3
164	в произведении	3	3
165	о.м фрейденберг	4	3
166	или невольно	2	3
167	дело с	2	2
168	то она	2	2
169	зависит от	2	2
170	дискурс в	3	2
171	как формы	2	2
172	ни столь	2	2
173	с человеком	2	2
174	очевидным образом	3	2
175	говорит и	2	2
176	действующее лицо	2	2
177	коммуникативные стратегии	2	2
178	между собой	2	2
179	в своем	6	2
180	себе не	3	2
181	в какой	2	2
182	в противоположность	2	2
183	текста в	2	2
184	или даже	2	2
185	в нарративном	4	2
186	оно не	2	2
187	не как	4	2
188	не могло	2	2
189	биографического дискурса	2	2
190	не всегда	2	2
191	события а	2	2
192	форма авторства	4	2
193	в литературе	2	2
194	не сводится	3	2
195	различие между	2	2
196	и представляет	2	2
197	ему в	2	2
198	а по	2	2
199	его как	2	2
200	рассказываемое событие	2	2
201	по выражению	2	2
202	дискурса в	2	2
203	рассказывания в	3	2
204	речевого замысла	2	2
205	есть в	2	2
206	более или	2	2
207	м.м бахтин	2	2
208	в значительной	2	2
209	имеем дело	2	2
210	для него	4	2
211	языка и	2	2
212	в пределах	2	2
213	сказания это	2	2
214	было в	2	2
215	не от	2	2
216	существует благодаря	2	2
217	например в	2	2
218	сути дела	2	2
219	значительной степени	2	2
220	к другому	2	2
221	коммуникативной ситуации	5	2
222	ситуации рассказывания	3	2
223	и потому	3	2
224	и др	2	2
225	сами по	2	2
226	по сути	4	2
227	словами бахтина	2	2
228	в сказании	3	2
229	точкой зрения	2	2
230	в культуре	2	2
231	и судия	2	2
232	или менее	2	2
233	художественного дискурса	5	2
234	приводит к	2	2
235	отношение к	4	2
236	рассказывания а	3	2
237	как к	2	2
238	отношения к	2	2
239	не было	7	2
240	благодаря связи	2	2
241	жанры как	3	2
242	хотя в	2	2
243	человека в	2	2
244	они не	2	2
245	адресата в	2	2
246	того или	2	2
247	за рамки	2	2
248	коммуникативную стратегию	2	2
249	времени в	2	2
250	одним из	2	2
251	с.с аверинцева	3	2
252	это не	3	2
253	роль в	7	2
254	или в	2	2
255	от мифа	3	2
256	тому как	3	2
257	являет собой	3	2
258	я героя	2	2
259	однако в	3	2
260	одну из	2	2
261	всей его	2	2
262	следует признать	2	2
263	подобно тому	2	2
264	что касается	2	2
265	и ее	2	2
266	но как	2	2
267	форма высказывания	2	2
268	исходя из	2	2
269	индивидуального речевого	2	2
270	события в	2	2
271	коммуникативным событием	2	2
272	речевой акт	2	2
273	и все	2	2
274	в организации	2	2
275	зрения на	3	2
276	мы имеем	2	2
277	к которому	2	2
278	о чем	2	2
279	и одновременно	2	2
