N	2gram	Medvedev_V_1	Vladivir
1	и в	26	30
2	в году	6	24
3	то что	6	20
4	в этом	26	20
5	у него	6	19
6	в том	15	18
7	и не	19	18
8	что он	4	13
9	в конце	3	13
10	том что	8	12
11	что в	10	12
12	не только	25	12
13	в его	14	11
14	а в	3	11
15	сказать что	5	11
16	и даже	2	10
17	не было	7	10
18	не в	6	9
19	для него	8	9
20	было бы	7	9
21	все же	5	9
22	не может	17	9
23	в то	6	9
24	н н	2	9
25	связи с	4	8
26	в своем	8	8
27	вместе с	7	8
28	но и	10	8
29	в связи	3	8
30	в письме	13	8
31	но в	2	8
32	не менее	2	7
33	к с	2	7
34	никогда не	4	7
35	точки зрения	3	7
36	может быть	22	7
37	между прочим	2	7
38	а не	7	7
39	как это	12	7
40	еще и	2	6
41	хотя и	2	6
42	к этому	9	6
43	прежде всего	13	6
44	и к	3	6
45	об этом	9	6
46	у нас	2	6
47	только в	7	6
48	в себе	6	6
49	жизни и	3	6
50	и его	6	6
51	также и	2	6
52	о чем	2	6
53	н ф	2	5
54	по себе	2	5
55	о его	2	5
56	как и	7	5
57	к н	3	5
58	в своей	4	5
59	в основном	5	5
60	как бы	5	5
61	в котором	3	5
62	так и	5	5
63	все это	10	5
64	с этим	3	5
65	это мы	3	5
66	в течение	2	5
67	того что	3	5
68	в результате	5	5
69	все эти	6	5
70	с его	3	4
71	вот что	9	4
72	именно в	2	4
73	вовсе не	3	4
74	его в	3	4
75	можно сказать	4	4
76	мы знаем	3	4
77	что его	2	4
78	что пишет	2	4
79	в этой	4	4
80	в целом	4	4
81	в ней	2	4
82	он не	2	4
83	в нем	6	4
84	то это	2	4
85	крайней мере	2	4
86	него в	3	4
87	то же	10	4
88	и наконец	2	4
89	и он	2	4
90	так же	3	4
91	по поводу	2	4
92	марта года	2	4
93	письме к	9	4
94	о том	10	4
95	в которой	2	4
96	по крайней	2	4
97	всех этих	2	3
98	в них	4	3
99	хотя бы	19	3
100	из этих	7	3
101	же время	5	3
102	что и	3	3
103	по существу	3	3
104	и как	3	3
105	более или	6	3
106	но не	2	3
107	он и	2	3
108	и для	2	3
109	вплоть до	2	3
110	том же	6	3
111	во всех	6	3
112	или менее	6	3
113	таким образом	31	3
114	должно быть	2	3
115	не столько	2	3
116	даже и	3	3
117	января года	3	3
118	конце концов	2	3
119	в области	2	3
120	как у	2	2
121	в самых	2	2
122	он сам	2	2
123	с тем	3	2
124	и есть	5	2
125	он же	5	2
126	это не	7	2
127	и от	3	2
128	тогда когда	2	2
129	мы видели	3	2
130	вот это	2	2
131	к тому	4	2
132	за эти	2	2
133	в общем	2	2
134	же в	6	2
135	из его	3	2
136	и может	2	2
137	она не	3	2
138	о своем	2	2
139	себе и	2	2
140	в самом	4	2
141	во сне	21	2
142	в статье	4	2
143	в частности	11	2
144	том чтобы	2	2
145	же и	2	2
146	и потому	2	2
147	не вполне	2	2
148	для того	3	2
149	в виду	4	2
150	будто бы	2	2
151	даже в	5	2
152	он пишет	7	2
153	в их	5	2
154	но то	2	2
155	видно из	3	2
156	начиная с	2	2
157	три года	2	2
158	заключается в	2	2
159	того чтобы	3	2
160	что не	3	2
161	в чем	2	2
162	и по	3	2
163	к этим	2	2
164	его не	3	2
165	также что	2	2
166	что для	3	2
167	можно было	2	2
168	нет никаких	2	2
169	в своих	2	2
170	в работе	3	2
171	их в	6	2
172	и при	5	2
173	не о	2	2
174	а вот	2	2
175	к его	2	2
176	как он	2	2
177	мая года	2	2
