N	3gram	Losev_Dial_2	Myslijsy
1	в том что	6	13
2	не может быть	3	9
3	тем не менее	2	6
4	с другой стороны	4	5
5	субъекта и объекта	4	4
6	в том смысле	4	4
7	и т д	15	4
8	само по себе	2	4
9	только тогда когда	4	4
10	то же время	4	3
11	с точки зрения	8	3
12	в то же	3	3
13	с самого начала	2	3
14	не только в	2	3
15	сама по себе	7	3
16	по крайней мере	9	2
17	и может быть	3	2
18	в таком случае	3	2
19	как бы ни	2	2
20	не могут быть	2	2
21	и т п	2	2
22	что иное как	3	2
23	не что иное	3	2
24	не нуждается в	3	2
