N	2gram	Medvedev_F_3	Istorich
1	и т	11	27
2	и в	27	26
3	т д	6	24
4	т е	32	18
5	так же	9	18
6	то что	8	16
7	не только	9	15
8	что в	8	14
9	может быть	25	14
10	же как	3	13
11	но и	10	12
12	и пр	15	11
13	что он	6	10
14	так и	21	10
15	таким образом	18	10
16	и его	19	10
17	что и	2	9
18	все же	6	9
19	и не	30	9
20	его в	7	9
21	так как	9	9
22	мы знаем	4	8
23	то же	15	8
24	в этих	3	7
25	превращается в	2	7
26	как и	14	7
27	героя в	3	7
28	знаем что	2	7
29	как в	4	7
30	их в	3	7
31	в этом	18	7
32	таким же	2	6
33	в дальнейшем	5	6
34	что они	5	6
35	еще не	6	6
36	мы видели	4	6
37	вместе с	6	6
38	не может	24	6
39	а не	17	6
40	потому что	7	6
41	мы можем	4	6
42	могут быть	4	6
43	как он	2	6
44	и как	4	5
45	это не	3	5
46	к этому	2	5
47	это и	2	5
48	но не	5	5
49	и только	2	5
50	ничего не	2	5
51	в его	7	5
52	мы уже	3	5
53	и др	2	5
54	как мы	8	5
55	эта связь	2	5
56	и что	3	5
57	уже не	3	5
58	не в	12	5
59	и с	3	5
60	тем что	5	5
61	мы должны	2	5
62	но в	6	5
63	с другой	6	4
64	вовсе не	28	4
65	а на	2	4
66	в своей	6	4
67	даже в	2	4
68	другой стороны	5	4
69	так в	2	4
70	здесь не	2	4
71	же он	2	4
72	но эта	2	4
73	и даже	2	4
74	что этот	2	4
75	в которых	3	4
76	о том	4	4
77	что ни	2	3
78	и более	3	3
79	видели что	2	3
80	в одной	5	3
81	из этих	2	3
82	является и	2	3
83	для нас	3	3
84	в том	7	3
85	том что	4	3
86	но это	2	3
87	при этом	8	3
88	она не	4	3
89	мы увидим	2	3
90	как бы	8	3
91	все эти	6	3
92	данном случае	4	3
93	что она	2	3
94	не на	3	3
95	на земле	2	3
96	как это	4	3
97	те же	3	3
98	между ними	15	3
99	в данном	6	3
100	связи с	5	3
101	только в	8	3
102	переходит в	2	3
103	там где	7	3
104	и действительно	2	3
105	уже в	4	2
106	не могут	10	2
107	с тем	7	2
108	должна быть	3	2
109	не менее	7	2
110	никогда не	5	2
111	смысле этого	2	2
112	однако в	2	2
113	он может	2	2
114	его и	3	2
115	в своем	2	2
116	формы и	3	2
117	и во	2	2
118	и все	8	2
119	главным образом	2	2
120	по себе	4	2
121	и тем	3	2
122	с помощью	8	2
123	тогда он	2	2
124	тем не	2	2
125	ни в	8	2
126	его от	2	2
127	в истории	5	2
128	одна из	2	2
129	от него	2	2
130	на этом	2	2
131	было бы	6	2
132	том как	2	2
133	если бы	12	2
134	или на	2	2
135	конечно не	4	2
136	у нас	3	2
137	но для	2	2
138	не могло	2	2
139	хотя бы	6	2
140	в нем	15	2
141	не есть	4	2
142	в целом	4	2
143	из них	2	2
144	вот как	2	2
145	дело не	2	2
146	от того	2	2
147	и их	5	2
148	все это	7	2
149	что это	3	2
150	в языке	2	2
151	связь между	4	2
152	в связи	4	2
153	лишь в	9	2
154	он становится	2	2
155	того что	3	2
156	увидим что	2	2
157	и на	3	2
158	сказать что	3	2
159	исторически и	2	2
160	в себе	3	2
161	же самое	3	2
162	в этой	2	2
163	этого слова	2	2
164	в области	2	2
165	то мы	3	2
