N	2gram	Vinokur_St_3	Problema
1	и в	25	30
2	в своей	4	22
3	то есть	2	21
4	то что	12	18
5	не только	12	18
6	том что	15	17
7	в этом	24	17
8	в стихотворении	3	14
9	но и	9	13
10	таким образом	10	13
11	потому что	5	13
12	в том	20	12
13	в его	12	12
14	и не	10	12
15	о том	8	12
16	у него	9	11
17	так что	11	11
18	в виде	3	10
19	точки зрения	7	10
20	в этой	14	10
21	все же	4	9
22	сказать что	4	9
23	но в	5	9
24	только в	6	9
25	в конце	6	8
26	вовсе не	2	8
27	с точки	4	8
28	никогда не	2	7
29	что он	19	7
30	у нас	4	7
31	как и	4	7
32	связи с	3	7
33	но не	2	7
34	может быть	19	7
35	вместе с	2	7
36	так и	5	7
37	до нас	2	7
38	в связи	3	7
39	мы находим	2	7
40	не в	6	7
41	в результате	2	7
42	с другой	5	6
43	прежде всего	10	6
44	можно сказать	4	6
45	уже не	3	6
46	несмотря на	3	6
47	и для	4	6
48	как бы	6	6
49	конце концов	3	6
50	другой стороны	5	6
51	и что	3	6
52	а в	6	6
53	и его	3	6
54	и на	6	6
55	можно найти	2	6
56	при помощи	2	6
57	так как	3	6
58	не менее	2	5
59	с тем	4	5
60	что в	19	5
61	что у	2	5
62	в которой	4	5
63	тем не	2	5
64	в самом	2	5
65	не может	7	5
66	не просто	2	5
67	в году	5	5
68	а не	5	5
69	и у	2	5
70	что этот	3	5
71	но он	3	5
72	он и	2	5
73	как раз	3	5
74	и с	4	5
75	как о	2	4
76	по крайней	4	4
77	тогда когда	2	4
78	ни в	5	4
79	в смысле	4	4
80	об этом	5	4
81	но все	2	4
82	того же	2	4
83	было бы	7	4
84	в качестве	4	4
85	не так	3	4
86	крайней мере	4	4
87	гораздо более	2	4
88	а с	2	4
89	и к	4	4
90	не мог	2	4
91	или в	2	4
92	в трагедии	6	4
93	в то	7	4
94	из этого	4	4
95	все время	2	3
96	в отношении	2	3
97	в духе	2	3
98	что его	2	3
99	нас не	2	3
100	в начале	4	3
101	что они	2	3
102	то время	4	3
103	только тогда	2	3
104	еще не	2	3
105	одной стороны	3	3
106	для того	2	3
107	он не	5	3
108	а также	4	3
109	в русской	6	3
110	нет никакого	3	3
111	и тем	4	3
112	с одной	2	3
113	этой трагедии	4	3
114	того что	5	3
115	к нему	4	3
116	внимание на	2	3
117	время как	4	3
118	в ней	4	3
119	что касается	7	3
120	в другом	3	3
121	этом смысле	4	3
122	в виду	2	3
123	и более	3	2
124	по этому	3	2
125	в них	5	2
126	в какой	3	2
127	как в	6	2
128	это не	7	2
129	во втором	2	2
130	с этой	3	2
131	уже в	3	2
132	один из	2	2
133	была бы	4	2
134	представляет собою	2	2
135	к этому	3	2
136	что именно	2	2
137	на то	5	2
138	от них	2	2
139	к тому	2	2
140	то же	5	2
141	как мы	2	2
142	он был	3	2
143	без всякого	2	2
144	трагедии и	2	2
145	что здесь	4	2
146	в свою	2	2
147	кроме того	3	2
148	до сих	2	2
149	в это	2	2
150	он считает	2	2
151	что не	2	2
152	мы имеем	5	2
153	на его	4	2
154	такого рода	5	2
155	всяком случае	4	2
156	в котором	5	2
157	и за	2	2
158	ее в	2	2
159	и прочие	2	2
160	и тогда	2	2
161	отношение к	4	2
162	этот образ	2	2
163	то и	2	2
164	этому поводу	2	2
165	и только	2	2
166	по мнению	3	2
167	он хочет	2	2
168	все эти	3	2
169	мы не	2	2
170	самом деле	2	2
171	он говорит	4	2
172	в драме	2	2
173	его не	2	2
174	стиль трагедии	4	2
175	у которого	3	2
176	во всяком	4	2
177	между тем	6	2
178	тем что	19	2
179	в одной	2	2
180	обстоятельство что	5	2
181	тем как	2	2
182	есть в	2	2
183	в чем	4	2
184	в области	6	2
185	ничего не	4	2
186	и которые	2	2
187	сих пор	2	2
