N	2gram	Propp_Morf_1	Problema
1	то что	8	42
2	вовсе не	4	35
3	и в	13	32
4	и не	12	31
5	не менее	5	19
6	в этом	14	19
7	тем не	5	18
8	не только	4	17
9	потому что	3	16
10	а не	11	15
11	в виде	2	15
12	как бы	3	14
13	может быть	52	14
14	у нас	2	14
15	но в	2	14
16	и тем	2	13
17	сказать что	2	13
18	что мы	2	13
19	при помощи	9	13
20	что в	8	12
21	том что	4	12
22	так и	6	12
23	и т	41	11
24	есть нечто	3	11
25	также и	4	11
26	о том	2	11
27	так как	16	11
28	если мы	5	11
29	то же	7	10
30	прежде всего	9	10
31	в этой	2	10
32	т д	39	10
33	об этом	4	10
34	ничего не	4	10
35	но не	4	9
36	в том	6	9
37	но и	4	9
38	и что	2	9
39	так же	3	9
40	по своему	2	9
41	еще не	3	9
42	что же	2	9
43	того чтобы	3	9
44	то с	2	9
45	на то	2	8
46	не может	14	8
47	все эти	2	8
48	было бы	3	8
49	для того	2	8
50	но это	6	8
51	и ее	3	8
52	смысле слова	4	7
53	между собою	2	7
54	того что	3	7
55	что он	4	7
56	во всех	4	7
57	как мы	6	7
58	во всяком	2	7
59	тем что	4	7
60	только в	2	7
61	здесь не	2	7
62	и есть	2	6
63	и как	5	6
64	хотя и	3	6
65	таким образом	21	6
66	это не	6	6
67	и здесь	5	6
68	но как	2	6
69	говорить о	3	6
70	его в	2	6
71	как это	3	6
72	не существует	3	6
73	в то	3	6
74	на самом	4	6
75	самом деле	4	6
76	что такое	3	6
77	перед нами	10	5
78	можно сказать	2	5
79	для нас	2	5
80	что она	2	5
81	мы должны	3	5
82	с тем	2	5
83	не является	3	5
84	то в	3	5
85	связи с	10	5
86	далеко не	5	5
87	в других	3	5
88	совсем не	3	4
89	тому что	4	4
90	не в	3	4
91	и пр	37	4
92	один из	5	4
93	или в	4	4
94	а в	7	4
95	если бы	2	4
96	же в	2	4
97	а также	4	4
98	как в	3	4
99	входит в	2	4
100	перейти к	2	4
101	и для	2	4
102	мы можем	2	4
103	в связи	9	4
104	прежде чем	3	3
105	в этих	13	3
106	с другой	8	3
107	как же	2	3
108	что его	2	3
109	но все	3	3
110	что они	2	3
111	более или	2	3
112	случае не	3	3
113	несмотря на	4	3
114	но для	2	3
115	всяком случае	2	3
116	в настоящее	3	3
117	хотя бы	4	3
118	из них	3	3
119	другой стороны	4	3
120	этих случаях	11	3
121	в которых	2	3
122	или не	3	3
123	с этим	11	3
124	точки зрения	2	3
125	настоящее время	3	3
126	ясно что	5	3
127	как и	3	3
128	учение о	3	3
129	есть и	4	3
130	мы увидим	8	3
131	к тому	4	3
132	он не	3	3
133	оно не	2	3
134	быть и	2	3
135	или менее	2	3
136	того как	2	3
137	уже не	2	3
138	не на	2	3
139	к нему	3	3
140	с точки	2	3
141	можно было	2	3
142	в каком	2	3
143	мы получаем	2	3
144	как будто	2	3
145	или на	3	3
146	значит что	3	3
147	ниже мы	2	2
148	не могут	4	2
149	мы будем	3	2
150	чтобы его	2	2
151	этом случае	8	2
152	без всякого	2	2
153	например в	2	2
154	на его	4	2
155	но если	7	2
156	от других	2	2
157	большей частью	4	2
158	не имеет	2	2
159	в результате	7	2
160	действующих лиц	11	2
161	в первом	3	2
162	а эта	2	2
163	мы имеем	9	2
164	между тем	5	2
165	с собой	3	2
166	от другого	2	2
167	с его	2	2
168	могут быть	16	2
169	однако в	2	2
170	он должен	2	2
171	сразу же	2	2
172	таких случаях	2	2
173	на первый	3	2
174	увидим ниже	5	2
175	по существу	12	2
176	мы видим	13	2
177	в качестве	5	2
178	она не	2	2
179	сказать о	2	2
180	но есть	3	2
181	в сущности	3	2
182	не значит	2	2
183	и другим	3	2
184	не будем	4	2
185	только что	2	2
186	но такое	2	2
187	мы не	8	2
188	тому как	5	2
189	подобно тому	6	2
190	тем и	2	2
191	не хватает	3	2
192	в таких	2	2
193	без всякой	2	2
194	в которой	3	2
195	это было	3	2
