N	2gram	Losev_Prob_3	PoTuStor
1	может быть	28	17
2	и в	44	16
3	прежде всего	3	9
4	таким образом	9	9
5	в этом	17	9
6	мы можем	6	9
7	и только	6	9
8	совершенно не	4	8
9	и его	5	8
10	и с	9	8
11	точки зрения	5	8
12	не может	7	8
13	сказать что	16	7
14	не только	14	7
15	и это	9	6
16	и к	6	6
17	с точки	2	6
18	самом деле	3	6
19	для него	3	6
20	при этом	4	6
21	все эти	7	5
22	что такое	3	5
23	в чем	4	5
24	ни в	8	5
25	еще не	5	5
26	как бы	9	5
27	в нем	9	4
28	отнюдь не	10	4
29	но и	10	4
30	так и	10	4
31	все это	5	4
32	хотя бы	3	4
33	и все	3	4
34	так как	9	4
35	и не	35	4
36	на самом	7	4
37	как мы	8	4
38	и ее	3	4
39	можно сказать	6	4
40	и даже	14	4
41	в этой	3	4
42	с ее	2	4
43	и может	2	4
44	только в	19	4
45	его в	3	4
46	но в	12	4
47	в его	9	4
48	и значение	3	3
49	в этих	2	3
50	по сравнению	2	3
51	что в	8	3
52	жизни и	6	3
53	и есть	5	3
54	во всех	2	3
55	могут быть	2	3
56	вместе с	2	3
57	сих пор	2	3
58	сравнению с	2	3
59	даже не	2	3
60	чем не	3	3
61	отношения к	3	3
62	и притом	4	3
63	крайней мере	5	3
64	в том	21	3
65	а в	5	3
66	том что	12	3
67	и как	3	3
68	с другими	3	3
69	с их	2	3
70	то что	23	3
71	в основе	2	3
72	по крайней	5	3
73	только на	5	3
74	но оно	3	3
75	едва ли	5	3
76	как это	2	3
77	во всяком	9	3
78	и потому	7	3
79	до сих	2	3
80	всяком случае	6	3
81	не менее	10	2
82	поэтому и	2	2
83	может иметь	3	2
84	что и	9	2
85	не есть	35	2
86	ни было	3	2
87	же как	3	2
88	другими словами	6	2
89	в частности	2	2
90	никогда не	6	2
91	а может	2	2
92	для этого	6	2
93	если мы	16	2
94	того же	2	2
95	во всей	3	2
96	с этой	3	2
97	с этим	2	2
98	то же	13	2
99	с нею	2	2
100	что оно	2	2
101	только и	8	2
102	что он	9	2
103	мы не	7	2
104	что мы	8	2
105	на первый	4	2
106	и по	2	2
107	и для	2	2
108	для нас	16	2
109	да еще	2	2
110	как и	10	2
111	так же	5	2
112	но это	8	2
113	за счет	2	2
114	есть в	3	2
115	мы уже	4	2
116	совсем не	2	2
117	по своему	2	2
118	он не	8	2
119	образов и	3	2
120	есть и	2	2
121	между собою	2	2
122	в каком	4	2
123	говорить о	3	2
124	в начале	2	2
125	и вообще	8	2
126	об его	4	2
127	было бы	8	2
128	что это	3	2
129	о том	6	2
130	в самом	3	2
131	но как	4	2
132	за пределы	5	2
133	в своей	5	2
134	только то	2	2
135	и о	5	2
136	с ним	7	2
