N	2gram	Ircho_Kome_1	FransuaR
1	и в	22	45
2	и не	8	15
3	не только	10	14
4	в этом	3	14
5	но в	4	14
6	в его	5	13
7	и его	8	13
8	во время	5	12
9	что в	6	12
10	то же	6	11
11	в то	10	11
12	прежде всего	5	10
13	в том	11	10
14	в нем	4	10
15	но и	11	10
16	как и	9	10
17	право на	2	10
18	и с	3	10
19	же время	4	9
20	вовсе не	2	8
21	как мы	4	8
22	таким образом	8	8
23	так же	3	8
24	в конце	6	7
25	он был	2	7
26	том что	12	7
27	не в	6	7
28	что и	4	7
29	мы видели	2	7
30	все это	5	7
31	потому что	5	7
32	и все	3	7
33	что он	6	6
34	в этой	7	6
35	он не	3	6
36	так и	5	6
37	так как	4	6
38	в них	3	6
39	здесь и	2	5
40	одной из	3	5
41	но это	2	5
42	на этом	2	5
43	хотя и	3	5
44	с ее	2	5
45	как раз	3	5
46	не может	2	5
47	этом отношении	3	5
48	в себя	2	5
49	и у	3	5
50	и как	3	5
51	и на	3	5
52	его в	3	5
53	же как	3	4
54	и во	2	4
55	мы не	3	4
56	у него	3	4
57	и здесь	2	4
58	тому же	6	4
59	такой же	2	4
60	но не	2	4
61	по своему	3	4
62	здесь в	3	4
63	ничего не	3	4
64	по поводу	4	4
65	в самом	2	4
66	в сущности	2	4
67	и о	3	4
68	а также	4	4
69	в первой	2	4
70	в их	4	4
71	не мог	3	4
72	и даже	5	4
73	а в	6	4
74	в доме	2	4
75	чем же	2	4
76	точки зрения	4	4
77	только в	3	4
78	о том	8	4
79	как это	3	4
80	не менее	3	3
81	как в	5	3
82	в одном	8	3
83	ни в	6	3
84	того же	2	3
85	связанные с	2	3
86	то время	5	3
87	для всех	2	3
88	до сих	2	3
89	вместе с	2	3
90	сих пор	2	3
91	до нас	5	3
92	и одновременно	3	3
93	еще и	2	3
94	именно в	4	3
95	в течение	3	3
96	всего этого	2	3
97	в году	3	3
98	и вот	4	3
99	почти всегда	2	3
100	но он	2	3
101	в другом	4	3
102	независимо от	2	2
103	и без	2	2
104	относится к	2	2
105	на все	2	2
106	к этому	4	2
107	к тому	6	2
108	в отношении	6	2
109	в г	11	2
110	раз в	2	2
111	отличие от	2	2
112	в начале	3	2
113	то что	2	2
114	в качестве	4	2
115	из его	4	2
116	для них	2	2
117	было бы	2	2
118	несмотря на	4	2
119	к ней	2	2
120	может быть	9	2
121	это время	2	2
122	еще в	5	2
123	в эти	2	2
124	даже в	3	2
125	один из	5	2
126	в народном	5	2
127	все же	3	2
128	в целом	3	2
129	во второй	3	2
130	на него	4	2
131	так в	4	2
132	при этом	5	2
133	в период	2	2
134	в истории	5	2
135	и притом	2	2
136	к нему	2	2
137	войны и	5	2
138	почти не	2	2
139	нас в	2	2
140	между тем	5	2
141	мы можем	4	2
142	в городе	2	2
143	ту же	2	2
144	же самое	2	2
145	в чем	3	2
