N	2gram	Bakhtin_Fr_5	Myslijsy
1	потому что	7	52
2	то есть	25	42
3	и в	45	39
4	может быть	2	27
5	в том	10	26
6	только в	4	25
7	что в	12	22
8	не может	5	22
9	а не	4	21
10	так как	6	21
11	не только	14	21
12	в нем	10	20
13	но и	10	20
14	и не	15	18
15	том что	7	16
16	не в	7	15
17	в этом	14	15
18	так и	6	13
19	таким образом	8	13
20	было бы	2	12
21	мы не	4	10
22	то что	2	10
23	как в	3	10
24	и что	2	10
25	как и	10	9
26	мысли и	6	9
27	но в	14	9
28	в одном	3	8
29	но не	4	8
30	вместе с	3	8
31	того что	3	8
32	точки зрения	4	8
33	в ней	8	7
34	в истории	2	7
35	с этим	4	7
36	это не	3	7
37	не менее	3	6
38	независимо от	2	6
39	и как	5	6
40	что на	3	6
41	как бы	12	6
42	что и	7	6
43	все же	2	6
44	то же	11	6
45	при этом	2	6
46	между собою	4	6
47	с тем	2	5
48	для всех	3	5
49	вовсе не	8	5
50	несмотря на	2	5
51	но это	5	5
52	в его	13	5
53	во всех	13	5
54	так же	8	5
55	а в	4	5
56	и для	3	5
57	не имеет	3	5
58	и его	13	5
59	между тем	2	5
60	не могут	2	4
61	прежде всего	10	4
62	мы видели	7	4
63	мы видим	5	4
64	же время	9	4
65	для него	3	4
66	к тому	2	4
67	от того	3	4
68	в каждом	2	4
69	не было	3	4
70	и притом	2	4
71	и даже	4	4
72	и языка	2	4
73	из этих	3	4
74	в то	11	4
75	слова и	2	4
76	там где	3	4
77	бы в	4	4
78	только для	2	3
79	в самой	8	3
80	что это	2	3
81	в них	6	3
82	и во	4	3
83	и от	4	3
84	не могло	3	3
85	и это	4	3
86	что все	2	3
87	со словом	2	3
88	так например	2	3
89	человеком и	2	3
90	когда в	2	3
91	в этой	6	3
92	в своем	11	3
93	того же	3	3
94	если мы	2	3
95	по поводу	4	3
96	в своей	3	3
97	и их	5	3
98	относится к	2	3
99	для того	6	3
100	связи с	6	3
101	в самом	4	3
102	на него	2	3
103	и без	2	3
104	свободы и	2	3
105	не мог	4	3
106	как на	4	3
107	той же	4	3
108	с ним	5	3
109	языка но	2	3
110	сказать что	4	3
111	хотя и	5	3
112	одно из	2	3
113	он не	6	3
114	и вообще	2	3
115	с точки	2	3
116	и все	7	3
117	том как	2	3
118	и с	10	3
119	нисколько не	3	2
120	но на	3	2
121	и есть	2	2
122	все они	4	2
123	нуждается в	3	2
124	но он	3	2
125	он должен	2	2
126	на все	2	2
127	связь с	3	2
128	выйти из	3	2
129	значение и	2	2
130	слова но	2	2
131	как мы	8	2
132	в г	2	2
133	жизни и	8	2
134	необходимости и	3	2
135	и слова	2	2
136	для них	2	2
137	того чтобы	6	2
138	в сущности	4	2
139	и о	4	2
140	и если	2	2
141	словом и	3	2
142	одним из	5	2
143	к ней	2	2
144	чтобы не	2	2
145	не нуждается	2	2
146	с ее	5	2
147	божественный разум	2	2
148	в целом	2	2
149	вся природа	2	2
150	в их	4	2
151	но дело	2	2
152	и только	2	2
153	в одно	2	2
154	в течение	3	2
155	на этот	3	2
156	хотя бы	2	2
157	том же	2	2
158	народа и	2	2
159	в начале	2	2
160	о том	4	2
161	дело в	3	2
162	и миром	3	2
163	есть в	3	2
164	заметить что	2	2
165	между человеком	2	2
166	мы можем	2	2
