N	2gram	Bakhtin_fo_2	Myslijsy
1	потому что	8	52
2	то есть	10	42
3	и в	46	39
4	может быть	7	27
5	в том	10	26
6	только в	11	25
7	что в	5	22
8	не может	2	22
9	а не	4	21
10	так как	6	21
11	не только	11	21
12	в нем	5	20
13	но и	9	20
14	и не	9	18
15	том что	4	16
16	так что	4	16
17	не в	9	15
18	в этом	22	15
19	так и	7	13
20	в себе	4	13
21	таким образом	3	13
22	было бы	2	12
23	по себе	2	10
24	то что	7	10
25	как в	4	10
26	могут быть	2	9
27	как и	8	9
28	тем что	3	9
29	но в	10	9
30	в одном	7	8
31	но не	5	8
32	вместе с	9	8
33	того что	3	8
34	точки зрения	10	8
35	с другой	2	7
36	должно быть	5	7
37	в истории	4	7
38	с этим	5	7
39	это не	2	7
40	в этих	3	7
41	и как	3	6
42	еще не	6	6
43	что на	3	6
44	как бы	10	6
45	что и	3	6
46	все же	6	6
47	и т	14	6
48	то же	8	6
49	при этом	6	6
50	и по	3	6
51	с тем	2	5
52	вовсе не	13	5
53	но это	2	5
54	то в	2	5
55	и потому	2	5
56	в его	8	5
57	во всех	11	5
58	так же	2	5
59	а в	3	5
60	и для	9	5
61	и его	12	5
62	никогда не	6	4
63	прежде всего	14	4
64	в смысле	5	4
65	мы видели	2	4
66	мы видим	2	4
67	же время	4	4
68	для него	3	4
69	к тому	3	4
70	и дух	2	4
71	т п	11	4
72	т д	3	4
73	не было	3	4
74	и других	2	4
75	и даже	3	4
76	из этих	4	4
77	в то	5	4
78	слова и	3	4
79	там где	2	4
80	только для	2	3
81	в самой	2	3
82	прежде чем	3	3
83	в них	7	3
84	и во	6	3
85	и от	2	3
86	и это	2	3
87	что все	2	3
88	друг другу	2	3
89	в этой	2	3
90	в своем	5	3
91	того же	3	3
92	она не	2	3
93	и их	4	3
94	для того	8	3
95	явлений и	2	3
96	в мире	4	3
97	связи с	8	3
98	столько же	2	3
99	с одной	2	3
100	не мог	2	3
101	как на	2	3
102	с ним	4	3
103	во всяком	2	3
104	хотя и	3	3
105	он не	5	3
106	с точки	8	3
107	человеческой природы	2	3
108	и все	6	3
109	том как	3	3
110	и с	6	3
111	мы будем	3	2
112	утверждает что	2	2
113	и более	2	2
114	и есть	2	2
115	все они	3	2
116	но он	2	2
117	с этой	4	2
118	эти формы	2	2
119	значение и	4	2
120	о его	2	2
121	как мы	6	2
122	же в	4	2
123	жизни и	8	2
124	уже не	3	2
125	следовательно и	3	2
126	у нас	2	2
127	переходим к	3	2
128	если не	2	2
129	не были	2	2
130	все что	2	2
131	природа и	2	2
132	после этого	2	2
133	того чтобы	8	2
134	от друга	2	2
135	в сущности	2	2
136	имеет место	3	2
137	и о	2	2
138	словом и	2	2
139	в виду	3	2
140	друг от	2	2
141	но эти	3	2
142	в их	3	2
143	тем более	3	2
144	не могла	2	2
145	и только	2	2
146	еще более	4	2
147	связи между	2	2
148	душе и	2	2
149	тем же	2	2
150	и должно	2	2
151	том же	4	2
152	к ним	2	2
153	влияние на	2	2
154	все в	2	2
155	о том	4	2
156	и всегда	2	2
157	и самое	4	2
158	так сказать	7	2
159	не могли	3	2
