N	2gram	Bakhtin_Pr_2	VeschiIm
1	не есть	2	49
2	т е	26	42
3	не может	18	33
4	не только	11	31
5	может быть	23	29
6	и не	29	28
7	и в	43	26
8	то что	7	24
9	и т	13	21
10	т д	4	20
11	а не	7	20
12	что я	6	16
13	и следовательно	3	15
14	только в	4	14
15	и что	5	13
16	того что	2	13
17	по себе	11	13
18	что это	2	12
19	было бы	5	12
20	но и	14	12
21	сказать что	2	12
22	все же	3	12
23	в себя	3	12
24	и то	2	12
25	и ее	3	12
26	что же	7	11
27	таким образом	5	11
28	то же	8	10
29	уже не	3	10
30	как бы	22	10
31	что такое	2	10
32	в том	6	9
33	в самом	7	9
34	и с	5	9
35	ни было	2	9
36	прежде всего	10	9
37	что не	2	9
38	себя и	3	8
39	на то	5	8
40	но это	4	8
41	в себе	5	8
42	и это	4	8
43	ничего не	3	8
44	совершенно не	4	7
45	также и	3	7
46	в то	7	7
47	его в	3	7
48	так как	4	7
49	том что	2	7
50	есть и	3	7
51	указывает на	2	7
52	себя в	3	7
53	если оно	2	7
54	и их	3	7
55	как раз	4	7
56	и пр	2	7
57	в этом	13	7
58	с собою	2	6
59	так что	5	6
60	и как	2	6
61	что в	4	6
62	для него	8	6
63	отличается от	2	6
64	и только	3	6
65	должно быть	4	6
66	в результате	4	6
67	точки зрения	13	6
68	но в	10	6
69	одно и	2	6
70	она не	3	6
71	бы и	2	6
72	если мы	2	6
73	с ним	3	6
74	можно было	3	6
75	не менее	3	5
76	должна быть	3	5
77	ведь и	7	5
78	в отношении	3	5
79	это не	3	5
80	тем не	2	5
81	не в	11	5
82	еще не	9	5
83	и до	4	5
84	для этого	2	5
85	должны быть	2	5
86	а в	5	5
87	что тут	2	5
88	ни на	3	5
89	если бы	3	5
90	у нас	2	5
91	одна из	2	5
92	но не	5	5
93	того же	3	5
94	в сущности	9	5
95	для себя	2	5
96	и для	3	5
97	на себя	2	5
98	я не	4	4
99	в своем	4	4
100	с другой	4	4
101	как же	2	4
102	же время	5	4
103	между собою	4	4
104	из них	2	4
105	в их	3	4
106	то и	2	4
107	и даже	3	4
108	с этим	2	4
109	о том	5	4
110	и все	6	4
111	то это	2	4
112	как и	14	4
113	так чтобы	4	4
114	во всех	4	4
115	на себе	2	4
116	и о	2	4
117	на почве	2	4
118	что и	3	4
119	быть и	2	4
120	слово и	9	4
121	и явления	2	4
122	этот вопрос	4	4
123	между ними	4	4
124	с точки	8	4
125	мы не	4	4
126	тем что	3	4
127	же не	4	4
128	сама по	4	3
129	никогда не	9	3
130	собою и	2	3
131	вопрос о	2	3
132	к тому	4	3
133	без всякого	2	3
134	более или	3	3
135	и сам	7	3
136	в нем	12	3
137	сам по	5	3
138	отношение к	2	3
139	все это	5	3
140	отношения к	2	3
141	их в	4	3
142	к себе	7	3
143	себя как	3	3
144	или как	4	3
145	к другому	5	3
146	в одном	12	3
147	в жизни	3	3
148	что он	13	3
149	тот же	3	3
150	в своей	4	3
151	так и	3	3
152	или менее	3	3
153	да и	5	3
154	только на	3	3
155	а с	2	3
156	в той	5	3
157	самом деле	5	3
158	бы в	5	3
159	хотя бы	2	3
160	с самим	8	3
161	и самое	2	3
162	мы будем	3	2
163	его и	2	2
164	человека и	2	2
165	была бы	2	2
166	затем и	2	2
167	что на	2	2
168	но зато	3	2
169	ни в	2	2
170	в самой	4	2
171	но все	2	2
172	есть конечно	3	2
173	и нет	4	2
174	кроме того	3	2
175	и та	2	2
176	мы уже	3	2
177	у меня	5	2
178	в виду	3	2
179	себе что	2	2
180	в первой	2	2
181	я сам	2	2
182	образом и	3	2
183	в слове	5	2
184	при чем	4	2
185	так же	2	2
186	в своих	2	2
187	от одного	2	2
188	самим собою	5	2
189	но ведь	5	2
190	в первом	2	2
191	то есть	4	2
192	мы можем	2	2
193	на него	3	2
194	превращается в	2	2
195	во внутреннем	2	2
196	с собой	4	2
197	бы ни	2	2
198	а затем	2	2
199	не нужно	2	2
200	себе как	2	2
201	себе и	4	2
202	никак не	5	2
203	об этом	2	2
204	он не	9	2
205	когда он	3	2
206	но к	2	2
207	как в	2	2
208	мысли и	2	2
209	приводит к	6	2
210	еще более	2	2
211	и они	2	2
212	как мы	10	2
213	тем же	2	2
214	и его	8	2
215	той же	3	2
216	из его	2	2
217	во всяком	2	2
218	говорили что	2	2
219	ту же	2	2
220	отношении к	2	2
221	если же	4	2
222	дело в	2	2
223	это все	3	2
224	обойтись без	3	2
