N	2gram	Bakhtin_Pr_2	Mirosoze
1	у достоевского	14	42
2	может быть	18	30
3	не только	16	29
4	и в	45	28
5	не может	24	28
6	но и	15	25
7	а не	10	25
8	он не	9	24
9	в этом	20	20
10	не было	2	18
11	у него	6	17
12	не в	8	16
13	потому что	8	16
14	переходит в	2	15
15	в ней	7	15
16	в своей	6	15
17	никогда не	17	14
18	человека и	2	14
19	до конца	7	14
20	в нем	20	13
21	человека в	5	13
22	и он	3	12
23	для него	9	11
24	в самом	13	11
25	и не	42	11
26	что в	6	10
27	в своем	5	10
28	в мире	3	10
29	из подполья	4	10
30	достоевского и	2	10
31	прежде всего	11	10
32	что он	7	10
33	было бы	4	10
34	и потому	6	10
35	человек в	3	9
36	достоевского в	4	9
37	в его	22	9
38	не есть	2	9
39	и его	8	9
40	но не	6	8
41	в человеке	10	8
42	в котором	7	8
43	к достоевскому	3	8
44	не был	2	7
45	в самой	3	7
46	образ человека	2	7
47	того что	3	7
48	в конце	4	7
49	но в	6	7
50	ивана карамазова	4	7
51	к нему	11	7
52	в себе	5	7
53	он сам	6	6
54	должна быть	3	6
55	в том	8	6
56	все это	5	6
57	лишь в	2	6
58	ведет к	2	6
59	и на	7	6
60	достоевский не	3	6
61	он уже	2	6
62	только в	9	6
63	в которой	2	6
64	это не	3	5
65	достоевский в	5	5
66	если нет	2	5
67	для достоевского	4	5
68	у нас	2	5
69	как и	14	5
70	то что	5	5
71	нет и	3	5
72	в самую	2	5
73	уже в	4	4
74	в этих	4	4
75	не знает	4	4
76	достоевского не	8	4
77	отношение к	8	4
78	ни с	2	4
79	в их	4	4
80	отношения к	2	4
81	и по	2	4
82	а в	3	4
83	герои достоевского	2	4
84	точки зрения	19	4
85	в них	4	4
86	не как	6	4
87	один из	2	4
88	от него	3	4
89	она не	5	4
90	за пределы	5	4
91	что и	5	4
92	уже не	6	4
93	тем что	2	4
94	себя и	2	3
95	о себе	3	3
96	и вот	2	3
97	в братьях	2	3
98	достоевского но	3	3
99	этого мира	2	3
100	и их	6	3
101	не имеет	3	3
102	не так	2	3
103	должно быть	4	3
104	мир в	2	3
105	в момент	3	3
106	его в	3	3
107	так как	5	3
108	это очень	2	3
109	то есть	50	3
110	и с	7	3
111	с его	8	3
112	для них	3	3
113	в жизни	3	3
114	в ее	3	3
115	том что	7	3
116	есть и	3	3
117	не знают	2	3
118	ничего не	3	3
119	конечно не	6	3
120	себя в	2	3
121	бы и	3	3
122	сам достоевский	2	3
123	ко всем	2	3
124	братьях карамазовых	2	3
125	его личности	2	3
126	хотя бы	5	3
127	все его	3	3
128	за собой	2	2
129	и мир	5	2
130	и от	3	2
131	своих героев	2	2
132	раскольникова и	3	2
133	человека от	2	2
134	с их	4	2
135	записной книжке	2	2
136	с самим	2	2
137	него не	3	2
138	одним из	3	2
139	в виду	2	2
140	его с	2	2
141	его романах	4	2
142	жизни и	15	2
143	могут быть	4	2
144	по отношению	8	2
145	человека как	2	2
146	все эти	4	2
147	о мире	5	2
148	и что	2	2
149	достоевским в	2	2
150	идеи у	3	2
151	есть только	4	2
152	его творчества	5	2
153	людей и	2	2
154	сказать что	5	2
155	которую он	3	2
156	даже и	2	2
157	он и	4	2
158	в начале	2	2
159	в истории	2	2
160	как бы	15	2
161	о том	3	2
162	как он	4	2
163	не значит	2	2
164	человека с	2	2
165	бы в	5	2
166	с ним	8	2
167	по достоевскому	3	2
168	в основе	2	2
169	а как	4	2
170	к этой	2	2
171	если бы	2	2
172	жизни в	2	2
173	истину и	2	2
174	достоевский прежде	2	2
175	личности в	3	2
176	к этому	4	2
177	в преступлении	2	2
178	отношению к	8	2
179	мы видим	2	2
180	в то	5	2
181	все что	3	2
182	достоевского это	2	2
183	до сих	2	2
184	и к	2	2
185	о нем	6	2
186	относится к	2	2
187	все же	4	2
188	героев достоевского	4	2
189	по сравнению	2	2
190	идеи но	3	2
191	самого достоевского	2	2
192	сих пор	2	2
193	как в	4	2
194	мысли и	3	2
195	человеческой жизни	2	2
196	входит в	9	2
197	бы не	3	2
198	в той	3	2
199	и у	2	2
200	и как	2	2
201	и для	2	2
202	конце концов	3	2
203	достоевского как	5	2
204	творческого пути	2	2
205	на протяжении	3	2
206	от его	2	2
207	в идее	2	2
