N	2gram	Bakhtin_Fr_2	KFilosof
1	может быть	5	43
2	в его	18	39
3	в нем	9	31
4	не может	7	27
5	и не	15	26
6	и в	49	22
7	в себе	4	21
8	в ее	3	17
9	и его	17	17
10	только в	13	16
11	точки зрения	6	13
12	в этом	15	13
13	ни в	3	12
14	для него	9	12
15	но не	5	12
16	и это	3	12
17	все эти	7	11
18	в своей	5	11
19	к нему	3	11
20	в своем	5	10
21	все это	9	10
22	во всех	6	10
23	с точки	5	10
24	но и	13	9
25	в их	2	9
26	как бы	11	9
27	и все	3	9
28	его целом	3	9
29	не было	4	8
30	лишь в	4	8
31	было бы	3	8
32	жизни и	7	8
33	на основе	2	7
34	во всем	3	7
35	вовсе не	10	7
36	то что	6	7
37	в себя	6	7
38	в смысле	2	6
39	в том	3	6
40	но это	2	6
41	отношение к	8	6
42	смысл и	2	6
43	в мире	2	6
44	этот момент	4	6
45	совершенно не	2	6
46	менее всего	3	6
47	никогда не	5	5
48	то же	7	5
49	но все	4	5
50	именно в	6	5
51	с ним	4	5
52	но в	4	5
53	жизни в	3	5
54	как и	11	5
55	не только	17	5
56	все же	7	5
57	ко всему	2	5
58	там где	4	5
59	времени и	6	4
60	место в	3	4
61	что в	2	4
62	при этом	5	4
63	в своих	4	4
64	в одном	3	4
65	том что	4	4
66	а в	4	4
67	и т.д	2	4
68	лишь как	2	3
69	не дает	3	3
70	до конца	2	3
71	в виду	3	3
72	себе и	2	3
73	рядом с	6	3
74	и на	17	3
75	в ней	2	3
76	в то	6	3
77	о том	3	3
78	но здесь	3	3
79	всех этих	3	3
80	сознания и	2	3
81	еще не	2	3
82	для которого	3	3
83	на самом	2	3
84	культуры и	3	3
85	только с	3	3
86	тем что	4	3
87	могут быть	2	3
88	в другом	2	3
89	здесь не	2	3
90	ничего не	2	3
91	смысла и	2	2
92	та же	2	2
93	прежде всего	19	2
94	вследствие этого	2	2
95	же время	6	2
96	события и	2	2
97	в него	2	2
98	как к	2	2
99	и других	3	2
100	на первом	3	2
101	именно на	2	2
102	имеем в	2	2
103	и под	3	2
104	что только	2	2
105	с его	5	2
106	в жизни	4	2
107	думать что	2	2
108	что он	3	2
109	и смерти	5	2
110	жить и	4	2
111	культура в	2	2
112	в качестве	2	2
113	тот же	5	2
114	со всеми	2	2
115	и потому	5	2
116	и смысл	2	2
117	и эти	2	2
118	так и	6	2
119	в ту	2	2
120	это и	2	2
121	мы здесь	2	2
122	того чтобы	2	2
123	и эта	2	2
124	жизнь и	2	2
125	в этой	10	2
126	первом плане	3	2
127	же с	2	2
128	в области	4	2
