N	2gram	Bakhtin_Pr_2	Formalny
1	т е	26	34
2	и в	43	24
3	в его	10	23
4	прежде всего	10	22
5	и не	29	20
6	так и	3	18
7	и пр	2	17
8	не может	18	16
9	точки зрения	13	16
10	в этом	13	15
11	в нем	12	14
12	может быть	23	14
13	на почве	2	13
14	с точки	8	13
15	таким образом	5	13
16	и т	13	12
17	именно как	2	12
18	в своем	4	11
19	не менее	3	11
20	как и	14	11
21	должно быть	4	11
22	в своей	4	11
23	в их	3	11
24	вовсе не	5	10
25	и ее	3	10
26	в настоящее	2	10
27	и их	3	10
28	то же	8	10
29	а не	7	10
30	и его	8	10
31	настоящее время	2	10
32	в процессе	2	9
33	все это	5	9
34	в то	7	9
35	же время	5	8
36	то что	7	8
37	как в	2	8
38	т д	4	8
39	лишь в	8	8
40	и на	10	8
41	не в	11	8
42	и с	5	8
43	должна быть	3	7
44	до конца	4	7
45	не должна	3	7
46	в единстве	3	7
47	не только	11	7
48	но и	14	7
49	и все	6	6
50	и здесь	3	6
51	было бы	5	6
52	в том	6	6
53	более или	3	6
54	самом деле	5	6
55	до сих	7	6
56	в пределах	16	6
57	она не	3	6
58	еще не	9	6
59	как бы	22	6
60	сих пор	7	6
61	в целом	2	6
62	или менее	3	6
63	входит в	2	6
64	а в	5	6
65	отношения к	2	6
66	все эти	5	6
67	хотя бы	2	5
68	по себе	11	5
69	бы ни	2	5
70	у нас	2	5
71	лишь как	2	5
72	при этом	6	5
73	только на	3	5
74	со всею	3	5
75	и др	2	5
76	во всех	4	5
77	в самом	7	5
78	и до	4	5
79	как мы	10	5
80	того что	2	5
81	должны быть	2	5
82	с другой	4	5
83	но в	10	5
84	мы увидим	5	4
85	с его	4	4
86	никогда не	9	4
87	не как	6	4
88	стороны и	3	4
89	и к	3	4
90	для этого	2	4
91	если бы	3	4
92	конечно не	2	4
93	отношению к	5	4
94	быть и	2	4
95	так же	2	4
96	по отношению	5	4
97	в формах	3	4
98	т п	9	4
99	что в	4	4
100	во всяком	2	4
101	но не	5	3
102	в отношении	3	3
103	в них	4	3
104	в жизни	3	3
105	что он	13	3
106	к тому	4	3
107	для него	8	3
108	и всякое	2	3
109	и как	2	3
110	но это	4	3
111	в большинстве	9	3
112	в каждом	11	3
113	ни на	3	3
114	со всеми	3	3
115	но для	3	3
116	он не	9	3
117	оно должно	2	3
118	все же	3	3
119	отношение к	2	3
120	когда он	3	3
121	значение в	2	3
122	отличается от	2	3
123	на фоне	5	3
124	особенно в	2	3
125	мы не	4	3
126	и наконец	6	3
127	и даже	3	3
128	между ними	4	3
129	его в	3	3
130	целый ряд	2	3
131	наконец в	3	3
132	более того	4	3
133	нашей работы	2	3
134	в себе	5	3
135	в конкретном	3	3
136	этого слова	2	3
137	в художественном	3	3
138	здесь не	6	3
139	так сказать	6	3
140	бы в	5	3
141	а лишь	2	2
142	самый предмет	2	2
143	а как	4	2
144	сама по	4	2
145	к миру	2	2
146	его и	2	2
147	и со	3	2
148	это не	3	2
149	и особенно	2	2
150	с этим	2	2
151	в одном	12	2
152	что было	2	2
153	вопрос о	2	2
154	здесь в	3	2
155	но эта	2	2
156	ни было	2	2
157	ни в	2	2
158	в самой	4	2
159	уже не	3	2
160	по существу	3	2
161	но все	2	2
162	в различных	3	2
163	одна из	2	2
164	если мы	2	2
165	только в	4	2
166	от друга	2	2
167	как раз	4	2
168	и является	2	2
169	в него	7	2
170	за пределы	3	2
171	была бы	2	2
172	что и	3	2
173	не есть	2	2
174	у тургенева	4	2
175	друг от	2	2
176	на него	3	2
177	как если	2	2
178	всем этим	2	2
179	не на	4	2
180	в чужом	4	2
181	всего этого	2	2
182	чтобы не	2	2
183	и что	5	2
184	приводит к	6	2
185	раз и	2	2
186	ни одного	4	2
187	значение для	2	2
188	в результате	4	2
189	между тем	3	2
190	в своих	2	2
191	отношении к	2	2
192	ничего не	3	2
193	но ведь	5	2
194	если же	4	2
195	и это	4	2
196	в произведении	4	2
197	правда это	2	2
198	во всем	3	2
199	большинстве случаев	8	2
200	с ним	3	2
201	почти не	2	2
202	в эту	3	2
203	произведения как	2	2
204	что такое	2	2
