N	2gram	Bakhtin_sl_1	Formalny
1	поэтического языка	3	65
2	и в	41	38
3	в этом	12	27
4	может быть	14	23
5	поэтический язык	2	21
6	и его	14	21
7	таким образом	9	20
8	и не	16	20
9	в самом	5	16
10	прежде всего	8	15
11	не в	7	15
12	и т	28	14
13	не может	14	14
14	в нем	30	13
15	но и	16	13
16	связи с	2	13
17	языка и	12	12
18	в пределах	14	12
19	в поэзии	3	12
20	с его	4	11
21	языка как	4	11
22	в том	3	11
23	вовсе не	7	11
24	в его	13	10
25	с другими	5	10
26	и с	4	9
27	как и	4	9
28	при этом	6	9
29	в процессе	4	9
30	не только	16	9
31	на почве	4	9
32	т п	23	9
33	языка в	16	9
34	язык как	3	8
35	все же	7	8
36	так и	11	8
37	точки зрения	16	8
38	не могут	3	7
39	для него	3	7
40	по существу	3	7
41	слова и	13	7
42	в своей	7	7
43	язык и	10	7
44	в других	3	7
45	как мы	8	7
46	в поэтическом	7	7
47	лишь в	4	7
48	уже не	2	7
49	с точки	8	7
50	в первом	3	7
51	не было	3	6
52	все время	3	6
53	в результате	3	6
54	в истории	3	6
55	для понимания	2	6
56	и ее	3	6
57	в ней	4	6
58	литературный язык	8	6
59	было бы	3	6
60	в их	4	6
61	то же	14	6
62	все эти	9	6
63	а не	15	6
64	как такового	3	6
65	как раз	2	6
66	в языке	5	6
67	могут быть	19	6
68	он не	3	6
69	только в	6	6
70	а в	6	6
71	хотя бы	3	6
72	ни о	2	5
73	или иного	2	5
74	именно в	3	5
75	же время	12	5
76	в слове	7	5
77	по преимуществу	4	5
78	во всех	17	5
79	если мы	2	5
80	и речи	2	5
81	с этим	3	5
82	т д	5	5
83	и для	4	5
84	еще более	5	5
85	более того	3	5
86	в основе	5	5
87	в то	14	5
88	во всяком	7	5
89	всяком случае	5	5
90	языка а	3	5
91	оно не	6	4
92	не как	4	4
93	на фоне	7	4
94	к этому	2	4
95	к тому	3	4
96	лишь как	3	4
97	что они	2	4
98	чем он	2	4
99	в большинстве	10	4
100	совершенно не	2	4
101	в сущности	13	4
102	того или	2	4
103	известной степени	4	4
104	как бы	12	4
105	и к	5	4
106	из них	3	4
107	как в	8	4
108	другой стороны	4	4
109	входит в	4	4
110	в особенности	8	4
111	и наконец	4	4
112	и даже	6	4
113	именно как	2	4
114	одним словом	2	4
115	там где	4	4
116	языка у	3	4
117	здесь не	2	4
118	ничего не	4	4
119	так как	3	4
120	но в	8	4
121	одного из	2	3
122	всех этих	4	3
123	же как	2	3
124	для них	2	3
125	и др	14	3
126	и может	3	3
127	с другой	5	3
128	произведения не	2	3
129	из этих	3	3
130	а как	2	3
131	системы и	2	3
132	и здесь	3	3
133	зависимости от	3	3
134	время и	2	3
135	но именно	4	3
136	например в	2	3
137	в зависимости	3	3
138	к предмету	4	3
139	не является	2	3
140	не есть	2	3
141	в целом	2	3
142	литературного языка	20	3
143	быть и	4	3
144	только на	2	3
145	все это	5	3
146	так в	2	3
147	на самом	2	3
148	большинстве случаев	6	3
149	до известной	2	3
150	к нему	5	3
151	произведения и	2	3
152	того что	3	3
153	для того	2	3
154	между этими	2	3
155	роль в	2	3
156	мы не	2	3
157	или в	8	3
158	и на	14	3
159	хотя и	2	3
160	поэтического слова	9	3
161	как к	2	3
162	слова в	8	3
163	и все	4	3
164	его в	3	3
165	так сказать	5	3
166	от этого	2	3
167	смысла и	3	2
168	со всею	2	2
169	речи но	2	2
170	никогда не	3	2
171	в этих	2	2
172	в качестве	3	2
173	тому что	2	2
174	характерно что	2	2
175	перед нами	4	2
176	столь же	2	2
177	от его	3	2
178	или даже	2	2
179	это не	6	2
180	самом предмете	3	2
181	язык в	4	2
182	слово как	5	2
183	между ними	2	2
184	тем и	2	2
185	или вовсе	2	2
186	его как	2	2
187	в ее	2	2
188	до конца	12	2
189	как его	5	2
190	в широком	2	2
191	языковой системы	4	2
192	том что	2	2
193	то в	2	2
194	но не	2	2
195	системы языка	4	2
196	кроме того	4	2
197	она не	3	2
198	языка то	2	2
199	на один	2	2
200	как увидим	2	2
201	и о	2	2
202	слово у	2	2
203	на язык	2	2
204	же и	2	2
205	слова как	6	2
206	в котором	2	2
207	даже в	2	2
208	художественной обработке	2	2
209	один из	4	2
210	и тем	2	2
211	отношение к	7	2
212	в понимании	3	2
213	язык поэзии	2	2
214	в известной	2	2
215	на этом	2	2
216	точке зрения	2	2
217	и других	3	2
218	и всякое	2	2
219	в той	10	2
220	и по	2	2
221	должно быть	2	2
222	и иных	2	2
223	с ними	3	2
224	языка но	4	2
225	и то	2	2
226	формы и	3	2
227	сказать что	2	2
228	между тем	2	2
229	у толстого	4	2
230	широком смысле	2	2
231	он в	5	2
232	и от	4	2
233	языку как	4	2
234	и лингвистика	2	2
235	в рамки	2	2
236	они были	2	2
237	установка на	6	2
238	из этого	3	2
239	и этим	3	2
240	подхода к	5	2
241	потому что	2	2
242	от всякого	2	2
243	в которой	4	2
244	с ним	7	2
245	в плане	6	2
246	слово в	10	2
247	из него	2	2
248	произведения как	3	2
