N	2gram	Vinokur_St_1	Vladivir
1	и в	44	31
2	не только	18	24
3	но и	10	19
4	то что	18	18
5	и не	16	17
6	у него	2	15
7	и даже	5	15
8	он был	3	14
9	том что	29	14
10	что в	30	14
11	в этом	21	14
12	и с	3	14
13	что он	10	12
14	по поводу	7	12
15	в его	9	12
16	но в	10	12
17	в том	36	11
18	между прочим	2	11
19	потому что	6	11
20	о том	17	11
21	так что	6	10
22	и то	5	10
23	также и	9	10
24	он не	2	10
25	никогда не	5	9
26	а в	17	9
27	даже и	2	9
28	только в	10	9
29	в конце	3	9
30	и по	5	8
31	в то	9	8
32	так как	5	8
33	в москве	2	8
34	уже в	2	7
35	для него	6	7
36	об этом	3	7
37	и и	2	7
38	как раз	4	7
39	и его	8	7
40	как это	4	7
41	сказать что	7	7
42	еще и	2	7
43	е в	2	7
44	у нас	11	6
45	в качестве	4	6
46	того же	3	6
47	и потому	2	6
48	и сам	2	6
49	может быть	15	6
50	свое время	2	6
51	в котором	5	6
52	его жизни	3	6
53	так и	9	6
54	не может	8	6
55	то же	5	6
56	и что	4	6
57	на этот	3	6
58	а с	3	5
59	все это	5	5
60	вовсе не	19	5
61	на то	4	5
62	не в	12	5
63	видно что	3	5
64	в свое	2	5
65	а также	2	5
66	что и	6	5
67	жизни и	5	5
68	что же	6	5
69	не было	4	5
70	в своих	2	5
71	но он	2	5
72	я не	7	4
73	же время	4	4
74	в своем	2	4
75	что у	4	4
76	же касается	3	4
77	и все	2	4
78	в нем	5	4
79	для нас	7	4
80	в себе	2	4
81	да и	3	4
82	и вообще	3	4
83	как и	9	4
84	в этой	11	4
85	по своей	2	4
86	совсем не	2	4
87	такого рода	2	4
88	в своей	6	4
89	ни с	3	4
90	в истории	3	4
91	говорит что	3	4
92	и у	2	4
93	что для	3	4
94	несмотря на	2	4
95	дело в	6	4
96	в россии	4	4
97	к нему	2	4
98	в которой	4	4
99	этот раз	2	4
100	но на	2	3
101	в виде	3	3
102	с другой	9	3
103	и так	3	3
104	как в	13	3
105	по истории	2	3
106	но не	3	3
107	но это	6	3
108	но я	4	3
109	что они	7	3
110	ничего не	2	3
111	за пределы	2	3
112	все же	8	3
113	в целом	5	3
114	отношение к	2	3
115	на него	2	3
116	другой стороны	7	3
117	в отношении	9	3
118	и речи	2	3
119	таким образом	7	3
120	все эти	5	3
121	если не	2	3
122	о которой	3	3
123	свидетельствует о	2	3
124	и очень	4	3
125	что этот	2	3
126	это можно	3	3
127	что касается	3	3
128	в начале	3	3
129	во время	3	3
130	то есть	2	3
131	молодой человек	2	2
132	тем что	5	2
133	нисколько не	2	2
134	эта книга	2	2
135	не менее	5	2
136	в частности	4	2
137	по этому	3	2
138	и такие	2	2
139	хотя бы	6	2
140	по существу	2	2
141	к концу	2	2
142	что все	2	2
143	то обстоятельство	2	2
144	и я	3	2
145	ясно что	10	2
146	в тех	3	2
147	тем не	2	2
148	очень мало	3	2
149	и можно	2	2
150	ни в	3	2
151	это и	4	2
152	тем более	4	2
153	более что	2	2
154	то время	2	2
155	не имели	2	2
156	что с	2	2
157	еще не	3	2
158	при этом	2	2
159	того что	9	2
160	было бы	17	2
161	кажется что	3	2
162	совершенно не	5	2
163	что на	2	2
164	в самом	7	2
165	конечно не	2	2
166	нас нет	7	2
167	всяком случае	6	2
168	даже в	3	2
169	для себя	3	2
170	и т	30	2
171	в свой	2	2
172	из них	8	2
173	не по	3	2
174	дело не	4	2
175	со стороны	6	2
176	что она	4	2
177	а именно	3	2
178	даже не	4	2
179	так например	7	2
180	как к	3	2
181	т д	21	2
182	и для	3	2
183	начиная с	2	2
184	и сейчас	4	2
185	этой области	5	2
186	лишь в	3	2
187	тем самым	2	2
188	и за	3	2
189	того чтобы	11	2
190	для того	10	2
191	что мы	5	2
192	по его	2	2
193	в очень	3	2
194	той же	5	2
195	следующие слова	2	2
196	в результате	3	2
197	во всяком	6	2
198	больше чем	2	2
199	точки зрения	11	2
200	в каком	3	2
201	обстоятельство что	3	2
202	из этих	6	2
203	о котором	2	2
204	и это	2	2
205	ответ на	3	2
206	в чем	3	2
