N	3gram	Vinokur_Ku_1	Myshleni
1	в том что	15	19
2	с точки зрения	9	10
3	по отношению к	8	10
4	для того чтобы	15	8
5	к тому что	2	7
6	в силу того	2	5
7	можно было бы	3	5
8	силу того что	2	5
9	в зависимости от	5	5
10	заключается в том	2	5
11	и того же	2	4
12	на то что	2	4
13	одного и того	2	4
14	том что оно	2	3
15	в первую очередь	2	3
16	в этом отношении	5	3
17	до сих пор	4	3
18	а только в	2	2
19	в этом случае	2	2
20	с другой стороны	6	2
21	в связи с	3	2
22	состоит в том	3	2
23	не может быть	3	2
24	в этом смысле	3	2
25	вместе с тем	3	2
