N	2gram	Bakhtin_sl_1	Psycholo
1	и в	41	31
2	в том	3	30
3	и т	28	26
4	то есть	26	26
5	может быть	14	22
6	таким образом	9	20
7	при этом	6	19
8	так как	3	18
9	не может	14	17
10	как и	4	16
11	том что	2	16
12	и не	16	16
13	т п	23	16
14	точки зрения	16	15
15	только в	6	14
16	а не	15	13
17	не только	16	13
18	так же	2	12
19	если мы	2	12
20	мы не	2	12
21	в этом	12	12
22	в самом	5	11
23	могут быть	19	11
24	не в	7	11
25	в сущности	13	10
26	того что	3	10
27	потому что	2	10
28	как в	8	9
29	никогда не	3	8
30	все это	5	8
31	т д	5	8
32	во всяком	7	8
33	и его	14	7
34	сказать что	2	7
35	о том	3	7
36	вовсе не	7	6
37	зависимости от	3	6
38	одной стороны	4	6
39	до конца	12	6
40	было бы	3	6
41	из этих	3	6
42	всяком случае	5	6
43	а в	6	6
44	для того	2	6
45	и даже	6	6
46	в его	13	6
47	формы и	3	5
48	и все	4	5
49	не является	2	5
50	в ее	2	5
51	все же	7	5
52	так что	2	5
53	мы видим	2	5
54	с одной	4	5
55	то время	2	5
56	для нас	2	5
57	она не	3	5
58	совершенно не	2	5
59	как бы	12	5
60	был бы	2	5
61	в зависимости	3	5
62	в целом	2	5
63	в процессе	4	5
64	другой стороны	4	5
65	и для	4	5
66	то же	14	5
67	с другой	5	5
68	время как	2	5
69	в то	14	5
70	к тому	3	4
71	в которой	4	4
72	в котором	2	4
73	все время	3	4
74	прежде всего	8	4
75	тому что	2	4
76	столь же	2	4
77	в себе	3	4
78	по существу	3	4
79	же как	2	4
80	одна из	2	4
81	у него	3	4
82	у нас	2	4
83	и о	2	4
84	точка зрения	8	4
85	один из	4	4
86	в этих	2	4
87	к этому	2	4
88	те же	2	4
89	и у	2	4
90	с этой	3	4
91	в результате	3	4
92	там где	4	4
93	между тем	2	4
94	не могут	3	3
95	в частности	2	3
96	его и	3	3
97	в своем	3	3
98	точку зрения	3	3
99	евгении онегине	2	3
100	что все	2	3
101	в каждом	4	3
102	и к	5	3
103	точек зрения	5	3
104	но не	2	3
105	смысле слова	2	3
106	до сих	2	3
107	у каждого	2	3
108	например в	2	3
109	хотя и	2	3
110	в слове	7	3
111	он не	3	3
112	сих пор	2	3
113	не есть	2	3
114	в своей	7	3
115	и той	2	3
116	так и	11	3
117	только на	2	3
118	не было	3	3
119	и других	3	3
120	и по	2	3
121	той же	2	3
122	роль в	2	3
123	почти всегда	3	3
124	с этим	3	3
125	слова в	8	3
126	но в	8	3
127	в основе	5	2
128	в известном	2	2
129	в другой	2	2
130	и там	3	2
131	в них	6	2
132	и во	3	2
133	и от	4	2
134	с ним	7	2
135	и здесь	3	2
136	том и	2	2
137	мы найдем	3	2
138	есть для	2	2
139	уже не	2	2
140	и потому	4	2
141	что они	2	2
142	более или	3	2
143	автора или	2	2
144	в качестве	3	2
145	того же	6	2
146	от других	2	2
147	и может	3	2
148	на один	2	2
149	это отношение	2	2
150	том же	4	2
151	и следовательно	7	2
152	далеко не	5	2
153	в него	3	2
154	на почве	4	2
155	даже в	2	2
156	речь и	3	2
157	наконец в	2	2
158	и тем	2	2
159	в нем	30	2
160	отношение к	7	2
161	из них	3	2
162	зрения на	7	2
163	но и	16	2
164	в евгении	2	2
165	или менее	3	2
166	как мы	8	2
167	как раз	2	2
168	эта внутренняя	2	2
169	на самом	2	2
170	к нему	5	2
171	с точки	8	2
172	ничего не	4	2
173	нас в	2	2
174	в особый	2	2
175	как к	2	2
176	бы ни	3	2
177	и с	4	2
178	мы все	2	2
179	бы и	3	2
180	в сознании	2	2
181	и то	2	2
182	ту же	4	2
183	в поэзии	3	2
184	его в	3	2
185	из этого	3	2
186	поэзии и	4	2
187	в одном	2	2
188	оно было	2	2
