N	2gram	Potebnia_M_2	Psycholo
1	то что	20	44
2	и в	24	33
3	в этом	8	28
4	как бы	9	25
5	и что	4	25
6	потому что	49	24
7	для того	5	23
8	может быть	23	22
9	том что	8	22
10	того чтобы	2	22
11	что в	16	21
12	в том	18	21
13	о том	5	20
14	что он	4	20
15	только что	3	15
16	как это	2	14
17	что это	3	13
18	таким образом	11	13
19	и не	19	13
20	так же	2	13
21	сказать что	2	13
22	то есть	30	13
23	все это	2	13
24	в самом	4	12
25	и все	3	12
26	так как	10	12
27	было бы	13	12
28	если мы	3	12
29	самом деле	2	12
30	что все	2	11
31	на то	5	10
32	что она	3	10
33	не может	12	10
34	в его	2	10
35	если бы	11	10
36	и если	4	9
37	по себе	15	9
38	то же	12	9
39	в каком	3	8
40	вместе с	11	8
41	для нас	31	7
42	так что	10	7
43	в нем	9	7
44	и только	6	7
45	не только	15	7
46	тому что	2	6
47	это не	3	6
48	в самой	3	6
49	что они	5	6
50	в ней	3	6
51	и т	6	6
52	все эти	2	6
53	но он	2	6
54	что мы	11	6
55	когда мы	2	6
56	во время	4	6
57	как на	3	6
58	у него	2	6
59	мы видим	2	6
60	мы должны	2	6
61	на самом	2	6
62	а не	18	6
63	в себе	10	6
64	самого начала	2	5
65	никогда не	4	5
66	в какой	2	5
67	с самого	2	5
68	и как	6	5
69	в целом	3	5
70	мы не	11	5
71	что для	3	5
72	и на	8	5
73	вовсе не	9	5
74	как он	4	5
75	только после	2	5
76	полагает что	3	5
77	с ним	5	5
78	мы можем	12	5
79	с этим	7	5
80	как и	7	5
81	и может	3	5
82	и его	2	5
83	все же	5	5
84	и это	2	5
85	и есть	2	4
86	что у	2	4
87	так например	3	4
88	и уже	5	4
89	из них	5	4
90	а в	8	4
91	и других	2	4
92	того что	7	4
93	с тем	4	4
94	на нас	3	4
95	в жизни	2	4
96	к этому	2	4
97	у нас	2	4
98	одна из	4	4
99	на него	3	4
100	что не	5	4
101	той же	3	4
102	в таком	4	4
103	по поводу	6	4
104	могла бы	3	4
105	только в	11	4
106	слова и	3	4
107	в которой	5	4
108	не то	2	4
109	это было	2	4
110	и затем	2	3
111	сама по	2	3
112	что если	6	3
113	с одной	4	3
114	что оно	4	3
115	кажется нам	2	3
116	точно так	9	3
117	что может	2	3
118	мы легко	2	3
119	что его	3	3
120	которой мы	2	3
121	тот же	5	3
122	должно быть	2	3
123	на этом	2	3
124	не можем	6	3
125	одной стороны	3	3
126	например в	3	3
127	вслед за	3	3
128	но если	2	3
129	всяком случае	7	3
130	то это	3	3
131	но и	9	3
132	не было	6	3
133	их в	2	3
134	и здесь	2	3
135	в то	6	3
136	во все	2	3
137	его в	3	3
138	том как	3	3
139	всех этих	2	3
140	смысле этого	3	3
141	в одном	6	3
142	но не	12	3
143	указывает на	2	3
144	до сих	4	3
145	мы в	3	3
146	сами по	7	3
147	что и	11	3
148	сих пор	4	3
149	так и	5	3
150	как в	10	3
151	тем самым	4	3
152	и для	3	3
153	во всяком	7	3
154	тем что	7	3
155	т п	3	3
156	далеко не	3	3
157	этого слова	6	3
158	место в	4	2
159	уже в	5	2
160	с чем	3	2
161	столь же	5	2
162	с другой	6	2
163	и от	3	2
164	из этих	4	2
165	на все	3	2
166	прежде всего	7	2
167	вопрос о	2	2
168	самое это	3	2
169	мы знаем	2	2
170	в нее	4	2
171	но все	2	2
172	такой же	4	2
173	что ему	2	2
174	же время	2	2
175	и другое	4	2
176	в нашей	2	2
177	при этом	13	2
178	в действительности	2	2
179	заключить что	2	2
180	и той	2	2
181	в котором	4	2
182	один из	2	2
183	но мы	3	2
184	нам кажется	4	2
185	мысли о	4	2
186	она есть	2	2
187	допустим что	2	2
188	другой стороны	2	2
189	быть не	3	2
190	т д	3	2
191	те же	3	2
192	образом в	4	2
193	к другой	2	2
194	к таким	2	2
195	не имеет	6	2
196	есть только	6	2
197	его не	3	2
198	время как	4	2
199	нужные для	2	2
200	одно из	3	2
201	во всем	2	2
202	могли бы	2	2
203	не в	13	2
204	человеческой природы	2	2
205	и потому	2	2
206	бы не	5	2
207	но в	4	2
208	не заметно	3	2
209	сам по	4	2
210	что ни	2	2
211	с его	2	2
212	в них	5	2
213	думать что	3	2
214	о которых	3	2
215	кажется что	3	2
216	во всех	7	2
217	не все	2	2
218	с таким	3	2
219	на две	2	2
220	со стороны	3	2
221	внимание на	2	2
222	не на	2	2
223	в словах	3	2
224	а с	2	2
225	необходимые для	2	2
226	одной и	2	2
227	то время	4	2
228	хотя бы	2	2
229	тому как	4	2
230	и то	3	2
231	ничем не	2	2
232	между двумя	6	2
233	связи с	6	2
234	что нет	2	2
