N	2gram	Trubetskoy_1	Istorich
1	что он	7	24
2	не только	7	18
3	может быть	16	17
4	никогда не	4	15
5	и в	23	15
6	но и	9	14
7	так как	7	14
8	так же	8	13
9	что в	8	12
10	знаем что	8	12
11	а в	3	12
12	то что	18	12
13	в этих	3	11
14	мы знаем	10	11
15	и не	8	11
16	в этом	12	11
17	что они	2	10
18	его в	5	10
19	то же	4	10
20	с тем	2	9
21	еще не	5	9
22	все же	13	9
23	в другом	2	9
24	потому что	9	9
25	связи с	4	8
26	он не	3	8
27	мы можем	6	8
28	очень много	3	8
29	том что	19	7
30	в нем	3	7
31	вместе с	6	7
32	сих пор	8	7
33	таким образом	31	7
34	не в	8	7
35	так что	5	6
36	до сих	8	6
37	мы уже	4	6
38	что это	5	6
39	в его	5	6
40	как бы	10	6
41	что и	7	6
42	и что	8	6
43	в том	30	6
44	только в	6	6
45	но в	4	6
46	с этим	11	5
47	прежде всего	3	5
48	этом случае	4	5
49	к тому	8	5
50	но все	5	5
51	она не	2	5
52	было бы	3	5
53	же как	3	5
54	в котором	2	5
55	на него	2	5
56	так и	10	5
57	что при	6	5
58	не может	17	5
59	в связи	3	5
60	и наконец	3	5
61	к нему	2	5
62	с одной	3	4
63	вопрос о	3	4
64	у него	5	4
65	для нас	3	4
66	в этой	6	4
67	при этом	9	4
68	в ней	3	4
69	что эти	2	4
70	другими словами	2	4
71	они должны	3	4
72	они не	2	4
73	и с	5	4
74	и на	6	4
75	в себе	5	4
76	мы должны	4	4
77	все эти	19	4
78	всех этих	4	3
79	но по	3	3
80	в состоянии	4	3
81	из этих	8	3
82	на то	9	3
83	одной стороны	2	3
84	между прочим	2	3
85	но если	2	3
86	о том	7	3
87	отношению к	9	3
88	выше мы	4	3
89	в их	4	3
90	все это	11	3
91	по отношению	9	3
92	в себя	2	3
93	того что	6	3
94	как будто	5	3
95	что мы	4	3
96	и это	3	3
97	если это	2	3
98	на вопрос	4	2
99	я не	2	2
100	не было	2	2
101	и социальной	2	2
102	и более	2	2
103	он должен	2	2
104	себя и	2	2
105	с другой	6	2
106	это не	3	2
107	и так	2	2
108	но с	2	2
109	в жизни	3	2
110	представление о	3	2
111	на самом	7	2
112	не знает	2	2
113	в тех	3	2
114	что у	2	2
115	а затем	2	2
116	именно в	5	2
117	что под	2	2
118	по существу	6	2
119	как и	9	2
120	мы видели	2	2
121	в силу	7	2
122	такой же	2	2
123	одна из	2	2
124	но не	2	2
125	одно из	3	2
126	ни один	3	2
127	и может	3	2
128	того чтобы	8	2
129	и если	6	2
130	и из	2	2
131	и для	6	2
132	в сущности	2	2
133	хотя бы	4	2
134	с ее	2	2
135	на этой	2	2
136	из них	5	2
137	во всех	10	2
138	и их	5	2
139	оказывается что	5	2
140	показывают что	2	2
141	и только	2	2
142	другой стороны	5	2
143	в разных	3	2
144	а с	4	2
145	совершенно ясно	2	2
146	самом деле	12	2
147	тем самым	3	2
148	к таким	2	2
149	и по	3	2
150	с ними	2	2
151	и то	4	2
152	в которых	2	2
153	и ее	2	2
154	при помощи	3	2
155	что эта	4	2
156	на нее	2	2
157	их в	2	2
158	в которой	5	2
159	в эту	2	2
160	тому же	6	2
161	в виду	2	2
162	из него	2	2
