N	2gram	Potebnia_M_1	Myshleni
1	то что	10	26
2	в этом	15	25
3	потому что	52	21
4	таким образом	13	19
5	в том	26	18
6	не может	22	18
7	точки зрения	8	18
8	того чтобы	2	17
9	что в	22	16
10	и в	39	16
11	того что	8	16
12	так как	21	16
13	не только	21	16
14	так же	5	15
15	том что	16	15
16	для того	3	14
17	в сущности	2	13
18	сказать что	3	13
19	отношению к	13	12
20	вопрос о	4	12
21	по отношению	13	12
22	и не	18	12
23	и что	10	12
24	и развития	2	12
25	развития и	3	11
26	в его	5	11
27	из того	2	11
28	но не	8	10
29	было бы	12	10
30	как мы	2	10
31	а не	21	10
32	только в	25	10
33	может быть	27	9
34	с точки	3	9
35	понятий в	2	8
36	должно быть	7	8
37	о том	2	8
38	если бы	14	8
39	как и	9	8
40	мы должны	3	8
41	он не	3	8
42	то же	6	8
43	тем самым	4	8
44	и есть	2	7
45	в нем	20	7
46	но он	2	7
47	того же	3	7
48	так и	13	7
49	по себе	10	7
50	если мы	3	7
51	что все	3	6
52	не в	15	6
53	в этой	3	6
54	и следовательно	2	6
55	но если	2	6
56	но и	20	6
57	что оно	2	6
58	в мысли	8	6
59	могли бы	2	6
60	но в	9	6
61	языка и	17	6
62	к тому	4	6
63	этот вопрос	2	6
64	мы можем	2	6
65	речи и	10	6
66	самого начала	3	5
67	должна быть	3	5
68	никогда не	4	5
69	тому что	3	5
70	в своем	3	5
71	на все	2	5
72	показывает что	3	5
73	в деятельности	2	5
74	для него	4	5
75	как бы	6	5
76	хотя бы	2	5
77	еще более	2	5
78	заключается в	3	5
79	этой теории	4	5
80	в то	4	5
81	с ним	3	5
82	тогда когда	9	5
83	он должен	2	5
84	как в	10	5
85	мысли и	9	5
86	только что	2	5
87	того как	6	5
88	с самого	3	5
89	тем что	9	5
90	в которой	2	5
91	не могут	4	4
92	зависит от	5	4
93	что если	3	4
94	с другой	7	4
95	это не	7	4
96	с этой	2	4
97	в теории	2	4
98	сама по	3	4
99	а только	4	4
100	так что	16	4
101	в свою	4	4
102	при этом	6	4
103	в самом	3	4
104	на этот	2	4
105	в целом	2	4
106	друг от	2	4
107	от друга	2	4
108	и их	3	4
109	и другое	3	4
110	речь и	2	4
111	не имеет	5	4
112	и по	6	4
113	что мы	4	4
114	к которому	3	4
115	бы в	4	4
116	мысли в	9	4
117	в состоянии	3	4
118	мысль что	5	4
119	мы видим	4	4
120	тем более	2	4
121	еще не	6	4
122	за пределы	2	4
123	не есть	10	4
124	вместе с	8	4
125	к мысли	2	4
126	той же	3	4
127	тому как	4	4
128	и то	3	4
129	могут быть	9	4
130	подобно тому	3	4
131	не менее	6	3
132	перейти к	2	3
133	одного и	2	3
134	прежде всего	4	3
135	в смысле	4	3
136	из основных	2	3
137	и как	6	3
138	но это	5	3
139	свою очередь	4	3
140	одной стороны	3	3
141	но как	3	3
142	в действительности	4	3
143	и тем	3	3
144	мы видели	4	3
145	от того	4	3
146	в их	2	3
147	восприятия и	3	3
148	с одной	3	3
149	сознания в	2	3
150	как на	3	3
151	а в	5	3
152	и с	3	3
153	в первом	5	3
154	в этих	7	3
155	к этой	3	3
156	как она	3	3
157	пути развития	2	3
158	между тем	5	3
159	мы не	10	3
160	и более	2	3
161	с тем	5	3
162	только не	2	3
163	с этим	7	3
164	в одном	8	3
165	что мысль	4	3
166	вопрос об	3	3
167	таким же	2	3
168	все же	6	3
169	и того	2	3
170	то в	5	3
171	чем в	2	3
172	и может	2	3
173	никак не	2	3
174	а потому	10	3
175	что и	6	3
176	вытекает из	2	3
177	и его	5	3
178	связи с	3	3
179	ничего общего	2	3
180	вопроса о	2	3
181	только для	3	2
182	мы будем	2	2
183	самый процесс	2	2
184	не иначе	3	2
185	друг другу	3	2
186	столь же	3	2
187	и от	3	2
188	теории и	2	2
189	к одному	2	2
190	но все	2	2
191	находятся в	3	2
192	очевидно что	3	2
193	по поводу	3	2
194	не имеют	5	2
195	имеет место	2	2
196	одним из	2	2
197	в ней	7	2
198	в виду	2	2
199	по мере	6	2
200	в своей	3	2
201	отношений между	3	2
202	другой стороны	5	2
203	то и	7	2
204	язык и	5	2
205	закон развития	2	2
206	иначе как	2	2
207	и даже	4	2
208	что для	3	2
209	понятия и	3	2
210	к ним	2	2
211	в своих	4	2
212	мы постараемся	2	2
213	говорит он	4	2
214	в истории	7	2
215	в более	4	2
216	это будет	2	2
217	том как	3	2
218	в единстве	2	2
219	их и	2	2
220	в них	3	2
221	в жизни	3	2
222	но при	3	2
223	вовсе не	5	2
224	стороны и	2	2
225	есть не	2	2
226	то это	5	2
227	же в	2	2
228	у нас	2	2
229	во всем	4	2
230	все что	2	2
231	слов и	4	2
232	жизни и	2	2
233	никто не	3	2
234	во внимание	3	2
235	и потому	5	2
236	во всех	5	2
237	на основании	2	2
238	только на	3	2
239	но с	2	2
240	его на	2	2
241	должны быть	7	2
242	языка не	5	2
243	во всяком	3	2
244	само по	4	2
245	как будто	2	2
246	об отношении	3	2
247	из этого	2	2
248	образом что	2	2
249	которые не	2	2
