N	2gram	Bakhtin_sl_2	Psycholo
1	то что	2	32
2	и в	39	31
3	в том	5	30
4	и т	35	26
5	то есть	26	26
6	что в	3	23
7	может быть	37	22
8	таким образом	8	20
9	при этом	7	19
10	так как	4	18
11	не может	20	17
12	как и	6	16
13	том что	5	16
14	и не	22	16
15	т п	33	16
16	точки зрения	8	15
17	только в	5	14
18	а не	14	13
19	не только	24	13
20	что и	3	13
21	мы не	2	12
22	в этом	16	12
23	с таким	2	11
24	могут быть	7	11
25	не в	9	11
26	в области	2	11
27	в сущности	6	10
28	по себе	5	9
29	ни в	4	9
30	как в	13	9
31	никогда не	7	8
32	вместе с	2	8
33	все это	16	8
34	т д	2	8
35	во всяком	3	8
36	что он	2	7
37	и его	33	7
38	того чтобы	2	7
39	сказать что	3	7
40	о том	2	7
41	вовсе не	10	6
42	зависимости от	4	6
43	одной стороны	5	6
44	до конца	17	6
45	всяком случае	2	6
46	а в	4	6
47	для того	2	6
48	и даже	7	6
49	в его	7	6
50	и все	5	5
51	тогда когда	2	5
52	все же	6	5
53	х годов	2	5
54	с одной	5	5
55	для нас	5	5
56	она не	6	5
57	как бы	7	5
58	в зависимости	4	5
59	в процессе	13	5
60	и для	5	5
61	то же	4	5
62	с другой	5	5
63	в то	4	5
64	и другие	2	4
65	прежде всего	8	4
66	в себе	2	4
67	отличие от	13	4
68	одна из	4	4
69	мы увидим	2	4
70	у него	3	4
71	со всеми	2	4
72	точка зрения	2	4
73	один из	5	4
74	в этих	7	4
75	те же	2	4
76	для всех	4	4
77	в результате	2	4
78	там где	6	4
79	между тем	3	4
80	как это	3	4
81	дело с	4	3
82	уже в	2	3
83	не могут	5	3
84	его и	2	3
85	в своем	6	3
86	точку зрения	3	3
87	должна быть	3	3
88	в собственном	3	3
89	стороны и	3	3
90	и к	6	3
91	точек зрения	3	3
92	это и	2	3
93	но это	3	3
94	но не	6	3
95	все что	2	3
96	до сих	2	3
97	например в	5	3
98	хотя и	2	3
99	в слове	6	3
100	он не	2	3
101	но мы	2	3
102	сих пор	2	3
103	жизни и	6	3
104	собственном смысле	3	3
105	так и	15	3
106	в отличие	12	3
107	мышления и	5	3
108	не было	2	3
109	что оно	4	3
110	и других	4	3
111	той же	3	3
112	роль в	2	3
113	в таком	4	3
114	с этим	2	3
115	нуждается в	2	3
116	слова в	13	3
117	внутреннюю форму	2	3
118	во всем	4	3
119	может стать	2	3
120	но в	6	3
121	в основе	4	2
122	не менее	4	2
123	сама по	3	2
124	независимо от	2	2
125	если она	3	2
126	и как	3	2
127	и там	3	2
128	в них	6	2
129	и от	3	2
130	человека и	3	2
131	не всегда	2	2
132	с ним	7	2
133	и здесь	2	2
134	уже не	5	2
135	п все	3	2
136	и потому	7	2
137	только о	2	2
138	себя и	4	2
139	более или	2	2
140	очень легко	2	2
141	и их	5	2
142	далеко не	2	2
143	в него	7	2
144	на почве	4	2
145	даже в	2	2
146	наконец в	4	2
147	в нем	19	2
148	мы видели	2	2
149	не знаем	2	2
150	отношение к	4	2
151	зрения на	2	2
152	но и	21	2
153	и дальше	3	2
154	или менее	2	2
155	без всякого	2	2
156	как мы	7	2
157	отличается от	2	2
158	в связи	2	2
159	этом отношении	3	2
160	в себя	2	2
161	к нему	3	2
162	с точки	3	2
163	от него	5	2
164	его не	4	2
165	отметить что	3	2
166	в чем	3	2
167	как к	3	2
168	и с	9	2
169	как например	2	2
170	бы и	3	2
171	но как	2	2
172	ту же	3	2
173	в поэзии	2	2
174	его в	4	2
175	как он	2	2
176	почти все	2	2
177	в одном	2	2
178	или как	4	2
179	оно было	2	2
