N	2gram	Propp_Isto_7	DiskursI
1	при этом	4	17
2	в качестве	3	16
3	и в	24	16
4	может быть	14	16
5	как и	6	16
6	в этом	12	16
7	и не	4	15
8	а не	8	14
9	представляет собой	4	11
10	но и	11	11
11	тогда как	3	11
12	но в	5	11
13	том что	10	10
14	не только	21	10
15	своего рода	4	10
16	со стороны	2	10
17	так и	5	9
18	не может	14	9
19	в том	7	8
20	как в	12	8
21	не менее	5	7
22	прежде всего	2	7
23	в нем	6	7
24	ни в	2	7
25	но не	6	7
26	в данном	4	7
27	с его	3	6
28	еще не	8	6
29	все же	9	6
30	данном случае	3	6
31	то же	8	6
32	что в	13	5
33	с другой	9	5
34	то что	7	5
35	и на	2	5
36	в то	2	5
37	к этому	2	4
38	одной стороны	5	4
39	как бы	4	4
40	с одной	5	4
41	потому что	9	4
42	в основе	2	4
43	точки зрения	4	4
44	о том	9	4
45	перед нами	2	3
46	восходит к	2	3
47	в этих	13	3
48	в них	3	3
49	это не	10	3
50	не столько	3	3
51	из этих	3	3
52	и все	6	3
53	где герой	3	3
54	уже не	2	3
55	не в	9	3
56	например в	3	3
57	он не	6	3
58	в русской	5	3
59	в котором	2	3
60	из них	2	3
61	и ее	2	3
62	все эти	2	3
63	и наконец	3	3
64	и его	3	3
65	но это	3	3
66	только в	6	3
67	его в	3	3
68	же как	4	2
69	никогда не	4	2
70	а потом	2	2
71	первый взгляд	4	2
72	стороны и	2	2
73	к которой	2	2
74	на первый	4	2
75	что он	21	2
76	того же	2	2
77	рассказ о	2	2
78	отношение к	5	2
79	со своим	4	2
80	в первую	7	2
81	что и	8	2
82	вместе с	7	2
83	с ней	3	2
84	там же	2	2
85	все это	8	2
86	другой стороны	8	2
87	а в	10	2
88	и это	2	2
89	здесь не	2	2
90	но здесь	2	2
91	мы имеем	12	2
92	но при	2	2
