N	2gram	Tiupa_Lite_3	Marksizm
1	может быть	12	28
2	и в	16	19
3	как бы	8	19
4	и не	22	19
5	не может	8	18
6	точки зрения	7	17
7	то же	9	16
8	и его	6	16
9	как мы	2	15
10	в этом	14	15
11	лишь в	5	14
12	не только	14	13
13	с точки	3	13
14	связи с	2	13
15	в нем	2	11
16	если бы	2	11
17	не в	10	10
18	но и	14	10
19	том что	8	10
20	так и	9	10
21	и т.п	6	10
22	для него	2	9
23	при этом	15	9
24	в основе	5	9
25	как и	5	9
26	самом деле	3	9
27	а не	12	9
28	отнюдь не	3	8
29	же время	7	8
30	по отношению	4	8
31	в то	9	8
32	с его	6	8
33	отношению к	4	8
34	только в	7	8
35	никогда не	4	7
36	в том	12	7
37	его в	2	7
38	но в	3	7
39	прежде всего	3	7
40	и для	4	7
41	к тому	6	6
42	и как	3	6
43	в свою	2	6
44	того чтобы	2	6
45	в самом	3	6
46	ни было	2	6
47	же самое	2	6
48	между тем	3	6
49	более того	3	6
50	во всех	2	6
51	для того	2	6
52	то ни	2	5
53	или иной	2	5
54	так же	2	5
55	и на	2	5
56	лишь на	2	5
57	к этому	2	5
58	того же	2	5
59	совершенно не	3	5
60	в его	6	5
61	все же	2	5
62	в данном	4	5
63	это не	5	4
64	на то	2	4
65	той или	2	4
66	то что	12	4
67	и тем	3	4
68	бы то	2	4
69	того что	9	4
70	с ними	2	4
71	в единстве	3	4
72	как раз	2	4
73	что он	5	4
74	было бы	2	4
75	для себя	2	4
76	в слове	3	4
77	и ее	2	4
78	в себе	6	4
79	с другой	6	3
80	в этой	8	3
81	одной стороны	4	3
82	а в	5	3
83	с одной	4	3
84	в другом	6	3
85	должно быть	4	3
86	в живом	2	3
87	о том	6	3
88	сознания и	2	3
89	для его	3	3
90	не как	2	3
91	по себе	2	3
92	в ее	5	3
93	у нас	2	3
94	в качестве	5	3
95	еще не	6	3
96	что и	2	3
97	в своей	7	3
98	в отличие	5	3
99	той же	3	3
100	отличие от	5	3
101	место в	4	2
102	все время	3	2
103	что в	2	2
104	все более	2	2
105	не знает	2	2
106	вопрос о	2	2
107	тому же	5	2
108	как о	2	2
109	до конца	4	2
110	о чем	3	2
111	одним из	4	2
112	жизни и	3	2
113	отношения к	3	2
114	именно в	5	2
115	и даже	2	2
116	как на	3	2
117	и с	2	2
118	он и	2	2
119	xix века	2	2
120	в начале	4	2
121	это будет	2	2
122	то есть	5	2
123	установка на	2	2
124	в жизни	8	2
125	стороны и	2	2
126	не с	2	2
127	на слово	2	2
128	но не	4	2
129	и потому	2	2
130	себя в	7	2
131	в самый	2	2
132	и тогда	2	2
133	за бортом	2	2
134	здесь как	2	2
135	что не	2	2
136	ориентировано на	2	2
137	тем что	2	2
138	далеко не	2	2
139	бытия в	2	2
140	там где	3	2
141	вместе с	5	2
