N	2gram	Voloshinov_2	Mirosoze
1	и в	19	46
2	в нем	11	22
3	это –	9	22
4	у него	2	22
5	может быть	28	21
6	в этом	15	20
7	никогда не	7	18
8	для него	9	18
9	и не	19	18
10	не только	13	18
11	но и	10	15
12	не может	18	15
13	как и	9	13
14	не есть	3	13
15	а не	9	13
16	прежде всего	7	12
17	друг друга	2	12
18	не было	3	11
19	в ней	3	11
20	у нас	3	11
21	и он	2	11
22	но в	7	10
23	он не	3	10
24	в себе	4	10
25	он был	2	9
26	не в	10	9
27	не знает	2	9
28	как бы	19	8
29	в своем	2	8
30	так как	3	8
31	связана с	2	7
32	в этой	3	7
33	в нашем	2	7
34	что он	4	7
35	и потому	2	7
36	хотя бы	6	7
37	и для	7	7
38	вопрос о	2	6
39	что это	2	6
40	так же	5	6
41	того что	4	6
42	и здесь	5	6
43	жизни и	2	6
44	то же	16	5
45	в отношении	4	5
46	в самом	6	5
47	это не	4	5
48	и все	6	5
49	к тому	6	5
50	то что	4	5
51	в своей	3	5
52	для того	6	5
53	и его	16	5
54	в его	5	5
55	и это	3	5
56	что в	2	4
57	тому что	4	4
58	до конца	2	4
59	они не	2	4
60	не имеет	3	4
61	должны быть	2	4
62	в русском	4	4
63	с его	8	4
64	в жизни	2	4
65	– говорит	2	4
66	в свою	6	4
67	том что	10	4
68	должен быть	2	4
69	что и	3	4
70	себя в	2	4
71	так и	10	4
72	того чтобы	6	4
73	и от	3	3
74	на все	2	3
75	ни в	6	3
76	в том	7	3
77	лишь как	2	3
78	высшей степени	3	3
79	что они	2	3
80	смысле слова	5	3
81	и самого	2	3
82	менее всего	3	3
83	каждого человека	2	3
84	– не	6	3
85	не так	2	3
86	и на	5	3
87	сказать что	4	3
88	и с	2	3
89	о том	3	3
90	его в	7	3
91	в высшей	3	3
92	иное как	2	3
93	не существует	3	3
94	если бы	11	3
95	к другому	5	3
96	связано с	3	3
97	до сих	3	3
98	на почве	9	3
99	не будет	3	3
100	сих пор	3	3
101	и тогда	2	3
102	той же	3	3
103	тем что	2	3
104	только в	8	3
105	отношении к	5	3
106	только с	2	3
107	место в	2	2
108	уже в	2	2
109	в этих	3	2
110	или иной	5	2
111	все время	2	2
112	да и	3	2
113	нас не	2	2
114	но для	2	2
115	к нему	5	2
116	не к	3	2
117	не имеют	3	2
118	по отношению	8	2
119	отношения к	2	2
120	лишь в	14	2
121	должно быть	3	2
122	а в	3	2
123	в более	2	2
124	в основе	9	2
125	точки зрения	17	2
126	бы в	4	2
127	между тем	6	2
128	– в	4	2
129	по себе	3	2
130	– то	2	2
131	связи с	13	2
132	– это	4	2
133	– вот	5	2
134	мы увидим	2	2
135	в сущности	14	2
136	во всех	6	2
137	отношению к	8	2
138	нем нет	2	2
139	вместе с	2	2
140	быть и	6	2
141	бы не	2	2
142	в атмосфере	2	2
143	еще более	2	2
144	что не	2	2
145	и эта	2	2
146	от этого	2	2
147	сознания и	3	2
148	ничего не	4	2
