N	2gram	Losev_Prob_2	Komedia
1	и в	35	26
2	и не	37	14
3	едва ли	9	14
4	к тому	3	12
5	так и	7	12
6	в том	12	11
7	может быть	18	11
8	но и	16	10
9	в этом	17	10
10	что в	11	9
11	том что	19	9
12	если бы	4	9
13	вместе с	2	9
14	ясно что	8	8
15	было бы	8	8
16	и на	5	7
17	не только	24	7
18	что и	2	7
19	в своем	4	6
20	то что	38	6
21	еще не	10	6
22	того чтобы	2	6
23	потому что	13	6
24	и здесь	4	6
25	в то	6	6
26	о том	18	6
27	таким образом	4	6
28	последние десятилетия	2	5
29	с тем	3	5
30	независимо от	2	5
31	что он	4	5
32	в качестве	2	5
33	один из	3	5
34	ни в	6	5
35	в истории	3	5
36	с этим	5	5
37	для того	3	5
38	так что	11	5
39	в н	2	5
40	и с	10	5
41	уже в	3	4
42	не менее	13	4
43	в частности	5	4
44	в этих	4	4
45	тому что	3	4
46	в них	2	4
47	и от	3	4
48	прежде всего	11	4
49	из этих	3	4
50	как мы	5	4
51	как и	5	4
52	в целом	3	4
53	как будто	6	4
54	хотя и	3	4
55	в его	7	4
56	еще в	2	4
57	все же	8	4
58	в самом	5	4
59	в последние	2	4
60	и для	6	4
61	в в	2	4
62	что для	3	4
63	можно было	5	4
64	точки зрения	2	4
65	с и	2	4
66	только в	14	4
67	так как	7	4
68	его в	3	4
69	это было	2	4
70	том числе	2	3
71	о чем	6	3
72	для всех	2	3
73	так или	6	3
74	до тех	4	3
75	представить себе	4	3
76	вопрос о	3	3
77	в тех	2	3
78	что на	4	3
79	но если	4	3
80	но все	2	3
81	связи с	5	3
82	но не	4	3
83	во всех	2	3
84	для нас	9	3
85	и сам	2	3
86	по поводу	2	3
87	никто не	3	3
88	из которых	2	3
89	да и	10	3
90	в ней	2	3
91	речь идет	2	3
92	не имеет	7	3
93	и особенно	2	3
94	тех пор	4	3
95	и их	3	3
96	даже не	3	3
97	в их	3	3
98	все это	4	3
99	в связи	5	3
100	той же	2	3
101	то же	5	3
102	не было	3	3
103	к нему	2	3
104	а в	4	3
105	или в	2	3
106	или иначе	6	3
107	тем что	4	3
108	не может	13	3
109	в этой	9	3
110	но в	6	3
111	и поэтому	2	3
112	мы можем	6	3
113	в голову	2	2
114	что их	2	2
115	из самых	2	2
116	и есть	4	2
117	в какой-то	2	2
118	отнюдь не	5	2
119	в нашем	3	2
120	то ни	3	2
121	с другой	6	2
122	в конце	7	2
123	представление о	5	2
124	этом смысле	5	2
125	вовсе не	37	2
126	нет и	3	2
127	то это	3	2
128	и к	3	2
129	об этом	2	2
130	же его	2	2
131	не в	2	2
132	не столь	2	2
133	до сих	4	2
134	является не	2	2
135	одна из	3	2
136	тот же	4	2
137	бы то	2	2
138	по своему	5	2
139	и хотя	2	2
140	ведь мы	2	2
141	одной стороны	5	2
142	в действительности	2	2
143	и если	3	2
144	он не	2	2
145	что из	2	2
146	как бы	4	2
147	которые в	2	2
148	от ее	2	2
149	не вполне	4	2
150	всяком случае	10	2
151	частности в	2	2
152	даже в	2	2
153	не является	7	2
154	говоря уже	4	2
155	хотя бы	12	2
156	и т	6	2
157	и это	5	2
158	или его	2	2
159	не говоря	4	2
160	сих пор	4	2
161	что она	4	2
162	уже о	4	2
163	если не	4	2
164	с одной	5	2
165	еще более	2	2
166	в той	2	2
167	и что	13	2
168	с самого	3	2
169	бы и	7	2
170	роль в	2	2
171	мы не	7	2
172	тут же	8	2
173	во всяком	13	2
174	и ее	2	2
175	то эта	2	2
176	говорить о	10	2
177	и вовсе	6	2
178	на это	2	2
179	и все	5	2
180	из этого	2	2
181	бы в	3	2
182	по содержанию	2	2
183	вообще говоря	4	2
184	в виду	8	2
