N	2gram	Bakhtin_Fr_8	VeschiIm
1	не может	2	33
2	не только	8	31
3	может быть	3	29
4	и не	9	28
5	и в	56	26
6	то что	3	24
7	вещи и	4	24
8	а не	2	20
9	не просто	3	18
10	что она	2	14
11	только в	9	14
12	что это	4	12
13	было бы	2	12
14	но и	9	12
15	сказать что	3	12
16	все же	2	12
17	и то	2	12
18	и ее	4	12
19	таким образом	17	11
20	то же	11	10
21	уже не	3	10
22	в ней	4	10
23	как бы	11	10
24	потому что	6	10
25	вещей и	11	9
26	в том	13	9
27	в самом	9	9
28	бы то	2	9
29	и с	8	9
30	ни было	2	9
31	прежде всего	6	9
32	то ни	2	9
33	еще и	3	9
34	но это	2	8
35	с ее	5	8
36	в себе	4	8
37	в свете	4	7
38	также и	2	7
39	в то	12	7
40	его в	2	7
41	так как	4	7
42	том что	8	7
43	есть и	5	7
44	и их	8	7
45	как раз	2	7
46	в этом	14	7
47	так что	3	6
48	и как	2	6
49	что они	2	6
50	что в	5	6
51	для него	2	6
52	ни с	5	6
53	в результате	5	6
54	точки зрения	6	6
55	но в	6	6
56	бы и	2	6
57	с ним	2	6
58	в отношении	5	5
59	это не	2	5
60	с этой	2	5
61	не в	3	5
62	еще не	10	5
63	и до	10	5
64	а в	2	5
65	что для	3	5
66	как к	2	5
67	с тем	2	5
68	если бы	2	5
69	в ее	6	5
70	одна из	4	5
71	но не	5	5
72	в сущности	8	5
73	и для	2	5
74	в своем	3	4
75	с другой	2	4
76	же время	10	4
77	между собою	2	4
78	точка зрения	2	4
79	из них	2	4
80	судить о	2	4
81	в их	3	4
82	и даже	8	4
83	знания и	2	4
84	о том	4	4
85	и более	4	4
86	и все	6	4
87	как и	5	4
88	во всех	8	4
89	и имен	2	4
90	и о	3	4
91	и потому	4	4
92	что и	3	4
93	и явления	2	4
94	между ними	2	4
95	с точки	2	4
96	мы не	2	4
97	в данном	2	4
98	никогда не	5	3
99	можно сказать	2	3
100	несмотря на	2	3
101	более или	2	3
102	момент в	2	3
103	и сам	2	3
104	в нем	8	3
105	все это	8	3
106	мы находим	3	3
107	их в	4	3
108	вещами и	3	3
109	в одном	2	3
110	один из	5	3
111	что он	2	3
112	мы видим	6	3
113	ни о	2	3
114	в своей	2	3
115	вместе с	2	3
116	так и	13	3
117	или менее	2	3
118	только на	2	3
119	в той	6	3
120	самом деле	2	3
121	бы в	3	3
122	того чтобы	4	3
123	в основе	4	3
124	казалось бы	3	2
125	в частности	7	2
126	человека и	2	2
127	что на	2	2
128	ни в	2	2
129	кроме того	3	2
130	мы уже	10	2
131	в первой	3	2
132	образом и	3	2
133	данном случае	2	2
134	в слове	2	2
135	не мог	3	2
136	так же	2	2
137	от всех	2	2
138	конечно и	3	2
139	в своих	4	2
140	отношении вещей	2	2
141	то есть	24	2
142	и явлений	2	2
143	них и	2	2
144	и во	2	2
145	с собой	2	2
146	является и	2	2
147	и эти	2	2
148	в качестве	4	2
149	себе и	2	2
150	он не	5	2
151	когда он	2	2
152	как мы	7	2
153	для того	2	2
154	и его	12	2
155	той же	6	2
156	ничто не	2	2
157	говорили что	5	2
158	ту же	4	2
159	дело в	2	2
160	в особенности	4	2
161	не потому	2	2
