N	2gram	Bakhtin_Pr_1	Dialekti
1	не есть	6	40
2	и не	42	30
3	и т	14	21
4	и в	38	18
5	ничего не	6	17
6	может быть	26	17
7	точки зрения	8	17
8	в нем	15	16
9	и есть	2	16
10	ни в	11	15
11	не имеет	9	15
12	а не	5	14
13	что в	7	13
14	то что	8	13
15	не только	9	13
16	и даже	3	13
17	если бы	3	12
18	было бы	8	12
19	и что	2	12
20	с точки	6	12
21	в этом	15	12
22	не может	27	12
23	что это	2	11
24	что он	2	11
25	как бы	22	11
26	все это	3	11
27	в себе	4	11
28	прежде всего	13	10
29	несмотря на	3	10
30	то же	5	10
31	сказать что	4	10
32	никогда не	5	9
33	отнюдь не	19	9
34	это не	5	9
35	в том	8	9
36	так и	5	9
37	том что	3	9
38	ясно что	3	8
39	но это	3	8
40	совершенно не	7	8
41	к нему	10	8
42	вовсе не	2	7
43	и как	8	7
44	но и	9	7
45	что не	4	7
46	также и	3	7
47	той или	2	7
48	и внешнего	2	6
49	с другой	7	6
50	можно сказать	2	6
51	да и	3	6
52	хотя бы	4	6
53	она не	2	6
54	ни с	2	6
55	не было	2	6
56	не в	7	6
57	его не	2	6
58	в то	4	6
59	в чем	2	6
60	с ним	5	6
61	но в	4	6
62	я не	2	5
63	в этих	2	5
64	в своем	5	5
65	на то	2	5
66	в дальнейшем	3	5
67	и пр	2	5
68	себе не	2	5
69	не с	4	5
70	не нуждается	2	5
71	все же	6	5
72	отношение к	10	5
73	в особенности	2	5
74	что оно	2	5
75	и он	2	5
76	есть только	2	5
77	а в	6	5
78	можно было	4	5
79	и с	17	5
80	говорить о	3	5
81	мы должны	2	5
82	в виду	4	5
83	но лишь	2	4
84	и более	2	4
85	что эта	2	4
86	как таковой	2	4
87	но не	12	4
88	от него	3	4
89	же время	3	4
90	хотя и	3	4
91	в котором	2	4
92	другой стороны	4	4
93	может и	4	4
94	как мы	7	4
95	мы можем	6	4
96	и вообще	2	4
97	о том	4	4
98	как это	2	4
99	а лишь	2	3
100	может иметь	5	3
101	в них	5	3
102	этом смысле	3	3
103	должна быть	4	3
104	есть не	2	3
105	не является	3	3
106	или иной	2	3
107	что и	2	3
108	а только	2	3
109	случае не	2	3
110	действительности и	3	3
111	конечно не	5	3
112	и о	5	3
113	или иное	2	3
114	он не	3	3
115	в его	43	3
116	и потому	4	3
117	но она	2	3
118	отношения к	6	3
119	в их	10	3
120	для науки	2	3
121	в самом	7	3
122	но с	3	3
123	на самом	4	3
124	самом деле	6	3
125	была бы	2	3
126	должно быть	5	3
127	то или	2	3
128	в данном	4	3
129	в основе	5	3
130	в ней	4	3
131	могут быть	5	3
132	нуждается в	2	3
133	только в	13	3
134	и все	3	3
135	как только	3	2
136	ни к	2	2
137	на этом	2	2
138	не менее	4	2
139	но они	4	2
140	того что	2	2
141	в виде	2	2
142	в частности	2	2
143	не знает	3	2
144	как в	4	2
145	и от	3	2
146	точка зрения	3	2
147	раз и	2	2
148	с другими	3	2
149	в каждом	2	2
150	к этому	2	2
151	но конечно	4	2
152	о которых	2	2
153	в мире	3	2
154	ни было	3	2
155	как и	7	2
156	и при	2	2
157	лишь как	4	2
158	не должна	4	2
159	здесь в	2	2
160	не нужно	5	2
161	еще не	7	2
162	одной стороны	3	2
163	только как	6	2
164	мы увидим	3	2
165	для того	2	2
166	в корне	2	2
167	относится к	4	2
168	в него	2	2
169	зрения самого	2	2
170	помнить что	3	2
171	для нее	8	2
172	другими словами	2	2
173	в своей	7	2
174	в современной	2	2
175	т п	13	2
176	и эта	2	2
177	не больше	3	2
178	этом отношении	2	2
179	с одной	3	2
180	все эти	5	2
181	мы имеем	2	2
182	можно только	6	2
183	можно говорить	2	2
184	объекта и	7	2
185	и у	2	2
186	можем сказать	2	2
187	форму и	2	2
188	и для	11	2
189	отличается от	2	2
190	с ними	4	2
191	но как	2	2
192	в другом	2	2
193	во всем	2	2
194	и это	3	2
