N	2gram	Tiupa_Narr_1	Myshleni
1	то что	9	26
2	что он	3	25
3	в этом	12	25
4	потому что	5	21
5	в том	8	18
6	не может	8	18
7	точки зрения	5	18
8	того чтобы	4	17
9	что в	3	16
10	и в	11	16
11	того что	4	16
12	не только	31	16
13	том что	7	15
14	для того	3	14
15	в сущности	2	13
16	сказать что	2	13
17	между собой	2	13
18	отношению к	3	12
19	в ходе	3	12
20	по отношению	3	12
21	и не	23	12
22	в области	2	12
23	в его	6	11
24	но не	4	10
25	как мы	2	10
26	а не	13	10
27	только в	12	10
28	может быть	15	9
29	точка зрения	5	8
30	о том	4	8
31	как это	3	8
32	в известном	2	8
33	если бы	7	8
34	как и	13	8
35	он не	3	8
36	то же	8	8
37	тем самым	5	8
38	известном смысле	2	7
39	в нем	4	7
40	так и	5	7
41	по себе	4	7
42	представляет собой	8	7
43	переход от	2	7
44	не в	6	6
45	в этой	6	6
46	но и	27	6
47	и на	5	6
48	но в	7	6
49	у него	7	6
50	состоит в	10	6
51	к тому	6	6
52	в той	2	6
53	мы можем	2	6
54	никогда не	4	5
55	в своем	3	5
56	для него	4	5
57	как бы	6	5
58	в сфере	2	5
59	не является	3	5
60	хотя бы	2	5
61	этом отношении	3	5
62	в то	4	5
63	с ним	2	5
64	можно сказать	5	5
65	как в	4	5
66	только что	2	5
67	ничего не	2	5
68	зависит от	2	4
69	казалось бы	2	4
70	с другой	2	4
71	это не	3	4
72	в свою	2	4
73	в пределах	2	4
74	при этом	19	4
75	в самом	6	4
76	в целом	3	4
77	именно в	3	4
78	не имеет	2	4
79	что мы	2	4
80	же самое	2	4
81	в результате	2	4
82	точек зрения	2	4
83	в качестве	14	4
84	как известно	3	4
85	еще не	4	4
86	вместе с	2	4
87	тому как	3	4
88	и то	3	4
89	подобно тому	3	4
90	и т.д	6	4
91	и составляет	2	4
92	не менее	3	3
93	в частности	14	3
94	прежде всего	4	3
95	и как	3	3
96	самом деле	3	3
97	свою очередь	2	3
98	но как	3	3
99	до конца	2	3
100	к нему	4	3
101	и является	2	3
102	если в	2	3
103	и тем	4	3
104	его и	2	3
105	сознания в	2	3
106	а в	13	3
107	и с	3	3
108	к его	2	3
109	в первом	4	3
110	в этих	2	3
111	как она	2	3
112	между тем	3	3
113	мы не	3	3
114	между двумя	5	3
115	к жизни	2	3
116	и чужого	2	3
117	в одном	4	3
118	этих двух	2	3
119	все же	4	3
120	и того	2	3
121	то в	4	3
122	по своему	2	3
123	никак не	2	3
124	еще в	3	3
125	сих пор	2	3
126	и его	10	3
127	связи с	2	3
128	один и	2	3
129	в чем	2	3
130	до сих	2	3
131	что у	4	2
132	столь же	5	2
133	и от	2	2
134	не говорит	3	2
135	тем или	2	2
136	имеет место	4	2
137	в ней	4	2
138	по мере	2	2
139	в своей	5	2
140	из них	4	2
141	в отличие	2	2
142	представляют собой	3	2
143	которая в	2	2
144	другой стороны	2	2
145	и даже	2	2
146	к ним	2	2
147	или не	4	2
148	все равно	2	2
149	эта фраза	2	2
150	их в	3	2
151	но они	3	2
152	о чем	4	2
153	в зависимости	2	2
154	в жизни	3	2
155	но при	3	2
156	в случае	2	2
157	же в	2	2
158	отличие от	2	2
159	у нас	3	2
160	зависимости от	2	2
161	все что	2	2
162	чем он	2	2
163	или иным	2	2
164	жизни и	6	2
165	в первой	2	2
166	при которой	3	2
167	только на	2	2
168	в центре	3	2
169	тому же	6	2
170	во всяком	2	2
171	на протяжении	7	2
172	как будто	3	2
