N	2gram	Vinokur_St_2	Myshleni
1	в том	27	28
2	и в	29	28
3	то что	11	28
4	в этом	21	27
5	того что	5	24
6	потому что	9	22
7	не может	2	19
8	том что	27	19
9	таким образом	10	18
10	что он	13	18
11	только в	2	18
12	что в	19	17
13	не только	19	16
14	так же	3	15
15	может быть	2	13
16	сказать что	2	13
17	точки зрения	5	13
18	тому что	7	11
19	и не	9	11
20	как бы	5	11
21	в отношении	2	10
22	к тому	10	10
23	но и	19	10
24	отношений между	3	10
25	так как	2	10
26	но не	3	10
27	того чтобы	6	10
28	с точки	2	10
29	было бы	5	9
30	в процессе	2	9
31	никогда не	3	8
32	в самом	7	8
33	для того	7	8
34	тем что	3	8
35	самого начала	3	7
36	того же	2	7
37	с самого	3	7
38	если бы	2	7
39	в нем	4	7
40	в своем	9	7
41	как известно	2	7
42	он не	9	7
43	вместе с	7	7
44	то же	2	7
45	там где	2	7
46	в которой	11	7
47	и к	4	6
48	же как	3	6
49	так что	3	6
50	и как	2	6
51	и что	6	6
52	для него	4	6
53	не имеет	2	6
54	в то	2	6
55	его в	2	6
56	как и	2	6
57	так и	9	6
58	как раз	8	6
59	вообще не	3	6
60	в области	2	6
61	вопрос о	6	5
62	и на	6	5
63	но в	8	5
64	с тем	7	5
65	том же	2	5
66	того как	7	5
67	в этой	2	5
68	не могли	2	5
69	я не	7	4
70	именно в	4	4
71	в частности	4	4
72	на то	2	4
73	что на	3	4
74	не в	4	4
75	например в	3	4
76	на этот	2	4
77	с этим	3	4
78	они не	2	4
79	в одной	2	4
80	в качестве	5	4
81	оно не	3	4
82	что и	2	4
83	в той	5	4
84	только по	2	4
85	в себе	2	4
86	до того	4	3
87	оба эти	3	3
88	как это	2	3
89	очевидно что	2	3
90	что с	2	3
91	до конца	3	3
92	при этом	2	3
93	на его	2	3
94	хотя и	4	3
95	в их	3	3
96	как на	9	3
97	этом отношении	9	3
98	и по	3	3
99	и здесь	3	3
100	с его	2	3
101	только не	2	3
102	должен был	4	3
103	в них	2	3
104	по себе	3	3
105	раз в	2	3
106	связи с	4	3
107	если принять	2	3
108	до сих	6	3
109	не по	2	3
110	в его	13	3
111	только к	2	3
112	сих пор	5	3
113	как в	3	3
114	а не	5	3
115	что такое	2	3
116	и его	6	3
117	этот вопрос	2	3
118	отношении к	3	3
119	не менее	3	2
120	на вопрос	3	2
121	и другие	2	2
122	в этих	3	2
123	с другой	4	2
124	с этой	2	2
125	в конце	2	2
126	раньше чем	4	2
127	была бы	5	2
128	прежде всего	5	2
129	что именно	2	2
130	но это	3	2
131	и более	2	2
132	самом деле	3	2
133	в пользу	3	2
134	несмотря на	2	2
135	одним из	6	2
136	принять во	2	2
137	в котором	7	2
138	и др	2	2
139	из них	3	2
140	все это	11	2
141	другой стороны	3	2
142	все эти	2	2
143	но он	3	2
144	что у	4	2
145	том смысле	2	2
146	языка в	2	2
147	в одном	6	2
148	у нас	3	2
149	по существу	2	2
150	по своему	2	2
151	чем он	2	2
152	в силе	2	2
153	во внимание	2	2
154	в своей	7	2
155	еще в	2	2
156	не могло	3	2
157	все же	6	2
158	ее в	2	2
159	внимание на	4	2
160	не на	2	2
161	но с	4	2
162	в значительной	2	2
163	только что	2	2
164	в данном	2	2
165	что я	2	2
166	в другом	4	2
167	и вообще	2	2
168	что они	2	2
169	что эта	3	2
