N	2gram	Tiupa_Disk_1	Myshleni
1	в процессе	5	27
2	и в	16	25
3	в том	23	23
4	том что	19	20
5	внутренней речи	2	19
6	что в	4	17
7	таким образом	3	17
8	в основе	7	16
9	как и	16	15
10	то что	5	15
11	в его	7	15
12	в этом	15	14
13	может быть	17	13
14	в целом	4	13
15	между собой	2	13
16	в качестве	34	12
17	по своему	3	11
18	перед нами	3	10
19	как бы	5	10
20	и не	11	10
21	и что	2	10
22	того что	3	10
23	что и	3	10
24	только в	7	10
25	заключается в	3	9
26	связи с	4	9
27	как в	10	9
28	не является	4	8
29	тем что	3	8
30	как мы	2	8
31	уже в	2	7
32	столь же	3	7
33	по себе	3	7
34	по своей	11	7
35	не менее	2	6
36	с другой	10	6
37	как уже	3	6
38	не в	7	6
39	совпадает с	2	6
40	один из	3	6
41	не может	9	6
42	и на	5	6
43	потому что	4	6
44	что он	4	6
45	в силу	5	6
46	представляет собой	17	6
47	но не	11	6
48	того же	3	6
49	не только	28	6
50	все же	3	6
51	в отличие	5	6
52	точки зрения	3	6
53	отличие от	5	6
54	так и	8	5
55	именно в	3	5
56	и как	6	5
57	для него	4	5
58	одной стороны	9	5
59	при этом	13	5
60	одним из	2	5
61	с одной	9	5
62	и по	2	5
63	с ее	2	5
64	и к	4	5
65	о том	8	5
66	могут быть	4	5
67	в этой	2	5
68	и т.д	4	5
69	в частности	9	4
70	никогда не	2	4
71	в своем	6	4
72	в какой	2	4
73	прежде всего	11	4
74	к тому	5	4
75	что с	2	4
76	отнюдь не	8	4
77	из них	3	4
78	но и	14	4
79	а в	5	4
80	сказать что	3	4
81	в то	3	4
82	мы имеем	2	4
83	стадии развития	2	4
84	с этим	3	4
85	и все	2	4
86	и того	3	4
87	речевого общения	12	4
88	одного и	2	4
89	еще не	14	4
90	приводит к	2	4
91	речи как	2	4
92	во всяком	2	4
93	в себя	5	3
94	в свою	3	3
95	на этом	2	3
96	в самом	3	3
97	имеет место	3	3
98	в котором	5	3
99	на том	2	3
100	другой стороны	3	3
101	отличается от	2	3
102	по отношению	9	3
103	в которых	4	3
104	между тем	4	3
105	к которому	2	3
106	не как	4	3
107	состоит в	9	3
108	к этому	2	3
109	с понятием	2	3
110	но как	2	3
111	или иной	5	3
112	общения с	3	3
113	сами по	2	3
114	не есть	2	3
115	или менее	2	3
116	дело с	2	3
117	а с	5	3
118	когда он	2	3
119	слова в	2	2
120	то же	7	2
121	и одновременно	2	2
122	одного из	2	2
123	в тех	2	2
124	а по	2	2
125	в построении	2	2
126	свою очередь	3	2
127	имеем дело	2	2
128	к области	2	2
129	такого рода	4	2
130	к другим	2	2
131	хотя и	2	2
132	той или	3	2
133	в нем	9	2
134	для обозначения	3	2
135	на себя	2	2
136	в своих	3	2
137	к той	3	2
138	на его	4	2
139	в начале	2	2
140	того или	2	2
141	зрения на	3	2
142	бы быть	3	2
143	но они	2	2
144	с его	4	2
145	однако в	3	2
146	в них	4	2
147	к другому	2	2
148	представления о	2	2
149	и во	2	2
150	в одном	2	2
151	говорит и	2	2
152	об этом	2	2
153	к данному	2	2
154	о котором	2	2
155	указывает на	2	2
156	иначе говоря	2	2
157	как показывает	2	2
158	и потому	3	2
159	а также	8	2
160	еще в	3	2
161	оно не	2	2
162	отношению к	9	2
163	в своей	5	2
164	внимание на	4	2
165	уже не	4	2
166	едва ли	2	2
167	и его	2	2
168	как их	2	2
169	или в	2	2
170	тому как	3	2
171	в себе	7	2
