N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	45
2	то есть	9	25
3	и т.п	8	16
4	и не	12	15
5	не только	16	14
6	в этом	18	14
7	но в	6	14
8	в его	2	13
9	во всех	4	13
10	и его	4	13
11	как бы	10	12
12	что в	2	12
13	в своем	4	11
14	то же	4	11
15	в то	2	11
16	прежде всего	3	10
17	в том	12	10
18	но и	12	10
19	как и	14	10
20	же время	2	9
21	в эпизоде	10	9
22	вовсе не	2	8
23	как мы	3	8
24	таким образом	2	8
25	так же	2	8
26	в конце	4	7
27	он был	2	7
28	том что	12	7
29	не в	4	7
30	что и	3	7
31	все это	4	7
32	и все	3	7
33	в этой	9	6
34	он не	2	6
35	так и	15	6
36	с ним	2	5
37	и к	5	5
38	одной из	3	5
39	на этом	4	5
40	хотя и	4	5
41	с ее	2	5
42	и их	2	5
43	как раз	4	5
44	не может	4	5
45	этом отношении	3	5
46	в себя	4	5
47	и на	6	5
48	его в	2	5
49	и во	2	4
50	у него	4	4
51	его как	2	4
52	тому же	4	4
53	но не	4	4
54	здесь в	2	4
55	ничего не	9	4
56	по поводу	3	4
57	своего рода	12	4
58	в самом	6	4
59	в сущности	4	4
60	в общем	2	4
61	а также	7	4
62	в первой	3	4
63	в их	3	4
64	не мог	3	4
65	а не	10	4
66	и даже	9	4
67	а в	3	4
68	той же	2	4
69	можно было	3	4
70	сказать что	2	4
71	точки зрения	4	4
72	только в	4	4
73	о том	7	4
74	бы в	3	4
75	как это	6	4
76	это было	2	4
77	не менее	4	3
78	как в	4	3
79	вообще не	2	3
80	в одном	2	3
81	что на	3	3
82	по существу	2	3
83	есть в	3	3
84	того же	4	3
85	для него	4	3
86	в своей	2	3
87	для всех	2	3
88	вместе с	2	3
89	что она	2	3
90	и одновременно	3	3
91	именно в	3	3
92	того что	2	3
93	на этот	2	3
94	и он	2	3
95	не имеет	2	3
96	и для	2	3
97	он и	2	3
98	ведь и	2	3
99	в поэзии	2	3
100	о чем	2	3
101	на фоне	3	2
102	в сторону	5	2
103	борьба с	3	2
104	говорить о	6	2
105	превращается в	2	2
106	что все	2	2
107	к этому	2	2
108	из своих	2	2
109	можно сказать	4	2
110	к тому	7	2
111	и смерти	4	2
112	отличие от	2	2
113	то что	7	2
114	в пределах	9	2
115	в качестве	11	2
116	ведь это	2	2
117	из его	2	2
118	так например	2	2
119	было бы	3	2
120	несмотря на	3	2
121	и если	3	2
122	разыгрывается в	2	2
123	может быть	6	2
124	еще в	2	2
125	даже в	2	2
126	один из	2	2
127	в целом	8	2
128	во второй	4	2
129	и за	3	2
130	на него	2	2
131	и до	2	2
132	данном случае	5	2
133	во времени	2	2
134	в отличие	2	2
135	на котором	2	2
136	при этом	10	2
137	но эта	2	2
138	лишь в	9	2
139	и слово	2	2
140	в значительной	2	2
141	с точки	2	2
142	роль в	2	2
143	в данном	8	2
144	не столько	3	2
145	между тем	2	2
146	он в	4	2
147	одно из	2	2
148	и т.д	3	2
149	уже и	2	2
150	на всех	2	2
151	в эту	3	2
