N	2gram	Voloshinov_1	VeschiIm
1	не есть	3	49
2	не может	24	33
3	не только	8	31
4	может быть	26	29
5	это –	4	29
6	и не	26	28
7	и в	19	26
8	то что	8	24
9	и есть	3	23
10	а не	7	20
11	не просто	2	18
12	в смысле	6	15
13	и следовательно	3	15
14	только в	9	14
15	того что	3	13
16	по себе	4	13
17	было бы	4	12
18	но и	8	12
19	сказать что	4	12
20	все же	8	12
21	и ее	3	12
22	что же	4	11
23	таким образом	17	11
24	то же	7	10
25	в ней	4	10
26	как бы	15	10
27	что такое	2	10
28	в том	6	9
29	в самом	10	9
30	бы то	8	9
31	и с	2	9
32	ни было	10	9
33	прежде всего	13	9
34	то ни	8	9
35	что не	2	9
36	с ее	2	8
37	в себе	2	8
38	и это	3	8
39	ничего не	6	8
40	совершенно не	3	7
41	– не	6	7
42	в то	3	7
43	его в	3	7
44	так как	2	7
45	– в	10	7
46	том что	3	7
47	не будет	4	7
48	и их	2	7
49	как раз	2	7
50	и пр	12	7
51	с другими	3	7
52	в этом	16	7
53	как с	2	7
54	и как	3	6
55	что в	4	6
56	для него	9	6
57	но если	2	6
58	жизни и	2	6
59	и только	2	6
60	должно быть	2	6
61	в результате	9	6
62	точки зрения	34	6
63	но в	7	6
64	ясно что	5	6
65	необходимо чтобы	5	6
66	она не	2	6
67	бы и	2	6
68	если мы	11	6
69	можно было	2	6
70	не менее	4	5
71	должна быть	2	5
72	в отношении	4	5
73	с этой	2	5
74	тем не	2	5
75	не в	5	5
76	свою очередь	2	5
77	еще не	4	5
78	– как	2	5
79	должны быть	3	5
80	а в	4	5
81	как к	2	5
82	чем же	4	5
83	если бы	2	5
84	отнюдь не	6	5
85	в свою	2	5
86	в ее	7	5
87	у нас	2	5
88	это и	3	5
89	одна из	2	5
90	того же	6	5
91	другими словами	2	5
92	в сущности	3	5
93	и для	11	5
94	в чем	2	5
95	в своем	2	4
96	с другой	5	4
97	как же	4	4
98	независимо от	2	4
99	же время	3	4
100	точка зрения	7	4
101	из них	3	4
102	точке зрения	2	4
103	от того	4	4
104	и даже	2	4
105	с этим	4	4
106	о том	2	4
107	не существует	3	4
108	и более	2	4
109	и все	5	4
110	как и	12	4
111	во всех	7	4
112	и потому	5	4
113	однако не	2	4
114	на почве	6	4
115	нет и	4	4
116	что и	2	4
117	быть и	3	4
118	этот вопрос	5	4
119	между ними	4	4
120	с точки	20	4
121	мы не	6	4
122	в данном	4	4
123	тем что	2	4
124	сама по	2	3
125	слово –	4	3
126	никогда не	2	3
127	к данной	2	3
128	вопрос о	4	3
129	можно сказать	3	3
130	к тому	2	3
131	момент в	3	3
132	в нем	10	3
133	все это	3	3
134	же –	2	3
135	в философии	2	3
136	нет никакой	2	3
137	к другому	3	3
138	что он	2	3
139	она может	3	3
140	могла бы	2	3
141	тот же	4	3
142	ни о	2	3
143	в своей	3	3
144	так и	11	3
145	только на	4	3
146	самом деле	10	3
147	бы в	2	3
148	того чтобы	5	3
149	хотя бы	5	3
150	и вообще	2	3
151	явлений и	2	3
152	как оно	2	3
153	в основе	2	3
154	– с	2	2
155	понимания и	3	2
156	в частности	2	2
157	тому что	2	2
158	же они	2	2
159	по законам	3	2
160	ни в	2	2
161	но все	3	2
162	переход от	4	2
163	кроме того	6	2
164	мог бы	2	2
165	и та	2	2
166	понять и	2	2
167	мы уже	2	2
168	в виду	2	2
169	быть понято	2	2
170	в первой	2	2
171	мы говорили	3	2
172	для всего	3	2
173	в слове	10	2
174	во втором	2	2
175	первом случае	3	2
176	так же	7	2
177	в своих	2	2
178	от одного	3	2
179	какого бы	3	2
180	как ее	5	2
181	в первом	3	2
182	свое выражение	2	2
183	оно может	4	2
184	как она	2	2
185	мы можем	2	2
186	ни к	2	2
187	является в	3	2
188	от этого	2	2
189	жизни в	4	2
190	и во	2	2
191	если он	2	2
192	различие между	3	2
193	– и	4	2
194	то в	2	2
195	на этой	2	2
196	в качестве	2	2
197	но именно	3	2
198	себе и	2	2
199	чтобы и	2	2
200	это так	2	2
201	как вещь	2	2
202	он не	3	2
203	и этот	2	2
204	нем нет	2	2
205	– это	8	2
206	– философия	2	2
207	как в	4	2
208	и сама	2	2
209	мысли и	4	2
210	как мы	13	2
211	допустим что	2	2
212	для того	4	2
213	и его	19	2
214	той же	2	2
215	или иначе	2	2
216	во всяком	5	2
217	выражение в	4	2
218	ту же	2	2
219	отношении к	4	2
220	в науке	6	2
221	не все	2	2
