N	2gram	Bakhtin_Pr_1	Problema
1	в его	24	43
2	и не	31	42
3	и в	29	38
4	не может	12	27
5	может быть	24	26
6	как бы	19	22
7	по отношению	8	21
8	в художественном	3	20
9	отношению к	8	19
10	и с	4	17
11	и его	14	16
12	в нем	19	15
13	в этом	22	15
14	и т	4	14
15	прежде всего	7	13
16	только в	10	13
17	т п	3	13
18	художественного творчества	3	12
19	за пределы	7	12
20	в единстве	6	12
21	но не	9	12
22	ни в	3	11
23	и для	4	11
24	к нему	6	10
25	отношение к	2	10
26	в их	3	10
27	таким образом	12	10
28	не входит	3	10
29	но и	14	9
30	его в	6	9
31	не только	15	9
32	в том	8	8
33	и как	7	8
34	и др	5	8
35	точки зрения	19	8
36	было бы	5	8
37	то что	15	8
38	входит в	7	8
39	что в	8	7
40	с другой	3	7
41	не в	7	7
42	в самом	10	7
43	между тем	5	7
44	как и	12	7
45	еще не	5	7
46	в своей	8	7
47	как мы	4	7
48	в плане	5	7
49	в пределах	13	6
50	и наконец	4	6
51	а в	7	6
52	только как	2	6
53	не есть	2	6
54	все же	9	6
55	самом деле	6	6
56	с точки	13	6
57	и этим	3	6
58	там где	10	6
59	отношения к	3	6
60	ничего не	5	6
61	то же	14	5
62	в своем	8	5
63	это не	9	5
64	при этом	2	5
65	никогда не	3	5
66	все эти	9	5
67	должно быть	4	5
68	рядом с	14	5
69	в основе	4	5
70	далеко не	3	5
71	с ним	5	5
72	себя как	2	5
73	в музыке	2	5
74	произведения в	2	5
75	в них	3	5
76	его целом	6	5
77	конечно не	2	5
78	и о	5	5
79	в большинстве	2	5
80	так и	7	5
81	не на	4	5
82	большинстве случаев	2	5
83	а не	22	5
84	тем как	4	5
85	могут быть	6	5
86	должна быть	5	4
87	на самом	5	4
88	лишь как	7	4
89	в ней	2	4
90	другой стороны	3	4
91	данном случае	2	4
92	себя самого	2	4
93	в форме	7	4
94	конечно и	2	4
95	сказать что	3	4
96	не способна	2	4
97	в то	10	4
98	в произведении	4	4
99	и потому	6	4
100	но в	7	4
101	но они	2	4
102	перестает быть	4	4
103	как в	6	4
104	в романе	9	4
105	между ними	2	4
106	хотя бы	2	4
107	можно было	2	4
108	в данном	2	4
109	более того	5	4
110	в себе	7	4
111	художественную форму	2	4
112	себя и	2	3
113	дано в	3	3
114	то ни	2	3
115	и от	2	3
116	на материале	3	3
117	вследствие этого	2	3
118	слова но	2	3
119	его как	4	3
120	но это	4	3
121	же время	9	3
122	кроме того	3	3
123	несмотря на	6	3
124	например в	3	3
125	точка зрения	12	3
126	в целом	6	3
127	все это	6	3
128	они не	4	3
129	и даже	2	3
130	и на	7	3
131	все то	4	3
132	или как	5	3
133	а как	7	3
134	ни было	2	3
135	если бы	9	3
136	этом смысле	10	3
137	и к	2	3
138	том что	7	3
139	бы то	2	3
140	все что	3	3
141	он не	5	3
142	на почве	3	3
143	оно не	3	3
144	входят в	2	3
145	на него	3	3
146	бытия в	3	3
147	приводит к	3	3
148	но с	3	3
149	в мире	6	3
150	менее всего	6	3
151	с другими	7	3
152	не знает	3	3
153	и это	5	3
154	чем в	2	2
155	в едином	4	2
156	а лишь	2	2
157	я не	3	2
158	не могут	6	2
159	представляется нам	2	2
160	и есть	2	2
161	от ее	2	2
162	в каждом	8	2
163	была бы	3	2
164	для понимания	2	2
165	от них	2	2
166	как таковой	2	2
167	войти в	2	2
168	что оно	2	2
169	ибо в	2	2
170	не дает	3	2
171	и пр	3	2
172	ивана карамазова	4	2
173	и у	3	2
174	дело идет	5	2
175	совпадает с	2	2
176	в котором	2	2
177	нечего сказать	2	2
178	он может	3	2
179	отличается от	3	2
180	лишь там	2	2
181	как к	3	2
182	не было	4	2
183	этом отношении	3	2
184	в самой	6	2
185	здесь мы	2	2
186	и что	2	2
187	произведения и	2	2
188	и здесь	3	2
189	в своих	3	2
190	мир в	3	2
191	материал и	3	2
192	нему и	2	2
193	самим собою	2	2
194	к себе	2	2
195	но как	3	2
196	в истории	2	2
197	мы должны	3	2
198	в россии	2	2
199	оно может	2	2
200	слово в	2	2
201	с его	9	2
202	находит свое	2	2
203	поэтому в	2	2
204	и во	2	2
205	раз и	4	2
206	вовсе не	7	2
207	что он	8	2
208	по существу	3	2
209	связи с	2	2
210	одна из	3	2
211	лучшем случае	2	2
212	она не	7	2
213	что и	4	2
214	момент его	2	2
215	не во	3	2
216	нами в	2	2
217	человека в	4	2
218	в себя	3	2
219	из которых	2	2
220	в лучшем	2	2
221	на мир	6	2
222	тем что	4	2
223	и ее	2	2
224	в единство	9	2
