N	2gram	Bakhtin_Pr_1	Literetu
1	а не	20	20
2	и в	23	19
3	может быть	21	17
4	то же	10	12
5	и не	34	11
6	и т.п	3	10
7	в том	11	10
8	как и	8	10
9	но и	11	10
10	же время	7	9
11	не может	11	9
12	в мире	7	9
13	в этом	25	9
14	в то	10	9
15	с другой	2	8
16	не только	13	8
17	и даже	3	8
18	том что	9	7
19	то что	18	7
20	так и	10	7
21	однако в	2	6
22	в себе	5	6
23	при этом	3	6
24	себя в	3	6
25	и на	10	6
26	я не	3	5
27	художественного мышления	2	5
28	одна из	2	5
29	но не	8	5
30	он не	4	5
31	вместе с	2	5
32	того что	2	5
33	то есть	24	5
34	в рамках	2	4
35	что в	8	4
36	в сфере	2	4
37	прежде всего	7	4
38	не в	6	4
39	для него	15	4
40	в его	24	4
41	даже в	2	4
42	один из	2	4
43	жизни и	6	4
44	и других	5	4
45	человека в	5	4
46	другой стороны	2	4
47	мы не	2	4
48	по отношению	11	4
49	тем что	3	4
50	точки зрения	21	4
51	в искусстве	2	4
52	в области	3	4
53	никогда не	5	3
54	в кругозоре	2	3
55	о себе	9	3
56	личности в	4	3
57	в себя	3	3
58	что он	10	3
59	идет о	3	3
60	в нем	20	3
61	по существу	4	3
62	и как	8	3
63	одним из	8	3
64	но это	5	3
65	в этой	4	3
66	в сущности	5	3
67	во всех	5	3
68	отношению к	11	3
69	данном случае	2	3
70	со стороны	2	3
71	себе и	3	3
72	в их	3	3
73	то и	2	3
74	и для	3	3
75	этом отношении	5	3
76	так как	7	3
77	сознания в	2	3
78	с точки	15	3
79	как на	2	3
80	а в	7	3
81	и его	13	3
82	в художественной	2	3
83	не столько	3	3
84	и с	4	3
85	в данном	2	3
86	ничего не	6	3
87	уже в	5	2
88	не было	3	2
89	ни было	4	2
90	у него	6	2
91	себя и	2	2
92	в них	3	2
93	в противоположность	3	2
94	него не	2	2
95	по крайней	2	2
96	в конце	5	2
97	в одном	9	2
98	в жизни	6	2
99	в каждом	8	2
100	вовсе не	8	2
101	что было	3	2
102	и к	4	2
103	с идеей	3	2
104	крайней мере	2	2
105	для нас	3	2
106	е годы	2	2
107	художественного творчества	2	2
108	все что	3	2
109	ведь это	2	2
110	до конца	5	2
111	тот же	2	2
112	еще не	5	2
113	было бы	6	2
114	и сам	2	2
115	жизни а	2	2
116	наконец в	2	2
117	как бы	28	2
118	был бы	5	2
119	для себя	2	2
120	что и	5	2
121	как он	2	2
122	все же	5	2
123	с ее	2	2
124	же в	2	2
125	в целом	4	2
126	из них	2	2
127	по преимуществу	3	2
128	в истории	2	2
129	в е	2	2
130	мысли и	2	2
131	как раз	4	2
132	и одновременно	3	2
133	не раз	2	2
134	той же	6	2
135	все равно	2	2
136	художественного видения	12	2
137	а потому	2	2
138	уже не	8	2
139	героя в	4	2
140	для того	2	2
141	из которых	2	2
142	и наконец	5	2
143	хотя бы	2	2
144	друг друга	3	2
145	художественного мира	5	2
146	в своих	2	2
147	в результате	4	2
148	потому что	12	2
149	в основе	5	2
150	подобно тому	3	2
151	на себя	3	2
152	он и	5	2
153	но как	3	2
154	о том	2	2
155	из тех	2	2
156	в художественном	2	2
157	тому как	3	2
158	в каждой	2	2
159	с ним	6	2
160	себя как	5	2
161	но в	4	2
162	одном из	2	2
163	мира в	6	2
