N	2gram	Bakhtin_fo_2	StatiiOP
1	и в	46	44
2	в том	10	36
3	и т	14	30
4	что в	5	30
5	том что	4	29
6	т д	3	21
7	в этом	22	21
8	вовсе не	13	19
9	то что	7	18
10	не только	11	18
11	было бы	2	17
12	а в	3	17
13	о том	4	17
14	и не	9	16
15	а не	4	16
16	может быть	7	15
17	в данном	2	14
18	как в	4	13
19	не в	9	12
20	у нас	2	11
21	в этой	2	11
22	того чтобы	8	11
23	точки зрения	10	11
24	для того	8	10
25	что он	3	10
26	но и	9	10
27	но в	10	10
28	только в	11	10
29	в отношении	2	9
30	с другой	2	9
31	в то	5	9
32	как и	8	9
33	того что	3	9
34	т п	11	9
35	также и	4	9
36	так и	7	9
37	в его	8	9
38	во всех	11	8
39	все же	6	8
40	из них	8	8
41	не может	2	8
42	и его	12	8
43	это не	2	8
44	с точки	8	8
45	прежде всего	14	7
46	сих пор	2	7
47	до сих	2	7
48	таким образом	3	7
49	этом отношении	2	7
50	что они	4	7
51	потому что	8	6
52	из этих	4	6
53	так что	4	6
54	но это	2	6
55	для него	3	6
56	что и	3	6
57	именно в	2	6
58	в той	2	6
59	во всяком	2	6
60	никогда не	6	5
61	так же	2	5
62	вплоть до	2	5
63	в котором	4	5
64	в нем	5	5
65	жизни и	8	5
66	все это	6	5
67	то же	8	5
68	и даже	3	5
69	и по	3	5
70	в которых	3	5
71	тем что	3	5
72	могут быть	2	5
73	все эти	5	5
74	так как	6	5
75	там где	2	5
76	в частности	5	4
77	представление о	2	4
78	же время	4	4
79	тем более	3	4
80	в качестве	3	4
81	как бы	10	4
82	не было	3	4
83	еще более	4	4
84	как это	2	4
85	том как	3	4
86	в основе	6	3
87	во время	10	3
88	и с	6	3
89	с этой	4	3
90	и так	2	3
91	не является	3	3
92	в конце	2	3
93	очень часто	2	3
94	он был	2	3
95	то в	2	3
96	но не	5	3
97	а на	2	3
98	того же	3	3
99	еще не	6	3
100	и для	9	3
101	его жизни	4	3
102	в истории	4	3
103	и только	2	3
104	в уста	2	3
105	с одной	2	3
106	в двух	2	3
107	лишь в	2	3
108	тем же	2	3
109	эпохи и	2	3
110	значит что	2	3
111	в другом	3	3
112	связанные с	5	3
113	с этим	5	3
114	том числе	3	2
115	что все	2	2
116	уже в	4	2
117	совсем не	2	2
118	всех этих	7	2
119	в этих	3	2
120	в своем	5	2
121	и во	6	2
122	гл ii	2	2
123	что на	3	2
124	большое значение	2	2
125	этом случае	2	2
126	по существу	5	2
127	и более	2	2
128	если не	2	2
129	при этом	6	2
130	быть и	2	2
131	она не	2	2
132	со всеми	2	2
133	в сущности	2	2
134	и потому	2	2
135	а также	3	2
136	если в	2	2
137	как можно	3	2
138	отношение к	3	2
139	конечно не	4	2
140	отношения к	4	2
141	без всякого	2	2
142	и их	4	2
143	целый ряд	3	2
144	не для	2	2
145	в эпоху	4	2
146	и у	5	2
147	другом месте	2	2
148	не знает	2	2
149	числе и	2	2
150	более что	2	2
151	их в	4	2
152	от этого	2	2
153	у него	9	2
154	он не	5	2
155	но он	2	2
156	в себе	4	2
157	говорить о	2	2
158	что здесь	2	2
159	не могла	2	2
160	все в	2	2
161	далее в	2	2
162	и все	6	2
163	его в	6	2
164	и это	2	2
165	мы имеем	2	2
166	то есть	10	2
