N	2gram	Vygotskiy__5	slovoVRo
1	в романе	2	46
2	и в	30	39
3	может быть	11	37
4	и т	7	35
5	и его	6	33
6	т п	3	33
7	то есть	13	26
8	не только	16	24
9	и не	6	22
10	но и	6	21
11	не может	9	20
12	в нем	7	19
13	до конца	2	17
14	все это	2	16
15	в этом	14	16
16	так и	3	15
17	а не	8	14
18	как в	3	13
19	отличие от	2	13
20	во всех	2	12
21	в отличие	2	12
22	вовсе не	3	10
23	не в	8	9
24	со своим	2	9
25	и с	2	9
26	прежде всего	4	8
27	таким образом	20	8
28	точки зрения	7	8
29	с его	2	7
30	при этом	8	7
31	для него	3	7
32	еще не	5	7
33	в его	4	7
34	как бы	19	7
35	никогда не	9	7
36	в этих	3	7
37	и потому	5	7
38	и даже	2	7
39	как мы	5	7
40	могут быть	8	7
41	в него	4	7
42	в них	4	6
43	и к	4	6
44	этом случае	2	6
45	все же	7	6
46	как и	6	6
47	в своем	6	6
48	но не	7	6
49	в сущности	12	6
50	жизни и	6	6
51	там где	4	6
52	все эти	2	6
53	но в	5	6
54	не могут	3	5
55	с другой	9	5
56	это не	3	5
57	и для	6	5
58	и все	4	5
59	по себе	7	5
60	для нас	3	5
61	том что	21	5
62	но все	2	5
63	или иной	2	5
64	одной стороны	12	5
65	только в	5	5
66	в том	27	5
67	той или	2	5
68	один из	5	5
69	с одной	12	5
70	человека в	3	5
71	и наконец	3	5
72	от него	4	5
73	героя и	7	5
74	себя и	2	4
75	ни в	3	4
76	зависимости от	7	4
77	одна из	3	4
78	в зависимости	6	4
79	в эпосе	2	4
80	в отношении	2	4
81	по отношению	2	4
82	для этого	9	4
83	отношения к	2	4
84	то же	7	4
85	что оно	6	4
86	с помощью	2	4
87	в той	3	4
88	в таком	3	4
89	а в	4	4
90	и на	3	4
91	дело с	5	4
92	в основе	7	4
93	даже и	2	4
94	в то	2	4
95	во всем	2	4
96	так как	9	4
97	перед нами	2	3
98	что в	24	3
99	материала и	5	3
100	хотя бы	3	3
101	должна быть	2	3
102	в состав	3	3
103	стороны и	4	3
104	не с	2	3
105	в свою	3	3
106	что и	3	3
107	связи с	2	3
108	на этом	6	3
109	у него	3	3
110	и как	7	3
111	слов и	2	3
112	в ней	4	3
113	быть и	2	3
114	и дальше	2	3
115	этом отношении	3	3
116	героя в	3	3
117	с точки	2	3
118	той же	3	3
119	рядом с	5	3
120	сказать что	9	3
121	ту же	2	3
122	как это	7	3
123	действующих лиц	7	2
124	чем в	2	2
125	в данном	3	2
126	уже в	6	2
127	и другие	3	2
128	в нашем	2	2
129	но она	2	2
130	но он	3	2
131	обстоит дело	3	2
132	того как	2	2
133	тот факт	4	2
134	как например	2	2
135	только о	2	2
136	с которым	3	2
137	материал для	2	2
138	в себе	5	2
139	и здесь	6	2
140	что он	17	2
141	в нее	2	2
142	имеет дело	4	2
143	очень легко	3	2
144	мы увидим	9	2
145	мы уже	6	2
146	или на	2	2
147	как вещь	2	2
148	должен быть	2	2
149	с таким	2	2
150	но мы	2	2
151	сих пор	5	2
152	на его	3	2
153	то что	37	2
154	дело в	2	2
155	входят в	2	2
156	вместе с	12	2
157	в их	3	2
158	в форме	2	2
159	отличается от	2	2
160	так в	3	2
161	и ни	2	2
162	с этим	2	2
163	т д	3	2
164	которых мы	4	2
165	от нас	2	2
166	именно в	6	2
167	чем не	2	2
168	это и	2	2
169	в себя	2	2
170	мы не	3	2
171	именно на	5	2
172	того чтобы	20	2
173	для того	20	2
174	или в	6	2
175	в результате	4	2
176	и при	2	2
177	он не	3	2
178	в другом	3	2
179	не знает	2	2
180	факт что	6	2
181	о том	10	2
182	как он	2	2
183	и между	3	2
184	кажется нам	6	2
185	это очень	2	2
186	в одном	2	2
187	до сих	5	2
