N	2gram	Losev_Dial_1	Myslijsy
1	потому что	14	46
2	в том	9	32
3	и в	18	30
4	может быть	17	28
5	то же	10	23
6	не только	13	21
7	только в	3	21
8	но и	7	19
9	том что	9	18
10	то что	13	18
11	того что	2	18
12	что в	13	17
13	не есть	40	17
14	по себе	25	16
15	в себе	11	16
16	в сознании	3	15
17	не в	6	15
18	и не	30	15
19	а не	14	15
20	что и	3	13
21	так как	11	13
22	точно так	2	12
23	а в	5	12
24	если бы	12	12
25	так и	9	11
26	что оно	5	11
27	как и	2	10
28	как в	2	10
29	и что	12	10
30	в этом	12	10
31	в то	6	10
32	из этих	2	9
33	только тогда	2	9
34	для него	2	9
35	было бы	12	9
36	в нем	16	9
37	в самом	3	8
38	в ней	3	8
39	что не	7	8
40	только что	3	8
41	и то	9	8
42	с другой	6	7
43	вовсе не	7	7
44	к тому	4	7
45	как мы	4	7
46	так что	15	7
47	но не	4	7
48	есть не	3	7
49	с одной	2	7
50	что он	11	6
51	но это	8	6
52	с этим	2	6
53	из них	2	6
54	между собою	2	6
55	то это	4	6
56	указывает на	3	6
57	то и	2	6
58	не может	12	6
59	уже не	2	6
60	не имеет	15	6
61	образ и	4	6
62	с ним	6	6
63	в них	3	5
64	думать что	3	5
65	по крайней	4	5
66	в каком	8	5
67	есть для	2	5
68	и как	7	5
69	же время	4	5
70	в своем	5	5
71	еще не	2	5
72	только как	2	5
73	крайней мере	4	5
74	не менее	2	5
75	одно и	4	5
76	есть только	5	5
77	должно быть	3	5
78	с другими	2	5
79	сказать что	10	5
80	сам по	6	5
81	и т	21	5
82	что я	3	5
83	к ней	4	5
84	на деле	2	5
85	что это	11	4
86	и от	2	4
87	по мере	2	4
88	что именно	2	4
89	себе а	2	4
90	есть ни	6	4
91	все это	11	4
92	что даже	2	4
93	в его	3	4
94	образа в	2	4
95	относится к	2	4
96	была бы	3	4
97	в котором	4	4
98	себе не	5	4
99	тем более	2	4
100	один из	3	4
101	другой стороны	4	4
102	есть нечто	10	4
103	он не	3	4
104	не было	6	4
105	все равно	3	4
106	для того	2	4
107	что для	3	4
108	мы должны	5	4
109	говоря о	2	4
110	об отношении	5	4
111	и это	2	4
112	и потому	3	4
113	и при	2	4
114	для меня	4	4
115	не существует	7	3
116	быть может	4	3
117	и есть	16	3
118	могут быть	3	3
119	тому что	3	3
120	или что	2	3
121	прежде всего	10	3
122	и все	3	3
123	к этому	2	3
124	а только	3	3
125	оно есть	2	3
126	именно в	2	3
127	более или	3	3
128	мы можем	4	3
129	само по	5	3
130	до сих	2	3
131	можно сказать	6	3
132	одной стороны	2	3
133	и может	2	3
134	образа и	2	3
135	ни о	5	3
136	вслед за	2	3
137	действительности и	3	3
138	никак не	6	3
139	только потому	3	3
140	и следовательно	2	3
141	что она	7	3
142	как бы	11	3
143	никто не	2	3
144	образом и	2	3
145	со стороны	2	3
146	или менее	3	3
147	только на	3	3
148	и тогда	2	3
149	т д	19	3
150	к нему	8	3
151	так же	4	3
152	в каждом	2	3
153	же и	2	3
154	говорить о	5	3
155	и вообще	4	3
156	не знает	2	3
157	заметить что	2	3
158	в чем	6	3
159	не то	6	3
160	это было	2	3
161	сих пор	2	3
162	что ни	3	2
163	но все	3	2
164	и та	3	2
165	об этом	4	2
166	его с	3	2
167	та же	3	2
168	не как	2	2
169	эти последние	2	2
170	на то	5	2
171	отношение к	5	2
172	сама по	8	2
173	идеи и	5	2
174	мы видим	4	2
175	что они	3	2
176	от него	4	2
177	можно только	2	2
178	но как	2	2
179	как о	2	2
180	могла бы	2	2
181	но что	3	2
182	она не	6	2
183	несмотря на	10	2
184	и мы	5	2
185	что человек	2	2
186	или на	2	2
187	и о	3	2
188	даже в	3	2
189	собственно говоря	4	2
190	все же	5	2
191	жизни и	3	2
192	то или	3	2
193	в своей	2	2
194	что уже	2	2
195	что же	3	2
196	мысли и	3	2
197	в их	3	2
198	т п	2	2
199	в виде	2	2
200	что как	2	2
201	в разных	3	2
202	а с	2	2
203	этом отношении	2	2
204	это и	4	2
205	из того	2	2
206	но только	3	2
207	отличное от	2	2
208	самом деле	3	2
209	этой стороны	2	2
210	что такое	10	2
211	и даже	13	2
212	и притом	4	2
213	меня то	2	2
214	к чувственному	4	2
215	в которых	2	2
216	с этой	2	2
217	ни в	15	2
218	от этого	3	2
219	точки зрения	17	2
220	то он	2	2
221	бы в	3	2
222	ничего общего	4	2
223	отношении к	3	2
224	о том	4	2
225	что эта	4	2
226	иметь в	3	2
227	то не	2	2
228	которая не	2	2
229	нет ни	2	2
230	и с	5	2
