N	2gram	Trubetskoy_1	Dialekti
1	не есть	3	40
2	и не	19	30
3	или от	2	22
4	и есть	2	19
5	а не	2	18
6	может быть	9	17
7	и т	3	17
8	то что	13	16
9	и в	14	15
10	как бы	4	14
11	так как	4	14
12	точки зрения	11	14
13	что это	3	13
14	это есть	2	13
15	того что	3	13
16	по себе	2	13
17	прежде всего	8	11
18	и вот	2	11
19	в том	17	11
20	не может	22	11
21	говорить о	3	11
22	ясно что	2	11
23	в этом	17	11
24	потому что	5	10
25	том что	9	10
26	было бы	5	9
27	все это	6	9
28	и что	2	9
29	то же	11	9
30	уже не	2	9
31	с точки	9	9
32	ни в	2	8
33	не в	4	8
34	в себе	9	8
35	и о	2	8
36	не только	9	8
37	что в	4	7
38	должна быть	2	7
39	что оно	3	7
40	не просто	2	7
41	что он	6	7
42	как и	4	7
43	или в	3	7
44	только в	5	7
45	так что	2	6
46	же время	10	6
47	и тем	2	6
48	и даже	2	6
49	в результате	2	6
50	если бы	6	6
51	в то	10	6
52	что и	3	6
53	в меру	2	5
54	сама по	2	5
55	в своем	6	5
56	на то	5	5
57	того чтобы	8	5
58	в ней	2	5
59	но если	3	5
60	в нем	5	5
61	– не	2	5
62	таким образом	11	5
63	именно в	3	5
64	и на	5	5
65	о том	7	5
66	тогда когда	4	5
67	то в	3	5
68	для того	6	5
69	что такое	2	5
70	и для	6	5
71	что все	3	4
72	и как	3	4
73	но это	2	4
74	в этой	4	4
75	что они	3	4
76	жизни и	4	4
77	но и	10	4
78	так же	2	4
79	и с	7	4
80	не о	2	4
81	той или	3	4
82	мы должны	7	4
83	с тем	6	4
84	отнюдь не	7	4
85	то ни	4	4
86	она не	2	4
87	еще не	3	4
88	в течение	2	4
89	хотя бы	5	4
90	в силу	2	4
91	в его	4	4
92	идет речь	4	4
93	только для	2	3
94	тем самым	2	3
95	и если	7	3
96	для всех	6	3
97	себя и	5	3
98	совершенно не	2	3
99	в их	4	3
100	отношения к	2	3
101	все эти	2	3
102	и наконец	2	3
103	с этим	2	3
104	даже и	2	3
105	с ним	2	3
106	себя как	2	3
107	но в	2	3
108	будет ли	2	3
109	так чтобы	3	3
110	есть и	2	3
111	мы уже	2	3
112	в своей	5	3
113	и потому	3	3
114	со стороны	4	3
115	быть и	2	3
116	на основании	2	3
117	из которых	5	3
118	в данном	7	3
119	и то	4	3
120	мы можем	2	3
121	в виде	3	3
122	в области	2	3
123	от него	2	3
124	не могут	4	2
125	в частности	2	2
126	из этих	3	2
127	точно так	2	2
128	вне всякой	2	2
129	главным образом	3	2
130	вопрос о	5	2
131	да и	3	2
132	что с	2	2
133	при этом	5	2
134	этой личности	2	2
135	в самом	3	2
136	себе и	4	2
137	никогда не	5	2
138	в котором	2	2
139	но мы	3	2
140	из них	3	2
141	для этого	3	2
142	и только	5	2
143	не было	3	2
144	от того	4	2
145	лишь в	3	2
146	и по	3	2
147	должно быть	3	2
148	возможно лишь	4	2
149	во всем	4	2
150	того или	2	2
151	и ни	3	2
152	это учение	2	2
153	нисколько не	2	2
154	и во	3	2
155	при условии	3	2
156	все же	4	2
157	не будет	7	2
158	в качестве	3	2
159	все что	4	2
160	бы ни	2	2
161	одной из	3	2
162	конечно не	5	2
163	ни одна	3	2
164	для нее	2	2
165	себя в	4	2
166	во всех	5	2
167	вместе с	4	2
168	ее в	2	2
169	сделать это	2	2
170	что же	4	2
171	даже не	2	2
172	и тогда	2	2
173	во всяком	9	2
174	тем что	3	2
175	но для	2	2
176	и при	6	2
177	как будто	2	2
178	отношении к	2	2
179	может только	3	2
180	ни от	2	2
