N	2gram	Vygotskiy__7	KFilosof
1	может быть	7	43
2	в его	4	39
3	в нем	2	31
4	не может	11	27
5	и не	18	26
6	по отношению	6	25
7	и в	26	22
8	в котором	4	21
9	отношению к	5	21
10	в себе	9	21
11	не есть	4	19
12	в ее	6	17
13	а не	6	17
14	и его	12	17
15	только в	8	16
16	точки зрения	28	13
17	в этом	29	13
18	ни в	2	12
19	для него	3	12
20	но не	3	12
21	все эти	6	11
22	в своей	3	11
23	не в	4	11
24	к нему	3	11
25	это не	3	10
26	все это	3	10
27	во всех	6	10
28	с точки	21	10
29	и есть	2	9
30	в целом	5	9
31	но и	11	9
32	в их	2	9
33	как бы	6	9
34	для нее	3	9
35	и для	5	9
36	лишь в	2	8
37	если бы	5	8
38	было бы	6	8
39	и здесь	2	7
40	во всем	3	7
41	вовсе не	2	7
42	что и	3	7
43	то что	24	7
44	я не	3	6
45	в смысле	6	6
46	в том	18	6
47	но это	3	6
48	момент в	3	6
49	отношение к	2	6
50	и только	4	6
51	совершенно не	2	6
52	и их	5	6
53	он не	3	6
54	менее всего	3	6
55	никогда не	4	5
56	но эта	2	5
57	то же	8	5
58	именно в	6	5
59	не имеет	2	5
60	должно быть	2	5
61	в основе	3	5
62	его в	2	5
63	с ним	3	5
64	но в	4	5
65	как и	15	5
66	я могу	2	5
67	не только	24	5
68	для себя	24	5
69	все же	6	5
70	ко всему	2	5
71	что в	12	4
72	входит в	2	4
73	для нас	2	4
74	не по	4	4
75	в своих	2	4
76	том что	17	4
77	во всей	2	4
78	а в	2	4
79	тем самым	8	4
80	в чем	3	4
81	и весь	2	3
82	что это	6	3
83	не менее	4	3
84	в свою	2	3
85	до конца	5	3
86	в виду	5	3
87	и тем	6	3
88	того что	14	3
89	слово не	2	3
90	всем его	2	3
91	в ней	3	3
92	в то	3	3
93	о том	4	3
94	мы не	7	3
95	тогда когда	5	3
96	это единство	2	3
97	по своему	9	3
98	еще не	4	3
99	и делает	2	3
100	нет и	3	3
101	в современной	2	3
102	на самом	3	3
103	самом деле	6	3
104	для того	18	3
105	что не	2	3
106	что этот	5	3
107	тем что	9	3
108	могут быть	2	3
109	в момент	4	3
110	ничего не	2	3
111	слова в	5	2
112	можно ли	2	2
113	котором мы	2	2
114	его и	2	2
115	мысль и	3	2
116	эти момента	2	2
117	прежде всего	7	2
118	вопрос о	6	2
119	его к	2	2
120	тем не	3	2
121	только по	3	2
122	это есть	4	2
123	но для	2	2
124	себя и	2	2
125	его с	3	2
126	по себе	3	2
127	тому что	9	2
128	для этого	3	2
129	как к	3	2
130	мышления и	9	2
131	и других	2	2
132	мысль не	4	2
133	на первом	2	2
134	действительности в	2	2
135	мышление и	2	2
136	ее от	2	2
137	а по	2	2
138	потому что	16	2
139	но всегда	2	2
140	в сознании	6	2
141	были бы	3	2
142	и свой	2	2
143	и то	7	2
144	с тем	5	2
145	что эта	6	2
146	к этому	2	2
147	что он	8	2
148	в качестве	5	2
149	мышления как	3	2
150	со всеми	2	2
151	этот факт	2	2
152	и потому	3	2
153	но этот	2	2
154	этого слова	3	2
155	в процессе	5	2
156	так и	3	2
157	как в	4	2
158	нами в	4	2
159	это и	4	2
160	это значило	2	2
161	и она	2	2
162	того чтобы	19	2
163	в данном	5	2
164	в этой	3	2
165	едва ли	4	2
166	в области	4	2
