N	2gram	Bakhtin_Fr_5	Analitik
1	в качестве	2	31
2	может быть	2	29
3	в том	10	27
4	не может	5	22
5	и не	15	21
6	и в	45	18
7	а не	4	17
8	но и	10	17
9	не только	14	15
10	не в	7	14
11	как и	10	13
12	в его	13	13
13	в этом	14	13
14	том что	7	12
15	при этом	2	12
16	то есть	25	11
17	но не	4	10
18	то же	11	9
19	а в	4	9
20	в то	11	9
21	нуждается в	3	8
22	но в	14	8
23	к тому	2	7
24	это не	3	6
25	прежде всего	10	6
26	же время	9	6
27	в самом	4	6
28	в сущности	4	6
29	должен быть	2	6
30	то что	2	6
31	в своей	3	6
32	в себя	5	6
33	в отличие	2	6
34	отличие от	2	6
35	в основе	4	6
36	точки зрения	4	6
37	только в	4	6
38	и как	5	5
39	в этой	6	5
40	что в	12	5
41	как бы	12	5
42	в целом	2	5
43	в их	4	5
44	и т.п	16	5
45	лишь в	2	5
46	и его	13	5
47	между тем	2	5
48	и на	5	5
49	о том	4	5
50	того что	3	4
51	себя и	2	4
52	ни в	3	4
53	тому же	4	4
54	того же	3	4
55	для того	6	4
56	все же	2	4
57	вместе с	3	4
58	так и	6	4
59	во времени	2	4
60	именно в	3	4
61	с точки	2	4
62	в другом	3	4
63	с ним	5	4
64	том числе	4	3
65	не могут	2	3
66	с его	7	3
67	и есть	2	3
68	и одновременно	3	3
69	хотя бы	2	3
70	и все	7	3
71	в нем	10	3
72	и к	5	3
73	что он	6	3
74	одним из	5	3
75	он не	6	3
76	если в	2	3
77	даже в	2	3
78	что и	7	3
79	а именно	2	3
80	таким образом	8	3
81	того чтобы	6	3
82	к нему	2	3
83	в наиболее	2	3
84	как он	3	3
85	а также	4	3
86	своего рода	4	3
87	только для	2	2
88	на фоне	2	2
89	на все	2	2
90	все эти	5	2
91	не столько	2	2
92	из этих	3	2
93	говорит и	2	2
94	вовсе не	8	2
95	отрыве от	2	2
96	можно сказать	2	2
97	в начале	2	2
98	такой же	4	2
99	для него	3	2
100	в пределах	2	2
101	было бы	2	2
102	несмотря на	2	2
103	и та	2	2
104	и о	4	2
105	еще в	2	2
106	в отрыве	2	2
107	нет и	2	2
108	произведение в	2	2
109	один из	2	2
110	ли он	2	2
111	и до	2	2
112	данном случае	2	2
113	здесь не	6	2
114	на этом	5	2
115	той же	4	2
116	этом отношении	5	2
117	на самом	5	2
118	самом деле	5	2
119	роль в	2	2
120	как мы	8	2
121	смертью в	2	2
122	в акте	5	2
123	также и	7	2
124	в данном	2	2
125	же самое	2	2
126	в эпизоде	9	2
127	так как	6	2
128	потому что	7	2
129	и с	10	2
