N	2gram	Bakhtin_Fr_8	Psycholo
1	в том	13	37
2	и в	56	32
3	том что	8	21
4	то что	3	21
5	таким образом	17	21
6	потому что	6	21
7	то есть	24	21
8	что в	5	20
9	так же	2	18
10	может быть	3	18
11	что и	3	17
12	не может	2	17
13	точки зрения	6	17
14	что она	2	16
15	самом деле	2	16
16	того чтобы	4	14
17	что он	2	13
18	при этом	4	13
19	то же	11	13
20	для того	2	13
21	в этом	14	13
22	в самом	9	12
23	не только	8	12
24	так как	4	12
25	с тем	2	11
26	было бы	2	11
27	в основе	4	11
28	как и	5	10
29	когда он	2	10
30	но и	9	10
31	и не	9	10
32	с точки	2	10
33	никогда не	5	9
34	что все	4	9
35	в своих	4	9
36	что это	4	8
37	не в	3	8
38	той же	6	8
39	и как	2	7
40	такой же	5	7
41	а не	2	7
42	в сущности	8	7
43	все эти	15	7
44	и его	12	7
45	что для	3	7
46	сказать что	3	7
47	только в	9	7
48	что они	2	7
49	в этой	6	6
50	он не	5	6
51	как бы	11	6
52	целый ряд	2	6
53	о том	4	6
54	если бы	2	6
55	он говорит	2	5
56	в ней	4	5
57	далеко не	2	5
58	до сих	8	5
59	сих пор	8	5
60	все это	8	5
61	как раз	2	5
62	на самом	2	5
63	только на	2	5
64	и даже	8	5
65	и на	7	5
66	в то	12	5
67	и более	4	4
68	с этой	2	4
69	что на	2	4
70	а на	2	4
71	и сам	2	4
72	в действительности	2	4
73	несмотря на	2	4
74	указывает что	2	4
75	в нем	8	4
76	все же	2	4
77	из них	2	4
78	и до	10	4
79	образом и	3	4
80	данном случае	2	4
81	а в	2	4
82	и все	6	4
83	мы видим	6	4
84	и для	2	4
85	и те	2	4
86	в данном	2	4
87	и с	8	4
88	ту же	4	4
89	в творчестве	5	4
90	того как	2	4
91	между тем	3	4
92	по своему	8	3
93	главным образом	3	3
94	в частности	7	3
95	но он	3	3
96	с другой	2	3
97	не как	2	3
98	и к	4	3
99	видим что	2	3
100	так что	3	3
101	до конца	11	3
102	например в	4	3
103	в своей	2	3
104	не могли	2	3
105	один из	5	3
106	с ее	5	3
107	так и	13	3
108	во всех	8	3
109	и их	8	3
110	и ее	4	3
111	бы и	2	3
112	в их	3	3
113	в отношении	5	3
114	и других	4	3
115	образом в	2	3
116	то время	2	3
117	и совершенно	2	3
118	как к	2	3
119	действующих лиц	2	3
120	в каком	2	3
121	в которых	2	3
122	и то	2	3
123	во всем	4	3
124	но в	6	3
125	мы не	2	3
126	в узком	2	2
127	вещей и	11	2
128	с его	5	2
129	казалось бы	3	2
130	в них	11	2
131	то ни	2	2
132	это не	2	2
133	точка зрения	2	2
134	из всех	2	2
135	в одном	2	2
136	это в	2	2
137	интерес к	2	2
138	и эти	2	2
139	и здесь	3	2
140	ни в	2	2
141	говорит о	2	2
142	в романе	21	2
143	же время	10	2
144	и при	2	2
145	еще не	10	2
146	но не	5	2
147	две части	2	2
148	из которых	2	2
149	вовсе не	6	2
150	на его	6	2
151	к нему	2	2
152	к ним	2	2
153	в его	18	2
154	все те	2	2
155	в ее	6	2
156	его жизни	2	2
157	бы то	2	2
158	начала и	4	2
159	в этих	11	2
160	в процессе	5	2
161	вместе с	2	2
162	значение и	2	2
163	себе и	2	2
164	не на	3	2
165	другой стороны	2	2
166	в особенности	4	2
167	не было	5	2
168	у всех	2	2
169	форм и	4	2
170	роль в	5	2
171	мы находим	3	2
172	здесь мы	3	2
173	в других	2	2
174	это очень	2	2
175	но это	2	2
176	также и	2	2
177	их в	4	2
178	лиц и	2	2
179	он дает	2	2
180	в себе	4	2
181	в свете	4	2
182	там где	3	2
183	не потому	2	2
184	в которой	4	2
185	к которому	3	2
186	и которые	4	2
