N	2gram	Tiupa_Anal_2	Problemy
1	и не	12	31
2	и в	16	29
3	в его	2	24
4	может быть	6	24
5	а не	10	22
6	в этом	18	22
7	т е	2	21
8	как бы	10	19
9	точки зрения	4	19
10	для него	4	18
11	не только	16	15
12	то что	7	15
13	но и	12	14
14	и его	4	14
15	то же	4	14
16	в пределах	9	13
17	уже не	4	13
18	с точки	2	13
19	как и	14	12
20	о себе	2	12
21	не может	4	12
22	таким образом	2	12
23	в одном	2	10
24	этом смысле	2	10
25	в самом	6	10
26	в то	2	10
27	только в	4	10
28	но не	4	9
29	же время	2	9
30	если бы	3	9
31	в своем	4	8
32	по себе	2	8
33	что в	2	8
34	отношению к	4	8
35	в своей	2	8
36	по отношению	4	8
37	в том	12	8
38	прежде всего	3	7
39	вовсе не	2	7
40	а как	2	7
41	том что	12	7
42	не в	4	7
43	она не	2	7
44	за пределы	4	7
45	так и	15	7
46	а в	3	7
47	и на	6	7
48	в себе	7	7
49	но в	6	7
50	все это	4	6
51	в конце	4	6
52	в целом	8	6
53	несмотря на	3	6
54	что она	2	6
55	как в	4	6
56	как раз	4	6
57	в мире	6	6
58	так же	2	6
59	могут быть	10	6
60	его в	2	6
61	именно в	3	5
62	было бы	3	5
63	еще не	2	5
64	в сущности	4	5
65	у него	4	5
66	он не	2	5
67	той же	2	5
68	художественного мира	2	5
69	с их	2	5
70	между тем	2	5
71	автора и	3	5
72	он и	2	5
73	с ним	2	5
74	ничего не	9	5
75	в результате	3	4
76	превращается в	2	4
77	что и	3	4
78	его как	2	4
79	должна была	2	4
80	даже в	2	4
81	и для	2	4
82	тем что	3	4
83	но эта	2	4
84	как мы	3	4
85	в этой	9	4
86	в произведении	2	4
87	от автора	2	3
88	была бы	2	3
89	никогда не	3	3
90	и одновременно	3	3
91	с другой	6	3
92	романа в	3	3
93	по существу	2	3
94	и слово	2	3
95	все что	2	3
96	диалог в	2	3
97	и до	2	3
98	на него	2	3
99	в их	3	3
100	во времени	2	3
101	и внутренне	2	3
102	другой стороны	2	3
103	на котором	2	3
104	этом отношении	3	3
105	в себя	4	3
106	приводит к	3	3
107	тому как	3	3
108	сказать что	2	3
109	он в	4	3
110	подобно тому	3	3
111	не знает	3	3
112	как будто	3	3
113	бы в	3	3
114	отношения к	2	3
115	произведения в	5	2
116	в противоположность	2	2
117	уже и	2	2
118	и во	2	2
119	те же	2	2
120	вследствие этого	2	2
121	что позволяет	3	2
122	и к	5	2
123	не позволяет	2	2
124	не есть	2	2
125	так что	3	2
126	из его	2	2
127	при этом	10	2
128	ведь это	2	2
129	на себя	5	2
130	и сам	3	2
131	со своим	3	2
132	на себе	3	2
133	никак не	2	2
134	не о	2	2
135	в котором	2	2
136	один из	2	2
137	в один	4	2
138	на его	3	2
139	в первой	3	2
140	момент его	2	2
141	данном случае	5	2
142	в контексте	5	2
143	и даже	9	2
144	за собою	2	2
145	на этот	2	2
146	или даже	2	2
147	можно было	3	2
148	в данном	8	2
149	одно из	2	2
150	данного произведения	2	2
151	же не	2	2
152	доминанта в	2	2
153	совпадает с	4	2
154	в сознании	4	2
155	по преимуществу	4	2
