N	2gram	Tiupa_Lite_3	Tvorches
1	и в	16	21
2	как бы	8	17
3	в то	9	15
4	в его	6	13
5	то же	9	13
6	что в	2	12
7	как и	5	12
8	же время	7	12
9	то есть	5	12
10	с его	6	11
11	том что	8	11
12	в романе	3	10
13	как в	5	8
14	то что	12	8
15	в свою	2	7
16	в том	12	7
17	тем самым	7	7
18	при этом	15	7
19	не только	14	7
20	и не	22	7
21	в году	5	7
22	и на	2	7
23	но в	3	7
24	что он	5	6
25	жизни в	4	6
26	не менее	2	6
27	для него	2	6
28	человека в	2	6
29	а в	5	6
30	и его	6	6
31	в этом	14	6
32	xix века	2	6
33	о том	6	6
34	отнюдь не	3	5
35	а не	12	5
36	может быть	12	5
37	в этой	8	5
38	все же	2	5
39	в своих	2	5
40	потому что	3	5
41	как будто	4	5
42	только в	7	5
43	прежде всего	3	4
44	в мире	16	4
45	и как	3	4
46	в целом	5	4
47	одним из	4	4
48	один из	2	4
49	своего рода	10	4
50	в своей	7	4
51	не может	8	4
52	это не	5	4
53	самим собой	3	4
54	не случайно	3	4
55	место в	4	3
56	никогда не	4	3
57	с другой	6	3
58	я не	2	3
59	с ее	3	3
60	в соответствии	3	3
61	соответствии с	5	3
62	что я	5	3
63	но не	4	3
64	со всеми	2	3
65	на его	3	3
66	в самом	3	3
67	той же	3	3
68	даже в	4	3
69	в нем	2	3
70	жизни и	3	3
71	время в	2	3
72	но и	14	3
73	ее в	2	3
74	в ту	2	3
75	уже не	3	3
76	это как	3	3
77	того что	9	3
78	и даже	2	3
79	так же	2	3
80	и с	2	3
81	хотя и	4	3
82	далеко не	2	3
83	представляет собой	2	3
84	я и	10	3
85	в основе	5	2
86	в принципе	2	2
87	все более	2	2
88	в частности	11	2
89	однако в	4	2
90	слова из	2	2
91	в стихах	6	2
92	в качестве	5	2
93	эти слова	2	2
94	в лице	2	2
95	в жизни	8	2
96	одного из	2	2
97	личности в	3	2
98	к этому	2	2
99	вот в	2	2
100	можно сказать	2	2
101	что и	2	2
102	а по	2	2
103	а затем	3	2
104	не в	10	2
105	то в	3	2
106	быть может	2	2
107	того же	2	2
108	между людьми	2	2
109	до конца	4	2
110	из них	4	2
111	действительности в	2	2
112	в первой	2	2
113	к тому	6	2
114	не могу	2	2
115	живой жизни	3	2
116	герой в	2	2
117	и тем	3	2
118	еще в	3	2
119	во второй	2	2
120	когда он	2	2
121	вместе с	5	2
122	к жизни	2	2
123	данном случае	4	2
124	так и	9	2
125	вслед за	3	2
126	во всей	2	2
127	в отличие	5	2
128	именно в	5	2
129	не означает	2	2
130	свободы и	2	2
131	от жизни	2	2
132	самом деле	3	2
133	но без	2	2
134	что не	2	2
135	и наконец	3	2
136	на смену	3	2
137	на свете	2	2
138	отличие от	5	2
139	в первом	2	2
140	в данном	4	2
141	в себе	6	2
142	не знает	2	2
143	мира в	3	2
144	русской литературы	2	2
