N	2gram	Bakhtin_sl_1	Myslijsy
1	потому что	2	52
2	то есть	26	42
3	и в	41	39
4	в языке	5	33
5	может быть	14	27
6	в том	3	26
7	только в	6	25
8	не может	14	22
9	а не	15	21
10	так как	3	21
11	не только	16	21
12	в нем	30	20
13	но и	16	20
14	и не	16	18
15	языка и	12	17
16	том что	2	16
17	так что	2	16
18	не в	7	15
19	в этом	12	15
20	так и	11	13
21	в себе	3	13
22	таким образом	9	13
23	было бы	3	12
24	мы не	2	10
25	не есть	2	10
26	как в	8	10
27	могут быть	19	9
28	для нас	2	9
29	как и	4	9
30	но в	8	9
31	в одном	2	8
32	но не	2	8
33	язык в	4	8
34	того что	3	8
35	в слове	7	8
36	точки зрения	16	8
37	с другой	5	7
38	язык как	3	7
39	должно быть	2	7
40	на язык	2	7
41	в ней	4	7
42	в истории	3	7
43	с этим	3	7
44	это не	6	7
45	в этих	2	7
46	еще не	4	6
47	как бы	12	6
48	все же	7	6
49	и т	28	6
50	то же	14	6
51	при этом	6	6
52	и по	2	6
53	языка в	16	6
54	язык не	2	5
55	вовсе не	7	5
56	языка как	4	5
57	то в	2	5
58	и потому	4	5
59	в его	13	5
60	в первом	3	5
61	другой стороны	4	5
62	во всех	17	5
63	так же	2	5
64	а в	6	5
65	и для	4	5
66	друг друга	3	5
67	и его	14	5
68	между тем	2	5
69	быть только	2	5
70	язык и	10	5
71	не могут	3	4
72	никогда не	3	4
73	от языка	3	4
74	прежде всего	8	4
75	в свою	3	4
76	в смысле	4	4
77	бы ни	3	4
78	мы видим	2	4
79	свою очередь	2	4
80	же время	12	4
81	для него	3	4
82	слов и	2	4
83	к тому	3	4
84	языка то	2	4
85	самого предмета	3	4
86	слова для	2	4
87	в каждом	4	4
88	т п	23	4
89	т д	5	4
90	не было	3	4
91	и других	3	4
92	и даже	6	4
93	из этих	3	4
94	в то	14	4
95	слова и	13	4
96	там где	4	4
97	смысле в	3	4
98	тому что	2	3
99	в них	6	3
100	столь же	2	3
101	оно не	6	3
102	и во	3	3
103	и от	4	3
104	не могло	3	3
105	что все	2	3
106	из одного	2	3
107	друг другу	2	3
108	ни были	3	3
109	оно и	4	3
110	в своем	3	3
111	того же	6	3
112	если мы	2	3
113	она не	3	3
114	одной стороны	4	3
115	в другой	2	3
116	только на	2	3
117	в своей	7	3
118	но оно	3	3
119	для того	2	3
120	и тем	2	3
121	связи с	2	3
122	и той	2	3
123	в самом	5	3
124	с одной	4	3
125	той же	2	3
126	или даже	2	3
127	с ним	7	3
128	не из	2	3
129	языка но	4	3
130	и то	2	3
131	сказать что	2	3
132	во всяком	7	3
133	хотя и	2	3
134	он не	3	3
135	в сознании	2	3
136	и вообще	2	3
137	с точки	8	3
138	и все	4	3
139	языка а	3	3
140	а между	2	3
141	и с	4	3
142	слова в	8	2
143	взаимного понимания	2	2
144	есть как	3	2
145	нисколько не	2	2
146	как увидим	2	2
147	все они	7	2
148	но он	2	2
149	с этой	3	2
150	одного из	2	2
151	на все	2	2
152	связь с	2	2
153	а как	2	2
154	как мы	8	2
155	том и	2	2
156	ни было	2	2
157	есть для	2	2
158	уже не	2	2
159	следовательно и	3	2
160	у нас	2	2
161	не были	3	2
162	для них	2	2
163	и может	3	2
164	в сущности	13	2
165	за пределы	4	2
166	и о	2	2
167	словом и	3	2
168	одним из	4	2
169	и следовательно	7	2
170	могут не	2	2
171	с ее	4	2
172	в целом	2	2
173	языке а	2	2
174	но эти	3	2
175	из этого	3	2
176	может казаться	2	2
177	в их	4	2
178	своего языка	3	2
179	не могла	2	2
180	в разных	3	2
181	точке зрения	2	2
182	еще более	5	2
183	речь и	3	2
184	к языку	3	2
185	или в	8	2
186	хотя бы	3	2
187	том же	4	2
188	с языком	2	2
189	одним словом	2	2
190	о том	3	2
191	и самое	2	2
192	так сказать	5	2
193	в которой	4	2
194	в других	3	2
195	из него	2	2
