N	2gram	Losev_Vlad_2	Problemy
1	и в	30	46
2	то есть	7	40
3	и не	18	27
4	может быть	7	23
5	как бы	5	19
6	не может	9	19
7	в нем	4	17
8	у достоевского	2	16
9	в этом	20	16
10	не только	12	14
11	но и	8	12
12	как и	5	12
13	как мы	11	12
14	и на	4	11
15	точки зрения	7	11
16	а не	7	11
17	не в	9	10
18	прежде всего	6	9
19	в том	18	9
20	в самом	2	9
21	и все	7	9
22	вовсе не	4	9
23	и к	6	9
24	в его	11	9
25	с точки	3	9
26	конечно не	4	8
27	и с	14	7
28	по себе	5	7
29	в сущности	2	7
30	в себе	6	7
31	никогда не	7	6
32	ни в	7	6
33	но это	4	6
34	хотя и	6	6
35	друг друга	2	6
36	о нем	2	6
37	но в	8	6
38	что он	13	6
39	что я	3	6
40	то же	4	6
41	все это	5	6
42	и он	4	6
43	и его	6	6
44	только в	6	6
45	это не	2	5
46	же время	3	5
47	при этом	5	5
48	и сам	2	5
49	в котором	5	5
50	к нему	2	5
51	нам кажется	3	5
52	жизни и	6	5
53	мы находим	2	5
54	в то	9	5
55	так как	5	5
56	с его	4	5
57	у него	19	5
58	о том	4	5
59	во всех	3	5
60	уже в	3	4
61	что в	12	4
62	в этих	4	4
63	можно сказать	4	4
64	да и	3	4
65	до конца	7	4
66	кроме того	9	4
67	в виду	2	4
68	в их	2	4
69	таким образом	3	4
70	еще и	6	4
71	все эти	5	4
72	и наконец	4	4
73	должно быть	3	4
74	потому что	9	4
75	а что	2	4
76	же и	2	4
77	он и	3	4
78	мы не	2	4
79	как в	3	4
80	раз и	2	4
81	том что	12	4
82	но не	3	4
83	том же	3	4
84	он не	4	4
85	все же	9	4
86	то что	20	4
87	так и	5	4
88	уже не	3	4
89	здесь не	4	4
90	в отношении	3	3
91	из этих	3	3
92	на то	2	3
93	в своем	8	3
94	более или	3	3
95	на этом	2	3
96	достоевского но	2	3
97	себе и	2	3
98	то это	4	3
99	и для	3	3
100	отношение к	4	3
101	и до	2	3
102	так же	4	3
103	и даже	10	3
104	также и	6	3
105	но он	3	3
106	в конце	13	3
107	как он	2	3
108	их в	2	3
109	и во	2	3
110	бытия и	2	3
111	по существу	3	3
112	и при	2	3
113	мы сказали	2	3
114	а то	2	3
115	того же	5	3
116	и что	5	3
117	она не	2	3
118	было бы	9	3
119	кажется что	2	3
120	мы уже	2	3
121	в своей	5	3
122	и о	4	3
123	никак не	3	3
124	что и	3	3
125	себя в	2	3
126	него в	4	3
127	или менее	3	3
128	что же	8	3
129	в отличие	3	3
130	еще более	3	3
131	в той	2	3
132	той же	4	3
133	сам по	2	3
134	правда в	2	3
135	в этой	4	3
136	и это	3	3
137	дело в	3	3
138	отличие от	3	3
139	не менее	7	2
140	он сам	2	2
141	только и	3	2
142	мысли и	2	2
143	на все	2	2
144	к тому	2	2
145	для нас	7	2
146	без всякого	2	2
147	мы будем	3	2
148	так что	5	2
149	и как	3	2
150	но все	2	2
151	для него	9	2
152	в общем	2	2
153	во сне	2	2
154	людей в	2	2
155	но дело	2	2
156	того и	2	2
157	отношения к	3	2
158	не было	10	2
159	те же	3	2
160	и по	2	2
161	а в	11	2
162	в результате	5	2
163	сказать что	11	2
164	с ним	5	2
165	с этим	5	2
166	у нас	6	2
167	есть и	2	2
168	здесь в	2	2
169	он уже	5	2
170	которую он	7	2
171	об этом	6	2
172	к ней	3	2
173	вместе с	8	2
174	в последний	3	2
175	на этот	4	2
176	хотя бы	3	2
177	можно было	2	2
178	ничего не	2	2
179	в данном	3	2
180	во всяком	6	2
181	не могли	3	2
182	того как	2	2
